"","Time","L_Edge_weight","O_Edge_weight","Cov_Edge_weight","Recovery","SampleSize"
"266",3,-0.00292155977037846,NA,-0.00113519682472373,0,20
"267",10,-0.0808838028030138,NA,-0.0535193314563834,0,20
"268",3,-0.00468236987008418,NA,-0.00439064363352855,0,20
"269",3,-0.0703624022049585,NA,-0.055139971561024,0,20
"270",10,NA,-0.0495707859476389,NA,0,20
"271",1,0.0283439974377202,NA,0.0351296910082825,0,20
"272",3,-0.00878949016989676,NA,-0.000201997203095985,0,20
"273",2,NA,-0.0860532184435076,NA,0,20
"274",3,-0.000364953726390794,NA,NA,0,20
"275",4,NA,-0.134893091180582,NA,0,20
"276",6,NA,-0.102039425747895,NA,0,20
"277",7,NA,-0.125421003251977,NA,0,20
"278",1,0.00069644610636253,NA,0.00239268148560937,0,20
"279",3,-0.0185428529075755,NA,-0.0223236857028106,0,20
"280",3,NA,-0.00555605950356985,NA,0,20
"281",6,NA,-0.000532061188836735,NA,0,20
"282",4,NA,0.00419833709519125,NA,0,20
"283",1,-0.0427222798210815,NA,-0.0334543290530456,0,20
"284",2,NA,-0.154450806410151,NA,0,20
"285",3,NA,-0.0392686053570824,NA,0,20
"286",4,NA,-0.210180676623189,NA,0,20
"287",5,NA,-0.172689429226071,NA,0,20
"288",6,NA,-0.0609867993404167,NA,0,20
"289",7,NA,-0.126776758893046,NA,0,20
"290",8,NA,-0.120926127709518,NA,0,20
"291",9,NA,-0.122879098585934,NA,0,20
"292",10,NA,-0.0435688853686398,NA,0,20
"293",7,NA,-0.123472845539755,NA,0,20
"294",3,NA,0.0113536236634797,NA,0,20
"295",4,NA,0.0266888990881754,NA,0,20
"296",5,NA,0.14117020917653,NA,0,20
"297",6,NA,0.122406680763808,NA,0,20
"298",8,NA,0.057768408517852,NA,0,20
"299",10,NA,0.103196110499425,NA,0,20
"300",3,-0.0875752074646198,NA,-0.0861888804118695,0,20
"301",1,NA,-0.00143727008390178,NA,0,20
"302",4,-0.0987360882261998,NA,-0.101254904676189,0,20
"303",1,0.0255710825051337,NA,0.03857850321782,0,20
"304",7,NA,-0.0116020445435481,NA,0,20
"305",4,0.0794888489115346,NA,0.0780195618397374,0,20
"306",6,-0.203514216838443,NA,-0.204141977864571,0,20
"307",1,-0.00068228757268189,NA,-0.000808882064316536,0,20
"308",1,NA,NA,-0.0116631558322046,0,20
"309",5,-0.0389659740605823,NA,-0.0381871875618823,0,20
"310",7,NA,0.00987634298555668,NA,0,20
"311",3,0.132635187686431,NA,0.1255254844418,0,20
"312",3,NA,-0.000279187023748309,NA,0,20
"313",4,NA,-0.0125420919874082,NA,0,20
"314",5,NA,-0.015277626090362,NA,0,20
"315",6,NA,-0.00466030294260678,NA,0,20
"316",8,NA,-0.00438088566028012,NA,0,20
"317",10,NA,-0.00283338617303426,NA,0,20
"318",2,0.0283820800088548,NA,0.0304577115762203,0,20
"319",8,0.0364265872387559,NA,0.0594023984800844,0,20
"320",4,0.0937857162832306,NA,0.0927376213309871,0,20
"321",7,-0.0415678648639534,NA,-0.0558563005685054,0,20
"322",7,NA,NA,-0.0133322779970003,0,20
"323",3,0.0104416020382587,NA,NA,0,20
"324",4,0.00360662243751392,NA,0.0039057485215835,0,20
"325",3,0.00707677321399022,NA,NA,0,20
"326",2,NA,0.0840844770121498,NA,0,20
"327",8,NA,0.00819751386353285,NA,0,20
"328",2,NA,0.0685814616803485,NA,0,20
"329",6,NA,0.111674585920119,NA,0,20
"330",10,NA,0.0646854403620807,NA,0,20
"331",3,0.000293838971925105,NA,NA,0,20
"332",2,NA,-0.00133844420156097,NA,0,20
"333",3,0.00434586525434947,NA,0.00258504683267092,0,20
"334",5,-0.019461876343793,NA,NA,0,20
"335",3,0.0653057164297861,NA,0.032464353915883,0,20
"336",6,0.0603050967106795,NA,0.0542280840228986,0,20
"337",8,-0.00290001126767236,NA,-0.0369336568653171,0,20
"338",8,-0.00311132218733612,NA,NA,0,20
"339",2,NA,0.00366833187870924,NA,0,20
"340",10,-0.0517253113930682,NA,-0.0347768678138038,0,20
"341",7,-0.0419417594185608,NA,-0.0379658833869567,0,20
"342",3,0.104665159362966,NA,0.125563607766502,0,20
"343",7,NA,-0.00573777084570681,NA,0,20
"344",4,0.0314153036812775,-0.00345988007928889,NA,1,20
"345",10,-0.00331424988382334,NA,NA,0,20
"346",3,-0.00178656436413809,NA,NA,0,20
"347",8,NA,-0.000287812038949739,NA,0,20
"348",2,NA,-0.0306794435214526,NA,0,20
"349",6,0.195536491196516,NA,0.206400603150209,0,20
"350",8,NA,-0.098055851192969,NA,0,20
"351",7,0.00882352178304346,NA,0.0131624145739229,0,20
"352",2,NA,0.000799219472704035,NA,0,20
"353",3,0.000880539438990269,NA,NA,0,20
"354",3,NA,0.0953390322502137,NA,0,20
"355",4,NA,0.0600566160266332,NA,0,20
"356",2,0.00619597210530243,NA,NA,0,20
"357",1,0.107673822778594,NA,0.0633236306530637,0,20
"358",3,-0.000243871596884371,NA,NA,0,20
"359",5,-0.0421574493413518,NA,-0.0570922505999701,0,20
"360",1,0.0429469331385598,NA,0.0254276360028108,0,20
"361",10,NA,NA,0.0223142057156895,0,20
"362",1,NA,-0.0502757453556404,NA,0,20
"363",3,NA,0.0346162211995571,NA,0,20
"364",4,NA,0.000741281904226083,NA,0,20
"365",9,NA,0.00235113953122178,NA,0,20
"366",9,-0.164345603958989,NA,-0.159935046213196,0,20
"367",3,NA,-0.00362988310857788,NA,0,20
"368",6,NA,0.00835257509673727,NA,0,20
"369",7,NA,0.00217156468553059,NA,0,20
"370",4,NA,-0.0497606670572428,NA,0,20
"371",5,NA,-0.0283149600707009,NA,0,20
"372",9,NA,-0.0807424858560387,NA,0,20
"373",8,NA,0.00468041188081791,NA,0,20
"374",9,NA,0.012748348003719,NA,0,20
"375",9,NA,-0.000371219001128242,NA,0,20
"376",8,0.184978102264878,NA,0.199289307569968,0,20
"377",10,NA,NA,0.00929522374349296,0,20
"378",3,NA,0.00450338681003737,NA,0,20
"379",4,NA,0.0443681967561292,NA,0,20
"380",2,-0.0119779848785042,NA,NA,0,20
"381",3,NA,-0.0538129290622887,NA,0,20
"382",10,NA,0.00177079389949753,NA,0,20
"383",2,NA,-0.190898672416751,NA,0,20
"384",3,NA,-0.167454848078634,NA,0,20
"385",4,NA,-0.035638140599344,NA,0,20
"386",5,NA,-0.0192016999631518,NA,0,20
"387",7,NA,-0.0938538466060922,NA,0,20
"388",8,NA,-0.00896701051614401,NA,0,20
"389",9,NA,-0.0955710411686665,NA,0,20
"390",10,NA,-0.0624432584988705,NA,0,20
"391",4,0.00777922382649099,NA,0.0123497272818536,0,20
"392",7,NA,NA,0.000472543376860107,0,20
"393",5,NA,0.00614576848342918,NA,0,20
"394",9,NA,0.0336757894446481,NA,0,20
"395",4,0.0614613677491099,NA,0.0673066616467615,0,20
"396",8,NA,NA,0.00411206234748429,0,20
"397",9,NA,-0.0169942081418021,NA,0,20
"398",2,NA,-0.0409517554643239,NA,0,20
"399",4,NA,-0.0238174794519994,NA,0,20
"400",9,NA,-0.0462761511817346,NA,0,20
"401",10,NA,-0.0105586225638332,NA,0,20
"402",8,0.0479747865042419,NA,0.0644333677237576,0,20
"403",3,0.128965432809118,NA,0.150213003469092,0,20
"404",10,NA,-0.0450004096529134,NA,0,20
"405",8,-0.0101418084001265,NA,-0.0179433566830843,0,20
"406",6,NA,0.00222803289932849,NA,0,20
"407",9,NA,0.0437232303294641,NA,0,20
"408",10,NA,0.00307162023907048,NA,0,20
"409",9,NA,-0.000360112150308022,NA,0,20
"410",7,-0.00756405008024874,NA,-0.0129198878848129,0,50
"411",4,-0.0324436235792933,NA,-0.036795418150389,0,50
"412",6,NA,0.0235204404911764,NA,0,50
"413",9,-0.0998666915380322,NA,-0.0994764874081304,0,50
"414",6,NA,-0.0125184938033916,NA,0,50
"415",10,-0.0445352749544418,NA,-0.0510820007876164,0,50
"416",4,NA,0.062841383427771,NA,0,50
"417",7,NA,0.0247725496547171,NA,0,50
"418",3,0.0261374930703946,NA,0.0254340976478603,0,50
"419",4,NA,NA,-0.00711229763323445,0,50
"420",2,0.0288632892600278,NA,0.0465182975418929,0,50
"421",2,NA,0.0676815804867551,NA,0,50
"422",6,NA,0.0107161184498991,NA,0,50
"423",2,NA,0.00119253494306861,NA,0,50
"424",8,-0.0865158114743973,NA,-0.0859051906093562,0,50
"425",7,NA,-0.0522998919635346,NA,0,50
"426",2,NA,-0.0417247975773116,NA,0,50
"427",7,NA,0.00761515403310281,NA,0,50
"428",1,NA,-0.00673102246675694,NA,0,50
"429",1,-0.078559209506855,NA,-0.06625631238079,0,50
"430",3,NA,NA,-0.000352286879485202,0,50
"431",7,NA,0.038221624785437,NA,0,50
"432",8,NA,NA,0.0042766489382862,0,50
"433",3,-0.00129391447028281,NA,-0.00746836677484132,0,50
"434",1,NA,0.00983021191711817,NA,0,50
"435",10,0.0666169928553593,NA,0.0676062207621546,0,50
"436",10,0.0639803269874012,NA,0.0580388018250767,0,50
"437",4,NA,-0.00047173217957962,NA,0,50
"438",4,NA,-0.0225070227908826,NA,0,50
"439",1,NA,-0.00231918822595513,NA,0,50
"440",9,-0.11997385671913,NA,-0.119118961240898,0,50
"441",3,NA,0.00531252465424431,NA,0,50
"442",3,NA,-0.0281011272336182,NA,0,50
"443",6,NA,-0.0590961556787616,NA,0,50
"444",8,NA,-0.0309084175968388,NA,0,50
"445",9,NA,-0.00160036786556728,NA,0,50
"446",10,NA,-0.0690260578190592,NA,0,50
"447",5,NA,-0.000346216678960773,NA,0,50
"448",5,NA,0.000250715263997951,NA,0,50
"449",5,NA,-0.0155874434163257,NA,0,50
"450",3,NA,0.0912114636037903,NA,0,50
"451",4,NA,0.0738622066944487,NA,0,50
"452",6,NA,0.037120677613034,NA,0,50
"453",8,NA,0.0256011583841301,NA,0,50
"454",10,NA,0.00322758014568747,NA,0,50
"455",9,-0.0221027972905429,NA,-0.0198039942566364,0,50
"456",9,-0.000210264413841792,NA,NA,0,50
"457",9,0.0101358861785816,NA,NA,0,50
"458",3,0.0454620437085301,NA,0.0458687809699936,0,50
"459",6,-0.000535136953323085,NA,NA,0,50
"460",3,NA,-0.0203275993062919,NA,0,50
"461",5,NA,NA,0.00207535357656963,0,50
"462",5,0.0917839640468013,NA,0.0974321492268223,0,50
"463",2,NA,-0.0238053941062293,NA,0,50
"464",5,-0.0547097437720967,NA,-0.0607813760123606,0,50
"465",10,-0.00298403996243072,NA,NA,0,50
"466",9,0.0159827032869546,NA,0.0110707150043537,0,50
"467",1,NA,-0.0136420637734075,NA,0,50
"468",7,-0.0650720915413437,NA,-0.0675086620903115,0,50
"469",3,NA,-0.00158168704412504,NA,0,50
"470",9,NA,-0.0700200009836918,NA,0,50
"471",7,0.0132706928556783,NA,0.0186326580774573,0,50
"472",5,0.0798357284415279,NA,0.0670988845756156,0,50
"473",5,-0.00259209272610797,NA,-0.00225459147169018,0,50
"474",1,NA,-0.0296663031086262,NA,0,50
"475",5,0.000545197786571806,NA,0.00184970066349204,0,50
"476",1,-0.0524972603020136,NA,-0.0336725415372473,0,50
"477",10,-0.0182183760016646,NA,-0.0156416347278189,0,50
"478",8,0.0132856211525524,NA,0.0214845161045364,0,50
"479",4,-0.0169413337176871,NA,-0.0265626206756305,0,50
"480",1,-0.022264012903176,NA,-0.00587243626229389,0,50
"481",10,-0.00278685644125315,NA,-0.0029951336488115,0,50
"482",9,-0.0253172466883647,NA,-0.0200122537224846,0,50
"483",8,0.0493435150673326,NA,0.0571080895430153,0,50
"484",10,-0.0451453461887604,NA,-0.041524562601285,0,50
"485",10,-0.00100493169118388,NA,-0.000902995492597309,0,50
"486",10,-0.00290606997088919,NA,-0.00276158092162698,0,50
"487",1,-0.0818420417678213,NA,-0.0858754600094452,0,50
"488",3,NA,0.000347627249375243,NA,0,50
"489",4,NA,0.115329353338561,NA,0,50
"490",5,NA,0.023384278876,NA,0,50
"491",7,NA,0.00910629771183265,NA,0,50
"492",10,NA,0.0918539925547504,NA,0,50
"493",6,-0.0548336273761135,NA,-0.0348606194568826,0,50
"494",4,NA,-0.00124937838159255,NA,0,50
"495",2,NA,0.0798266378119202,NA,0,50
"496",3,NA,0.00557442334759556,NA,0,50
"497",5,NA,0.0669050526204352,NA,0,50
"498",6,NA,0.103196759609679,NA,0,50
"499",7,NA,0.00457637259834365,NA,0,50
"500",9,NA,0.0717008889504369,NA,0,50
"501",7,0.000479513753997044,NA,0.00030114232458618,0,50
"502",5,NA,-0.000608478677279873,NA,0,50
"503",7,NA,-0.00115001711681142,NA,0,50
"504",5,NA,0.0342419567701865,NA,0,50
"505",7,0.0144501562245378,NA,0.0155631121460387,0,50
"506",5,-0.0758847359475541,NA,-0.0784618206711516,0,50
"507",7,NA,0.000626718533178232,NA,0,50
"508",2,-0.0220548168073159,NA,-0.0350488769823359,0,50
"509",2,NA,-0.0094867639499262,NA,0,50
"510",5,0.00579193646625059,NA,0.00791876930787953,0,50
"511",8,NA,-0.0342299567446304,NA,0,50
"512",7,-0.0530409093744175,NA,-0.0744005405061294,0,50
"513",8,NA,0.000277980914380644,NA,0,50
"514",4,NA,-0.0151429665677793,NA,0,50
"515",4,NA,-0.00047183496306729,NA,0,50
"516",5,NA,0.0011225330093177,NA,0,50
