"","Source","Sink","Time","L_Edge_weight","O_Edge_weight","Cov_Edge_weight","Recovery","SampleSize"
"459","sp7","sp40",6,-0.000535136953323085,NA,NA,0,50
"460","sp8","sp13",3,NA,-0.0203275993062919,NA,0,50
"461","sp8","sp13",5,NA,NA,0.00207535357656963,0,50
"462","sp8","sp21",5,0.0917839640468013,NA,0.0974321492268223,0,50
"463","sp8","sp47",2,NA,-0.0238053941062293,NA,0,50
"464","sp9","sp15",5,-0.0547097437720967,NA,-0.0607813760123606,0,50
"465","sp9","sp21",10,-0.00298403996243072,NA,NA,0,50
"466","sp9","sp24",9,0.0159827032869546,NA,0.0110707150043537,0,50
"467","sp9","sp41",1,NA,-0.0136420637734075,NA,0,50
"468","sp9","sp47",7,-0.0650720915413437,NA,-0.0675086620903115,0,50
"469","sp10","sp11",3,NA,-0.00158168704412504,NA,0,50
"470","sp10","sp11",9,NA,-0.0700200009836918,NA,0,50
"471","sp10","sp19",7,0.0132706928556783,NA,0.0186326580774573,0,50
"472","sp10","sp22",5,0.0798357284415279,NA,0.0670988845756156,0,50
"473","sp10","sp27",5,-0.00259209272610797,NA,-0.00225459147169018,0,50
"474","sp10","sp31",1,NA,-0.0296663031086262,NA,0,50
"475","sp10","sp31",5,0.000545197786571806,NA,0.00184970066349204,0,50
"476","sp10","sp32",1,-0.0524972603020136,NA,-0.0336725415372473,0,50
"477","sp10","sp34",10,-0.0182183760016646,NA,-0.0156416347278189,0,50
"478","sp10","sp42",8,0.0132856211525524,NA,0.0214845161045364,0,50
"479","sp11","sp27",4,-0.0169413337176871,NA,-0.0265626206756305,0,50
"480","sp12","sp24",1,-0.022264012903176,NA,-0.00587243626229389,0,50
"481","sp12","sp29",10,-0.00278685644125315,NA,-0.0029951336488115,0,50
"482","sp12","sp30",9,-0.0253172466883647,NA,-0.0200122537224846,0,50
"483","sp12","sp36",8,0.0493435150673326,NA,0.0571080895430153,0,50
"484","sp12","sp38",10,-0.0451453461887604,NA,-0.041524562601285,0,50
"485","sp12","sp39",10,-0.00100493169118388,NA,-0.000902995492597309,0,50
"486","sp12","sp44",10,-0.00290606997088919,NA,-0.00276158092162698,0,50
"487","sp12","sp48",1,-0.0818420417678213,NA,-0.0858754600094452,0,50
"488","sp12","sp50",3,NA,0.000347627249375243,NA,0,50
"489","sp13","sp15",4,NA,0.115329353338561,NA,0,50
"490","sp13","sp15",5,NA,0.023384278876,NA,0,50
"491","sp13","sp15",7,NA,0.00910629771183265,NA,0,50
"492","sp13","sp15",10,NA,0.0918539925547504,NA,0,50
"493","sp13","sp23",6,-0.0548336273761135,NA,-0.0348606194568826,0,50
"494","sp13","sp24",4,NA,-0.00124937838159255,NA,0,50
"495","sp13","sp29",2,NA,0.0798266378119202,NA,0,50
"496","sp13","sp29",3,NA,0.00557442334759556,NA,0,50
"497","sp13","sp29",5,NA,0.0669050526204352,NA,0,50
"498","sp13","sp29",6,NA,0.103196759609679,NA,0,50
"499","sp13","sp29",7,NA,0.00457637259834365,NA,0,50
"500","sp13","sp29",9,NA,0.0717008889504369,NA,0,50
"501","sp13","sp30",7,0.000479513753997044,NA,0.00030114232458618,0,50
"502","sp13","sp31",5,NA,-0.000608478677279873,NA,0,50
"503","sp13","sp31",7,NA,-0.00115001711681142,NA,0,50
"504","sp13","sp40",5,NA,0.0342419567701865,NA,0,50
"505","sp13","sp45",7,0.0144501562245378,NA,0.0155631121460387,0,50
"506","sp13","sp46",5,-0.0758847359475541,NA,-0.0784618206711516,0,50
"507","sp13","sp47",7,NA,0.000626718533178232,NA,0,50
