"","Source","Sink","Time","L_Edge_weight","O_Edge_weight","Cov_Edge_weight","Recovery","CovariateStrength"
"694","sp19","sp49",4,0.0108487958707096,0.0137241662369056,NA,1,8
"695","sp19","sp49",6,NA,0.0202684541925565,NA,0,8
"696","sp20","sp27",2,0.00807108295932735,NA,NA,0,8
"697","sp20","sp36",4,-0.0401876154375289,-0.0378676102396736,NA,1,8
"698","sp20","sp36",8,-0.00256619036231387,-0.00100671736000564,NA,1,8
"699","sp20","sp36",9,-0.044422683275308,-0.0245931248848643,NA,1,8
"700","sp20","sp36",10,-0.0510095914167957,-0.0317411363278493,NA,1,8
"701","sp21","sp22",1,NA,NA,0.0417521719313456,0,8
"702","sp21","sp22",2,NA,NA,0.00904432607739818,0,8
"703","sp21","sp22",3,NA,NA,0.00144412761002026,0,8
"704","sp21","sp22",4,NA,NA,0.0823085705995932,0,8
"705","sp21","sp22",5,NA,NA,0.00238604315142296,0,8
"706","sp21","sp22",6,NA,NA,0.0102876898315291,0,8
"707","sp21","sp22",7,NA,NA,0.0657678838755564,0,8
"708","sp21","sp22",8,NA,NA,0.0854343366347808,0,8
"709","sp21","sp22",9,NA,NA,0.0067692937386767,0,8
"710","sp21","sp22",10,NA,NA,0.0281706992725077,0,8
"711","sp21","sp23",1,NA,NA,0.194950978511423,0,8
"712","sp21","sp23",2,NA,NA,0.0398289864599221,0,8
"713","sp21","sp23",3,NA,NA,0.0131460613316712,0,8
"714","sp21","sp23",4,NA,NA,0.0591841346175384,0,8
"715","sp21","sp23",5,NA,NA,0.0313568898192537,0,8
"716","sp21","sp23",6,NA,NA,0.0422357529940205,0,8
"717","sp21","sp23",7,NA,NA,0.0532424386778707,0,8
"718","sp21","sp23",8,NA,NA,0.0666374584727069,0,8
"719","sp21","sp23",9,NA,NA,0.0414111682226495,0,8
"720","sp21","sp23",10,NA,NA,0.0604686919884458,0,8
"721","sp21","sp24",1,NA,NA,0.117348632639669,0,8
"722","sp21","sp24",2,NA,NA,0.0120085715238344,0,8
"723","sp21","sp24",3,NA,NA,0.0190179887569657,0,8
"724","sp21","sp24",4,NA,NA,0.00961259969552453,0,8
"725","sp21","sp24",5,NA,NA,0.022735530142881,0,8
"726","sp21","sp24",6,NA,NA,0.0277572051876455,0,8
"727","sp21","sp24",7,NA,NA,0.00765691884289391,0,8
"728","sp21","sp24",8,NA,NA,0.0473460687016868,0,8
"729","sp21","sp24",9,NA,NA,0.0418432935782156,0,8
"730","sp21","sp24",10,NA,NA,0.013265268285365,0,8
"731","sp21","sp25",1,NA,NA,0.124959038516614,0,8
"732","sp21","sp25",2,NA,NA,0.0113095653328441,0,8
"733","sp21","sp25",3,NA,NA,0.0329218568807386,0,8
"734","sp21","sp25",4,NA,NA,0.00771941645936179,0,8
"735","sp21","sp25",5,NA,NA,0.0638108278475006,0,8
"736","sp21","sp25",6,NA,NA,0.0597961329405886,0,8
"737","sp21","sp25",7,NA,NA,0.00807767734704905,0,8
"738","sp21","sp25",8,NA,NA,0.0265381094872023,0,8
"739","sp21","sp25",9,NA,NA,0.0782748163269112,0,8
"740","sp21","sp25",10,NA,NA,0.0189368641503902,0,8
"741","sp21","sp26",1,NA,NA,0.0108198832174613,0,8
"742","sp21","sp26",2,NA,NA,0.0067050349779899,0,8
"743","sp21","sp26",3,NA,NA,0.0379314807241474,0,8
"744","sp21","sp26",4,NA,NA,0.0423761241621672,0,8
"745","sp21","sp26",5,NA,NA,0.00682257195009068,0,8
"746","sp21","sp26",6,NA,NA,0.0154853483518791,0,8
"747","sp21","sp26",7,NA,NA,0.0051548076514624,0,8
"748","sp21","sp26",8,NA,NA,0.013575966658619,0,8
"749","sp21","sp26",9,NA,NA,0.0141430453955289,0,8
"750","sp21","sp26",10,NA,NA,0.00702364148352138,0,8
"751","sp21","sp27",1,NA,NA,0.0141627444753259,0,8
"752","sp21","sp27",2,NA,NA,0.034331930169323,0,8
"753","sp21","sp27",3,NA,NA,0.0403956081782046,0,8
"754","sp21","sp27",4,NA,NA,0.00679695790248979,0,8
"755","sp21","sp27",5,NA,NA,0.0621809858406232,0,8
"756","sp21","sp27",6,NA,NA,0.0191441970952182,0,8
"757","sp21","sp27",7,NA,NA,0.00489023446353735,0,8
"758","sp21","sp27",8,NA,NA,0.0321540330737529,0,8
"759","sp21","sp27",9,NA,NA,0.0374158665149405,0,8
"760","sp21","sp27",10,NA,NA,0.00939616153954982,0,8
"761","sp21","sp28",1,NA,NA,0.0105593700929983,0,8
"762","sp21","sp28",2,NA,NA,0.132475399940201,0,8
"763","sp21","sp28",3,NA,NA,0.12127005888064,0,8
"764","sp21","sp28",4,NA,NA,0.0630144573389075,0,8
"765","sp21","sp28",5,NA,NA,0.116056025043669,0,8
"766","sp21","sp28",6,NA,NA,0.127121224317698,0,8
"767","sp21","sp28",7,NA,NA,0.107084858511481,0,8
"768","sp21","sp28",8,NA,NA,0.121156468091738,0,8
"769","sp21","sp28",9,NA,NA,0.0625341295134262,0,8
"770","sp21","sp28",10,NA,NA,0.151183888009774,0,8
"771","sp21","sp29",1,NA,NA,0.0145156651681701,0,8
"772","sp21","sp29",2,NA,NA,0.0163240126211305,0,8
"773","sp21","sp29",3,NA,NA,0.00776815983338705,0,8
"774","sp21","sp29",4,NA,NA,0.000912343216810337,0,8
"775","sp21","sp29",5,NA,NA,0.0102161602182775,0,8
"776","sp21","sp29",6,NA,NA,0.0302269976029517,0,8
"777","sp21","sp29",7,NA,NA,0.00320563484111182,0,8
"778","sp21","sp29",8,NA,NA,0.0039608077138144,0,8
"779","sp21","sp29",9,NA,NA,0.00848915856675441,0,8
"780","sp21","sp29",10,NA,NA,0.0103902987372112,0,8
"781","sp21","sp30",1,NA,NA,0.0151855986117075,0,8
"782","sp21","sp30",2,NA,NA,0.132598507048064,0,8
"783","sp21","sp30",3,NA,NA,0.0800986464760756,0,8
"784","sp21","sp30",4,NA,NA,0.0191411986675213,0,8
"785","sp21","sp30",5,NA,NA,0.0294116739640922,0,8
"786","sp21","sp30",6,NA,NA,0.0807001194508117,0,8
"787","sp21","sp30",7,NA,NA,0.0397469514874659,0,8
"788","sp21","sp30",8,NA,NA,0.022593906416297,0,8
"789","sp21","sp30",9,NA,NA,0.0476776787128881,0,8
"790","sp21","sp30",10,NA,NA,0.0464585738349601,0,8
"791","sp21","sp32",3,NA,NA,-0.00248161482777234,0,8
"792","sp21","sp32",9,NA,NA,-0.000366362161109652,0,8
"793","sp21","sp32",10,NA,NA,-0.000544621310142892,0,8
"794","sp21","sp38",1,NA,NA,-0.000224085920143885,0,8
"795","sp21","sp40",1,-0.0544236141642133,-0.0222658094990013,-0.0688435855085244,3,8
"796","sp21","sp42",6,NA,NA,-0.000260821910384723,0,8
"797","sp21","sp43",2,NA,0.00245844765676689,NA,0,8
"798","sp21","sp43",3,0.00214722642745363,0.0370625854573332,NA,1,8
"799","sp21","sp43",4,NA,0.00888349472227395,NA,0,8
"800","sp21","sp43",6,0.0120033260325698,0.0245073727899805,NA,1,8
"801","sp21","sp43",10,NA,0.0084084896602668,NA,0,8
"802","sp21","sp46",1,NA,NA,-0.00497465358365426,0,8
"803","sp21","sp49",1,NA,NA,-0.000421170407210201,0,8
"804","sp22","sp23",1,NA,NA,0.142011124046635,0,8
"805","sp22","sp23",2,NA,NA,0.126073401425936,0,8
"806","sp22","sp23",3,NA,NA,0.1389928184424,0,8
"807","sp22","sp23",4,NA,NA,0.0091743908627171,0,8
"808","sp22","sp23",5,NA,NA,0.10633884615954,0,8
"809","sp22","sp23",6,NA,NA,0.0464703512199755,0,8
"810","sp22","sp23",7,NA,NA,0.0710645031345405,0,8
"811","sp22","sp23",8,NA,NA,0.108263620480479,0,8
"812","sp22","sp23",9,NA,NA,0.0730880025901927,0,8
"813","sp22","sp23",10,NA,NA,0.143764685489246,0,8
"814","sp22","sp24",1,NA,NA,0.165022596884097,0,8
"815","sp22","sp24",2,NA,NA,0.0111250543749546,0,8
"816","sp22","sp24",3,NA,NA,0.00802033618487206,0,8
"817","sp22","sp24",4,NA,NA,0.0228312854350424,0,8
"818","sp22","sp24",5,NA,NA,0.0101426755222632,0,8
"819","sp22","sp24",6,NA,NA,0.0165184691316052,0,8
"820","sp22","sp24",7,NA,NA,0.0141937355212599,0,8
"821","sp22","sp24",8,NA,NA,0.0159943033888839,0,8
"822","sp22","sp24",9,NA,NA,0.0135854564825297,0,8
"823","sp22","sp24",10,NA,NA,0.0104244859816545,0,8
"824","sp22","sp25",1,NA,NA,0.184239498363157,0,8
"825","sp22","sp25",2,NA,NA,0.0184078405329174,0,8
"826","sp22","sp25",3,NA,NA,0.0086936732549866,0,8
"827","sp22","sp25",4,NA,NA,0.0165295608598999,0,8
"828","sp22","sp25",5,NA,NA,0.0102705184625616,0,8
"829","sp22","sp25",6,NA,NA,0.0761436682682167,0,8
"830","sp22","sp25",7,NA,NA,0.0345667934761544,0,8
"831","sp22","sp25",8,NA,NA,0.0175453695973427,0,8
"832","sp22","sp25",9,NA,NA,0.0135642080073869,0,8
"833","sp22","sp25",10,NA,NA,0.0186914171850666,0,8
"834","sp22","sp26",1,NA,NA,0.0171027643901394,0,8
"835","sp22","sp26",2,NA,NA,0.00412389819742279,0,8
"836","sp22","sp26",3,NA,NA,0.00363522765169126,0,8
"837","sp22","sp26",4,NA,NA,0.00484744169297402,0,8
"838","sp22","sp26",5,NA,NA,0.00736814725264503,0,8
"839","sp22","sp26",6,NA,NA,0.00968291482178511,0,8
"840","sp22","sp26",7,NA,NA,0.00365153168109464,0,8
"841","sp22","sp26",8,NA,NA,0.00424136551221692,0,8
"842","sp22","sp26",9,NA,NA,0.00747441281985957,0,8
"843","sp22","sp26",10,NA,NA,0.00275276323978753,0,8
"844","sp22","sp27",1,NA,NA,0.113032736317311,0,8
"845","sp22","sp27",2,NA,NA,0.0203711380128419,0,8
"846","sp22","sp27",3,NA,NA,0.0180773421880176,0,8
"847","sp22","sp27",4,NA,NA,0.00104895800010141,0,8
"848","sp22","sp27",5,NA,NA,0.0119344458345261,0,8
"849","sp22","sp27",6,NA,NA,0.0113414930401495,0,8
"850","sp22","sp27",7,NA,NA,0.0206840141621416,0,8
"851","sp22","sp27",8,NA,NA,0.0280421608137228,0,8
"852","sp22","sp27",9,NA,NA,0.0081711388917121,0,8
"853","sp22","sp27",10,NA,NA,0.0972501562240317,0,8
"854","sp22","sp28",1,NA,NA,0.0160606245951843,0,8
"855","sp22","sp28",2,NA,NA,0.0171411987590962,0,8
"856","sp22","sp28",3,NA,NA,0.00778496269220047,0,8
"857","sp22","sp28",4,NA,NA,0.146263637078017,0,8
"858","sp22","sp28",5,NA,NA,0.00119570215318099,0,8
"859","sp22","sp28",6,NA,NA,0.0824192857617264,0,8
"860","sp22","sp28",7,NA,NA,0.0982042468422226,0,8
"861","sp22","sp28",8,NA,NA,0.0231235958315801,0,8
"862","sp22","sp28",9,NA,NA,0.0790297926808599,0,8
"863","sp22","sp28",10,NA,NA,0.0124983255929636,0,8
"864","sp22","sp29",1,NA,NA,0.0250666524974848,0,8
"865","sp22","sp29",2,NA,NA,0.0335229909122311,0,8
"866","sp22","sp29",3,NA,NA,0.0326897555647244,0,8
"867","sp22","sp29",4,NA,NA,0.00108519030806044,0,8
"868","sp22","sp29",5,NA,NA,0.0148095669316428,0,8
"869","sp22","sp29",6,NA,NA,0.00948952170853689,0,8
"870","sp22","sp29",7,NA,NA,0.00162157964028988,0,8
"871","sp22","sp29",8,NA,NA,0.00115224152338454,0,8
"872","sp22","sp29",9,NA,NA,0.00655394771919904,0,8
"873","sp22","sp29",10,NA,NA,0.0029160895878349,0,8
"874","sp22","sp30",1,NA,NA,0.0230117095448897,0,8
"875","sp22","sp30",2,NA,NA,0.060133315565774,0,8
"876","sp22","sp30",3,NA,NA,0.00471793645471946,0,8
"877","sp22","sp30",4,NA,NA,0.14628354495716,0,8
"878","sp22","sp30",5,NA,NA,0.002512276907115,0,8
"879","sp22","sp30",6,NA,NA,0.0146465107264074,0,8
"880","sp22","sp30",7,NA,NA,0.0187890365844135,0,8
"881","sp22","sp30",8,NA,NA,0.0158144404681532,0,8
"882","sp22","sp30",9,NA,NA,0.0696957135986173,0,8
"883","sp22","sp30",10,NA,NA,0.052811554161388,0,8
"884","sp22","sp32",9,NA,NA,-0.000482631277129477,0,8
"885","sp22","sp32",10,NA,NA,-0.00113488041378149,0,8
"886","sp22","sp38",1,NA,NA,-0.000339571737624811,0,8
"887","sp22","sp40",1,NA,NA,-0.00202008317344261,0,8
"888","sp22","sp44",2,NA,0.011635678740559,NA,0,8
"889","sp22","sp46",1,NA,NA,-0.00699565248019682,0,8
"890","sp22","sp46",2,NA,0.000233744553673169,NA,0,8
"891","sp22","sp48",5,-0.0476516611066395,-0.0405011873223837,NA,1,8
"892","sp22","sp49",1,NA,NA,-0.00336135723307335,0,8
"893","sp23","sp24",1,NA,NA,0.0859483726728975,0,8
"894","sp23","sp24",2,NA,NA,0.105586707151421,0,8
"895","sp23","sp24",3,NA,NA,0.0803550138532048,0,8
"896","sp23","sp24",4,NA,NA,0.0392142080862677,0,8
"897","sp23","sp24",5,NA,NA,0.131694677323297,0,8
"898","sp23","sp24",6,NA,NA,0.0730822169483609,0,8
"899","sp23","sp24",7,NA,NA,0.164901563874321,0,8
"900","sp23","sp24",8,NA,NA,0.171628832927489,0,8
"901","sp23","sp24",9,NA,NA,0.184046093327203,0,8
"902","sp23","sp24",10,NA,NA,0.0608586918214202,0,8
"903","sp23","sp25",1,NA,NA,0.129633094545159,0,8
"904","sp23","sp25",2,NA,NA,0.171236179468741,0,8
"905","sp23","sp25",3,NA,NA,0.0890625173866599,0,8
"906","sp23","sp25",4,NA,NA,0.0512879231696145,0,8
"907","sp23","sp25",5,NA,NA,0.135618245026245,0,8
"908","sp23","sp25",6,NA,NA,0.15896435298364,0,8
"909","sp23","sp25",7,NA,NA,0.168783172486235,0,8
"910","sp23","sp25",8,NA,NA,0.215550524664988,0,8
"911","sp23","sp25",9,NA,NA,0.214225395103302,0,8
"912","sp23","sp25",10,NA,NA,0.172997753272107,0,8
"913","sp23","sp26",1,NA,NA,0.0104011840632052,0,8
"914","sp23","sp26",2,NA,NA,0.00247494098625587,0,8
"915","sp23","sp26",3,NA,NA,0.0262153870408026,0,8
"916","sp23","sp26",4,NA,NA,0.00240660222810583,0,8
"917","sp23","sp26",5,NA,NA,0.0929949867485024,0,8
"918","sp23","sp26",6,NA,NA,0.0209965502690782,0,8
"919","sp23","sp26",7,NA,NA,0.00664906890229348,0,8
"920","sp23","sp26",8,NA,NA,0.0289530760368185,0,8
"921","sp23","sp26",9,NA,NA,0.0105811498402338,0,8
"922","sp23","sp26",10,NA,NA,0.00338700628143449,0,8
"923","sp23","sp27",1,NA,NA,0.0820341222026316,0,8
"924","sp23","sp27",2,NA,0.00386256735191121,0.227801253462904,2,8
"925","sp23","sp27",3,NA,NA,0.185465593071965,0,8
"926","sp23","sp27",4,NA,NA,0.163029533611841,0,8
"927","sp23","sp27",5,NA,NA,0.158643207677201,0,8
"928","sp23","sp27",6,NA,NA,0.182447350659072,0,8
"929","sp23","sp27",7,NA,NA,0.113240649246157,0,8
"930","sp23","sp27",8,NA,NA,0.201965073142044,0,8
"931","sp23","sp27",9,NA,NA,0.152094235211462,0,8
"932","sp23","sp27",10,NA,NA,0.194728074945915,0,8
"933","sp23","sp28",1,NA,NA,0.0368098625836988,0,8
"934","sp23","sp28",2,NA,NA,0.0536425861913288,0,8
"935","sp23","sp28",3,NA,NA,0.0732474913961135,0,8
"936","sp23","sp28",4,NA,NA,0.0596021623754886,0,8
"937","sp23","sp28",5,NA,NA,0.0141530158773458,0,8
"938","sp23","sp28",6,NA,NA,0.125753715886085,0,8
"939","sp23","sp28",7,NA,NA,0.112920502764322,0,8
"940","sp23","sp28",8,NA,NA,0.199858147613611,0,8
"941","sp23","sp28",9,NA,NA,0.0238693714497601,0,8
"942","sp23","sp28",10,NA,NA,0.0257801772266789,0,8
"943","sp23","sp29",1,NA,NA,0.0500924569367885,0,8
"944","sp23","sp29",2,NA,NA,0.0174723429217588,0,8
"945","sp23","sp29",3,NA,NA,0.013738741265848,0,8
"946","sp23","sp29",4,NA,NA,0.000661248625353838,0,8
"947","sp23","sp29",5,NA,NA,0.070477056341797,0,8
"948","sp23","sp29",6,NA,NA,0.0143851446618597,0,8
"949","sp23","sp29",7,NA,NA,0.00514821636321774,0,8
"950","sp23","sp29",8,NA,NA,0.00384605554369044,0,8
"951","sp23","sp29",9,NA,NA,0.0428112709760755,0,8
"952","sp23","sp29",10,NA,NA,0.00249344177642013,0,8
"953","sp23","sp30",1,NA,NA,0.0548534823229919,0,8
"954","sp23","sp30",2,NA,NA,0.0220178236015582,0,8
"955","sp23","sp30",3,NA,NA,0.0221374059413636,0,8
"956","sp23","sp30",4,NA,NA,0.0135834992413021,0,8
"957","sp23","sp30",5,NA,NA,0.0250724629740274,0,8
"958","sp23","sp30",6,NA,NA,0.0278012990647419,0,8
"959","sp23","sp30",7,NA,NA,0.0615982271391689,0,8
"960","sp23","sp30",8,NA,NA,0.0509524306211383,0,8
"961","sp23","sp30",9,NA,NA,0.0253529412683212,0,8
"962","sp23","sp30",10,NA,NA,0.0407414394908122,0,8
"963","sp23","sp31",5,NA,-0.000237675031107564,NA,0,8
"964","sp23","sp32",3,NA,NA,-0.000685860713625321,0,8
"965","sp23","sp32",10,NA,NA,-0.0110760198101171,0,8
"966","sp23","sp38",1,NA,NA,-0.000809444090664124,0,8
"967","sp23","sp40",1,NA,NA,-0.00943225641014949,0,8
"968","sp23","sp42",6,NA,NA,-0.000686720558167229,0,8
"969","sp23","sp46",1,NA,NA,-0.0036435309940028,0,8
"970","sp23","sp47",5,NA,0.0273324764625756,NA,0,8
"971","sp23","sp49",1,NA,NA,-0.00243952326615768,0,8
"972","sp24","sp25",1,NA,NA,0.158369454427804,0,8
"973","sp24","sp25",2,NA,NA,0.268294112499633,0,8
"974","sp24","sp25",3,NA,NA,0.22427205035044,0,8
"975","sp24","sp25",4,NA,0.0554344784376601,0.276038759158839,2,8
"976","sp24","sp25",5,NA,NA,0.225252323064902,0,8
"977","sp24","sp25",6,NA,NA,0.238248020063616,0,8
"978","sp24","sp25",7,0.0287244429856903,0.00893396236962374,0.303377258775339,3,8
"979","sp24","sp25",8,0.023450864119596,0.0395125323225112,0.286043748685704,3,8
"980","sp24","sp25",9,NA,NA,0.23322276555495,0,8
"981","sp24","sp25",10,NA,NA,0.257898723296429,0,8
"982","sp24","sp26",1,NA,NA,0.0845284708610796,0,8
"983","sp24","sp26",2,NA,NA,0.00359659069741381,0,8
"984","sp24","sp26",3,NA,NA,0.0277188938027581,0,8
"985","sp24","sp26",4,NA,NA,0.00170037344853519,0,8
"986","sp24","sp26",5,NA,NA,0.186335064784775,0,8
"987","sp24","sp26",6,NA,NA,0.132375732975913,0,8
"988","sp24","sp26",7,NA,NA,0.00274021769230368,0,8
"989","sp24","sp26",8,NA,NA,0.0188702608770832,0,8
"990","sp24","sp26",9,NA,NA,0.0110013179426612,0,8
"991","sp24","sp26",10,NA,NA,0.00925182759419907,0,8
"992","sp24","sp27",1,NA,NA,0.0193759047304349,0,8
"993","sp24","sp27",2,NA,NA,0.0331543414563484,0,8
"994","sp24","sp27",3,NA,NA,0.0169587910470979,0,8
"995","sp24","sp27",4,NA,NA,0.00443199964786204,0,8
"996","sp24","sp27",5,NA,NA,0.0316205035451726,0,8
"997","sp24","sp27",6,NA,NA,0.0268372239990253,0,8
"998","sp24","sp27",7,NA,NA,0.0189229477314548,0,8
"999","sp24","sp27",8,NA,NA,0.0259787585507447,0,8
"1000","sp24","sp27",9,NA,NA,0.0242189249186412,0,8
"1001","sp24","sp27",10,NA,NA,0.00847733913598932,0,8
"1002","sp24","sp28",1,NA,NA,0.0103364204115496,0,8
"1003","sp24","sp28",2,NA,NA,0.0832028057445588,0,8
"1004","sp24","sp28",3,NA,NA,0.126183213990764,0,8
"1005","sp24","sp28",4,NA,NA,0.186717207082708,0,8
"1006","sp24","sp28",5,NA,NA,0.0690315608545232,0,8
"1007","sp24","sp28",6,NA,NA,0.0756922118003339,0,8
"1008","sp24","sp28",7,NA,NA,0.0261827982072399,0,8
"1009","sp24","sp28",8,NA,NA,0.186429173350342,0,8
"1010","sp24","sp28",9,NA,NA,0.0230950482415497,0,8
"1011","sp24","sp28",10,NA,NA,0.0880380826732887,0,8
"1012","sp24","sp29",1,NA,NA,0.0145792480357771,0,8
"1013","sp24","sp29",2,NA,NA,0.0234453890329265,0,8
"1014","sp24","sp29",3,NA,NA,0.0106567094401059,0,8
"1015","sp24","sp29",4,NA,NA,0.00341330215110306,0,8
"1016","sp24","sp29",5,NA,NA,0.0610496602169979,0,8
"1017","sp24","sp29",6,NA,NA,0.028812633705128,0,8
"1018","sp24","sp29",7,NA,NA,0.00309597674514645,0,8
"1019","sp24","sp29",8,NA,NA,0.00684965312295226,0,8
"1020","sp24","sp29",9,NA,NA,0.021676755459332,0,8
"1021","sp24","sp29",10,NA,NA,0.0067746333661527,0,8
"1022","sp24","sp30",1,NA,NA,0.0141488391345006,0,8
"1023","sp24","sp30",2,NA,NA,0.0365936710033396,0,8
"1024","sp24","sp30",3,NA,NA,0.113426241740573,0,8
"1025","sp24","sp30",4,NA,NA,0.0812690609665346,0,8
"1026","sp24","sp30",5,NA,NA,0.177356896790624,0,8
"1027","sp24","sp30",6,NA,NA,0.143349072905663,0,8
"1028","sp24","sp30",7,NA,NA,0.033596754778686,0,8
"1029","sp24","sp30",8,NA,NA,0.11054528537596,0,8
"1030","sp24","sp30",9,NA,NA,0.0887979270019967,0,8
"1031","sp24","sp30",10,NA,NA,0.126826268910018,0,8
"1032","sp24","sp31",3,NA,0.000203665911411765,NA,0,8
"1033","sp24","sp32",3,NA,NA,-0.00351416978620196,0,8
"1034","sp24","sp32",9,NA,NA,-0.000283302015621111,0,8
"1035","sp24","sp32",10,NA,NA,-0.000573171553196868,0,8
"1036","sp24","sp38",1,NA,NA,-0.000208787003890516,0,8
"1037","sp24","sp40",1,NA,NA,-0.00567764471299094,0,8
"1038","sp24","sp42",2,-0.00205976360827077,-0.00204011097988834,NA,1,8
"1039","sp24","sp42",4,NA,-0.0511982636917842,NA,0,8
"1040","sp24","sp42",6,NA,-0.0148538505064537,-0.0134505268540516,2,8
"1041","sp24","sp46",1,NA,NA,-0.0603195526796493,0,8
"1042","sp24","sp49",1,NA,NA,-0.000576198892769659,0,8
"1043","sp25","sp26",1,NA,NA,0.055587254609183,0,8
"1044","sp25","sp26",2,NA,NA,0.00464390847634392,0,8
"1045","sp25","sp26",3,NA,NA,0.0160459526398174,0,8
"1046","sp25","sp26",4,NA,NA,0.00154135289186606,0,8
"1047","sp25","sp26",5,NA,NA,0.0452362231070779,0,8
"1048","sp25","sp26",6,NA,NA,0.107365851072133,0,8
"1049","sp25","sp26",7,NA,NA,0.00154612120537847,0,8
"1050","sp25","sp26",8,NA,NA,0.0395667597181044,0,8
"1051","sp25","sp26",9,NA,NA,0.0157791739482918,0,8
"1052","sp25","sp26",10,NA,NA,0.0110857035290435,0,8
"1053","sp25","sp27",1,NA,NA,0.0354165820107278,0,8
"1054","sp25","sp27",2,NA,NA,0.116728010135838,0,8
"1055","sp25","sp27",3,NA,NA,0.0432386669259701,0,8
"1056","sp25","sp27",4,NA,NA,0.00579472308930546,0,8
"1057","sp25","sp27",5,NA,NA,0.112306376637302,0,8
"1058","sp25","sp27",6,NA,NA,0.124884712414826,0,8
"1059","sp25","sp27",7,NA,NA,0.0425486500410229,0,8
"1060","sp25","sp27",8,NA,NA,0.0332988503725884,0,8
"1061","sp25","sp27",9,NA,NA,0.0486537158642859,0,8
"1062","sp25","sp27",10,NA,NA,0.0235000597956491,0,8
"1063","sp25","sp28",1,NA,NA,0.0755705778411451,0,8
"1064","sp25","sp28",2,NA,NA,0.0345560087328761,0,8
"1065","sp25","sp28",3,NA,NA,0.0277041001628848,0,8
"1066","sp25","sp28",4,NA,NA,0.131235073735056,0,8
"1067","sp25","sp28",5,NA,NA,0.0652070188452803,0,8
"1068","sp25","sp28",6,NA,NA,0.134700992823551,0,8
"1069","sp25","sp28",7,NA,NA,0.0231435895840399,0,8
"1070","sp25","sp28",8,NA,NA,0.177511721426944,0,8
"1071","sp25","sp28",9,NA,NA,0.0211895657500527,0,8
"1072","sp25","sp28",10,NA,NA,0.112114419382837,0,8
"1073","sp25","sp29",1,NA,NA,0.10446892004291,0,8
"1074","sp25","sp29",2,NA,NA,0.114938852734162,0,8
"1075","sp25","sp29",3,NA,NA,0.00287635490473354,0,8
"1076","sp25","sp29",4,NA,NA,0.0156766088088242,0,8
"1077","sp25","sp29",5,NA,NA,0.0368578300617152,0,8
"1078","sp25","sp29",6,NA,NA,0.0565444461072683,0,8
"1079","sp25","sp29",7,NA,NA,0.00334401428529563,0,8
"1080","sp25","sp29",8,NA,NA,0.00381988978592204,0,8
"1081","sp25","sp29",9,NA,NA,0.0834404474153573,0,8
"1082","sp25","sp29",10,NA,NA,0.00251294310734021,0,8
"1083","sp25","sp30",1,NA,NA,0.0982521877111204,0,8
"1084","sp25","sp30",2,NA,NA,0.029478317672252,0,8
"1085","sp25","sp30",3,NA,NA,0.0207665144753221,0,8
"1086","sp25","sp30",4,NA,NA,0.0622222457806295,0,8
"1087","sp25","sp30",5,NA,NA,0.0408667504287054,0,8
"1088","sp25","sp30",6,NA,NA,0.0514095884476415,0,8
"1089","sp25","sp30",7,NA,NA,0.0139102860980682,0,8
"1090","sp25","sp30",8,NA,NA,0.0458549608250486,0,8
"1091","sp25","sp30",9,NA,NA,0.0511701865657841,0,8
"1092","sp25","sp30",10,NA,NA,0.04166596887434,0,8
"1093","sp25","sp32",3,NA,NA,-0.000643387778824714,0,8
"1094","sp25","sp32",10,NA,NA,-0.00145480497588204,0,8
"1095","sp25","sp37",2,NA,NA,-0.000380280863049604,0,8
"1096","sp25","sp38",1,NA,NA,-0.00144985604139582,0,8
"1097","sp25","sp40",1,NA,NA,-0.00604585676386019,0,8
"1098","sp25","sp42",4,NA,-0.00202090312614394,NA,0,8
"1099","sp25","sp42",6,NA,NA,-0.0022387089520824,0,8
"1100","sp25","sp46",1,NA,NA,-0.00671361187845936,0,8
"1101","sp25","sp49",1,NA,NA,-0.00105321509498075,0,8
"1102","sp25","sp50",2,NA,0.000263731445019215,NA,0,8
"1103","sp26","sp27",1,NA,NA,0.0268415592724351,0,8
"1104","sp26","sp27",2,NA,NA,0.000796815641575102,0,8
"1105","sp26","sp27",3,NA,NA,0.0841797625350709,0,8
"1106","sp26","sp27",4,NA,NA,0.0041871972820749,0,8
"1107","sp26","sp27",5,NA,NA,0.0248543841247885,0,8
"1108","sp26","sp27",6,NA,NA,0.0123348279464783,0,8
"1109","sp26","sp27",7,NA,NA,0.00057531933923088,0,8
"1110","sp26","sp27",8,NA,NA,0.110737800261718,0,8
"1111","sp26","sp27",9,NA,NA,0.0506656970719847,0,8
"1112","sp26","sp27",10,NA,NA,0.000590486622670652,0,8
"1113","sp26","sp28",1,NA,NA,0.00396318537661413,0,8
"1114","sp26","sp28",2,NA,NA,0.0445884649326514,0,8
"1115","sp26","sp28",3,NA,NA,0.155814449740992,0,8
"1116","sp26","sp28",4,NA,NA,0.00652041256907464,0,8
"1117","sp26","sp28",5,NA,NA,0.0233449461348551,0,8
"1118","sp26","sp28",6,NA,NA,0.0788280285907428,0,8
"1119","sp26","sp28",7,NA,NA,0.0506623294837176,0,8
"1120","sp26","sp28",8,NA,NA,0.0662980511527374,0,8
"1121","sp26","sp28",9,NA,NA,0.0388757727081107,0,8
"1122","sp26","sp28",10,NA,NA,0.0555984644584663,0,8
