"","Source","Sink","Time","L_Edge_weight","O_Edge_weight","Cov_Edge_weight","Recovery","CovariateStrength"
"330","sp31","sp35",5,0.0600267407812305,0.0597862442545614,0.0376493883983841,3,0.1
"331","sp31","sp44",6,-0.0275265918454194,-0.0476556990613797,-0.0248456246616126,3,0.1
"332","sp31","sp45",3,NA,0.000519030694466425,NA,0,0.1
"333","sp31","sp45",6,NA,0.0320737867122908,0.0195065209744164,2,0.1
"334","sp31","sp47",3,-0.033492686256014,-0.0124828599301334,-0.0388694645349032,3,0.1
"335","sp31","sp47",4,-0.0374832673420887,-0.017672609207513,-0.0273232330638075,3,0.1
"336","sp31","sp47",5,-0.0157903646477942,-0.0121859978974804,-0.0186727656920766,3,0.1
"337","sp31","sp47",6,-0.00724757706521129,-0.0158560695753929,-0.000631897652822955,3,0.1
"338","sp31","sp47",7,-0.0119592874928508,-0.021390801538997,-0.013345446995253,3,0.1
"339","sp31","sp47",9,-0.114643798428221,-0.139512045217322,-0.12794381642732,3,0.1
"340","sp32","sp37",2,NA,0.0201563063357905,NA,0,0.1
"341","sp32","sp47",8,-0.00744098333873766,-0.00702183844352905,-0.00735190421595877,3,0.1
"342","sp34","sp40",2,-0.103163121922634,-0.0791611795984569,-0.0710119145960189,3,0.1
"343","sp34","sp40",4,-0.0778883514715368,-0.0390627550451938,-0.0494790579222968,3,0.1
"344","sp34","sp40",6,-0.0688416441284403,-0.0655590754148566,-0.0558332874159794,3,0.1
"345","sp34","sp40",9,-0.0265688080125073,-0.00897406875461004,NA,1,0.1
"346","sp34","sp43",4,0.000309578229485376,NA,NA,0,0.1
"347","sp34","sp49",4,NA,-0.000280427021933969,NA,0,0.1
"348","sp34","sp49",6,NA,-0.000351839827792188,NA,0,0.1
"349","sp34","sp49",10,NA,NA,-0.000201087460029095,0,0.1
"350","sp35","sp46",7,NA,NA,-0.000428264602732454,0,0.1
"351","sp35","sp47",3,-0.00133942387182709,-0.00055221105725148,-0.00130440217491374,3,0.1
"352","sp35","sp47",5,-0.00067558549474523,-0.000519883278138506,-0.000500965625732318,3,0.1
"353","sp37","sp38",3,NA,0.0227441164950273,NA,0,0.1
"354","sp38","sp39",4,0.0316552374700163,0.0284499049545361,0.0259348247354769,3,0.1
"355","sp39","sp49",1,0.0428829461754714,0.0113261823646,0.0181087299760279,3,0.1
"356","sp40","sp43",4,-0.00558843620401667,NA,-0.00152748127079022,0,0.1
"357","sp41","sp49",7,NA,NA,0.033920953619182,0,0.1
"358","sp44","sp45",6,NA,-0.00109703986500731,-0.000347956380360004,2,0.1
"359","sp44","sp46",2,0.0405661058031083,0.0279077344155351,0.0256027961304563,3,0.1
"360","sp44","sp47",6,NA,0.00054233510319721,NA,0,0.1
"361","sp45","sp47",6,NA,-0.000365008609025573,NA,0,0.1
"362","sp46","sp47",1,0.0291701833423761,NA,NA,0,0.1
"363","sp1","sp19",6,NA,-0.000643836398329579,-0.000207230668870005,2,1
"364","sp1","sp22",7,-0.00724984920999411,NA,NA,0,1
"365","sp1","sp34",6,0.0236248226942653,0.0370895149514254,0.0256330039772836,3,1
"366","sp1","sp40",6,-0.0147968762750032,-0.0256395180185498,-0.016110227268147,3,1
"367","sp2","sp11",4,0.0645927514429522,0.0675315428222813,0.0696710039294775,3,1
"368","sp2","sp11",7,0.0298352292935533,0.00859464291440409,0.0238961156508765,3,1
"369","sp2","sp43",1,NA,NA,-0.000894350200504823,0,1
"370","sp3","sp24",2,0.079905085946443,0.0609413877709756,0.0777620335564496,3,1
"371","sp3","sp24",6,0.0295053552416385,0.000942834000622071,NA,1,1
"372","sp3","sp24",10,0.0349993305363419,0.0257080684589641,0.0282594382770369,3,1
"373","sp3","sp25",2,NA,NA,0.000891872751677804,0,1
"374","sp3","sp35",7,-0.0503648411920609,-0.0514766007007585,-0.0440411152301814,3,1
"375","sp3","sp42",2,-0.0359906658067964,-0.0465067783938056,-0.0307368694783042,3,1
"376","sp3","sp46",7,NA,NA,0.0109913876740871,0,1
"377","sp3","sp49",5,NA,-0.0018281640716179,NA,0,1
"378","sp3","sp50",1,NA,NA,-0.0152741137563465,0,1
"379","sp4","sp26",7,0.0836957857096999,0.0824878413437733,0.0713655312116692,3,1
"380","sp4","sp26",9,NA,0.0076984326366637,NA,0,1
"381","sp4","sp36",1,0.00078596542553877,NA,0.00759925451183718,0,1
"382","sp5","sp28",2,NA,-0.000238323536903378,-0.000254091502212413,2,1
"383","sp5","sp28",4,NA,NA,-0.000275103076222069,0,1
"384","sp5","sp30",2,-0.0152285805791142,-0.00869165792218014,-0.0182449754521104,3,1
"385","sp5","sp30",4,-0.0303328026229763,-0.019102767064433,-0.020748311888931,3,1
"386","sp5","sp36",1,NA,NA,-0.0061971232609975,0,1
"387","sp6","sp12",3,NA,0.0498177546660803,0.00311839436205963,2,1
"388","sp6","sp15",7,-0.00112321570818568,NA,NA,0,1
"389","sp6","sp18",3,-0.0247306680085379,-0.0248094701247613,-0.0324409300554749,3,1
"390","sp6","sp18",4,NA,NA,-0.00535079149922557,0,1
"391","sp6","sp18",6,-0.0440151486132697,-0.0667343804783059,-0.0583593722311587,3,1
"392","sp6","sp18",8,-0.0386404781433074,-0.0228980227139702,-0.0391620199882281,3,1
"393","sp6","sp18",9,NA,-0.00534717566616388,NA,0,1
"394","sp6","sp18",10,-0.0735223261297739,-0.0474889773676084,-0.0729480555312519,3,1
"395","sp6","sp31",5,0.000227928379644761,NA,NA,0,1
"396","sp6","sp33",6,NA,-0.00157527753859357,NA,0,1
"397","sp6","sp36",8,NA,-0.00798934507872462,NA,0,1
"398","sp6","sp47",5,-0.0202517636450758,-0.00325688129365097,-0.011386510178655,3,1
"399","sp6","sp47",7,-0.0166375743370258,NA,NA,0,1
"400","sp6","sp50",3,0.100212966142787,0.0800888389116674,0.099668695668576,3,1
"401","sp6","sp50",4,0.0680819670053677,0.0488249944674926,0.0708776995987324,3,1
"402","sp6","sp50",6,0.0364369864753472,0.0512765884437352,0.0384387506024804,3,1
"403","sp6","sp50",8,0.0304346988229863,0.00807951976912632,0.0186362471282358,3,1
"404","sp6","sp50",10,0.0103884572754512,0.00672970748369572,0.0064040479056034,3,1
"405","sp7","sp45",4,NA,NA,-0.00603306471954174,0,1
"406","sp8","sp13",3,-0.0240009165519707,-0.0321792375414714,-0.0195641065276183,3,1
"407","sp8","sp21",4,NA,NA,-0.021953256186637,0,1
"408","sp8","sp47",2,-0.0263354388412289,-0.049175040952692,-0.0247049293992011,3,1
"409","sp8","sp47",10,-0.00584457089573232,-0.0173402474449444,NA,1,1
"410","sp9","sp41",1,-0.0199396400389928,-0.00760605500676653,-0.0255667268387672,3,1
"411","sp10","sp11",3,NA,-0.00191764734336153,-0.0049474532117977,2,1
"412","sp10","sp11",9,-0.0569856882200587,-0.0707037523705647,-0.053809427159073,3,1
"413","sp10","sp31",1,-0.00827942064913412,-0.013349343481223,-0.0323856974452014,3,1
"414","sp11","sp19",3,NA,NA,-0.00560399284288276,0,1
"415","sp12","sp18",3,NA,-0.000886754199396387,NA,0,1
"416","sp12","sp20",1,NA,0.00379172228451585,NA,0,1
"417","sp12","sp50",3,NA,0.00286258085612319,0.000223712170742725,2,1
"418","sp13","sp15",4,0.105721434941512,0.117230573679769,0.114927258541581,3,1
"419","sp13","sp15",5,0.0086164175398165,0.0367230607644284,0.00655208825334395,3,1
"420","sp13","sp15",7,NA,NA,0.011432805267462,0,1
"421","sp13","sp15",10,0.0916257985736653,0.0924115110323694,0.0918319051924864,3,1
"422","sp13","sp29",2,0.096174733929043,0.0392086660348167,0.0910253736198165,3,1
"423","sp13","sp29",3,NA,0.00502642041813794,NA,0,1
"424","sp13","sp29",5,0.0299355721935904,0.0372367688907166,0.00938766996760437,3,1
"425","sp13","sp29",6,0.0924892138369409,0.10240696458598,0.0918462824401908,3,1
"426","sp13","sp29",9,0.0421543848427512,0.0235579140107184,0.024367077683321,3,1
"427","sp13","sp31",4,NA,NA,-0.00122075244511475,0,1
"428","sp13","sp31",5,-0.000227190304954453,-0.00102543068519816,NA,1,1
"429","sp13","sp31",7,NA,NA,-0.00155254502657273,0,1
"430","sp13","sp31",10,NA,NA,-0.000273952299492125,0,1
"431","sp13","sp40",5,0.00683520139853572,0.0136652464785773,0.0313648215246954,3,1
"432","sp13","sp47",7,NA,NA,0.00079344974664809,0,1
"433","sp14","sp17",8,-0.000212559414426312,NA,NA,0,1
"434","sp14","sp32",2,-0.0184561465728723,NA,NA,0,1
"435","sp14","sp32",8,-0.0330827865291864,-0.0481084287163092,-0.0341714689633591,3,1
"436","sp14","sp47",8,NA,0.000242647117726351,NA,0,1
"437","sp15","sp24",3,NA,-0.00460656030343337,NA,0,1
"438","sp15","sp29",5,NA,0.000975785450807374,NA,0,1
"439","sp15","sp31",2,-0.0134763447256217,NA,-0.0240524315095653,0,1
"440","sp15","sp31",3,-0.0742882600760192,-0.0616225929808529,-0.0897297041366583,3,1
"441","sp15","sp31",4,NA,-0.00207000470393064,-0.0148330421110075,2,1
"442","sp15","sp31",5,-0.0369930095648249,-0.0391312715378131,-0.0391478634572146,3,1
"443","sp15","sp31",7,-0.177146324815533,-0.178347239985883,-0.189060486555776,3,1
"444","sp15","sp31",8,-0.0100165366805464,-0.0142251496431837,-0.0249380369113198,3,1
"445","sp15","sp31",9,-0.0415064336765147,-0.0392594779603861,-0.0552683089523016,3,1
"446","sp15","sp31",10,NA,NA,-0.0041663136765101,0,1
"447","sp15","sp35",3,-0.00297090141357212,-0.00272603212813354,-0.00287970381948506,3,1
"448","sp15","sp35",5,-0.00158273359902796,-0.00166943190832263,-0.00100374844124774,3,1
"449","sp15","sp40",5,NA,0.000358096287425645,NA,0,1
"450","sp15","sp45",3,NA,-0.0117395502115155,-0.0121810946160215,2,1
"451","sp15","sp47",3,0.0311425618300427,0.0115435679477003,0.0469224337152829,3,1
"452","sp15","sp47",4,NA,NA,0.000410834196941238,0,1
"453","sp15","sp47",5,0.000416346787176922,0.00354551806734708,0.000521095153692266,3,1
"454","sp15","sp47",7,0.0941985804685318,0.110283745394128,0.0966219933021816,3,1
"455","sp15","sp47",9,0.00340992258298582,0.00391932597454471,0.00504558204743487,3,1
"456","sp16","sp48",7,NA,0.00638087148474781,NA,0,1
"457","sp17","sp32",4,0.00442808555288648,NA,0.011485841745599,0,1
"458","sp17","sp32",8,0.00898491466246469,0.00361604871314536,0.00459107391637164,3,1
"459","sp17","sp32",10,0.0232114071023172,0.0200443189460046,0.0167274811937474,3,1
"460","sp18","sp20",7,NA,-0.00973680682087957,-0.00352160225624154,2,1
"461","sp18","sp25",2,NA,-0.018475681047039,NA,0,1
"462","sp18","sp33",6,NA,0.0328889583901627,NA,0,1
"463","sp18","sp50",2,-0.0138031613017947,-0.0198306185565017,-0.0149696965830657,3,1
"464","sp18","sp50",3,-0.023320061903792,-0.0181144669682718,-0.0327907808857178,3,1
"465","sp18","sp50",4,NA,NA,-0.000271582616443101,0,1
"466","sp18","sp50",6,-0.00114601990908758,-0.002455987114973,-0.00160616426099194,3,1
"467","sp18","sp50",8,-0.00446719743658768,-0.012165451225271,-0.000523147186988939,3,1
"468","sp18","sp50",10,-0.000547238410133011,-0.000228423455510598,-0.000334501202504631,3,1
"469","sp19","sp34",4,NA,-0.028696147295574,-0.0195841675189486,2,1
"470","sp19","sp34",6,-0.0114977689462295,-0.0241861667956018,-0.0112913128438977,3,1
"471","sp19","sp34",10,-0.0220089404501919,NA,-0.0135685108260113,0,1
"472","sp19","sp40",4,NA,0.000798172499281068,0.000685841185101861,2,1
"473","sp19","sp40",6,0.000565603840118912,0.00113803912153005,0.000361987600539102,3,1
"474","sp19","sp49",2,0.0833695755366753,0.0686618827413985,0.0456588905245404,3,1
"475","sp19","sp49",4,0.0108487958707096,0.0137241662369056,0.0147930312858161,3,1
"476","sp19","sp49",6,NA,0.0202684541925565,0.00465696725409065,2,1
"477","sp19","sp49",10,NA,NA,0.016900925059718,0,1
"478","sp20","sp27",2,0.00807108295932735,NA,NA,0,1
"479","sp20","sp36",4,-0.0401876154375289,-0.0378676102396736,-0.041141312502957,3,1
"480","sp20","sp36",8,-0.00256619036231387,-0.00100671736000564,NA,1,1
"481","sp20","sp36",9,-0.044422683275308,-0.0245931248848643,-0.0230501940909748,3,1
"482","sp20","sp36",10,-0.0510095914167957,-0.0317411363278493,-0.0320718637062975,3,1
"483","sp21","sp40",1,-0.0544236141642133,-0.0222658094990013,-0.063850160972235,3,1
"484","sp21","sp43",2,NA,0.00245844765676689,NA,0,1
"485","sp21","sp43",3,0.00214722642745363,0.0370625854573332,NA,1,1
"486","sp21","sp43",4,NA,0.00888349472227395,NA,0,1
"487","sp21","sp43",6,0.0120033260325698,0.0245073727899805,0.00887857994138808,3,1
"488","sp21","sp43",10,NA,0.0084084896602668,NA,0,1
"489","sp22","sp44",2,NA,0.011635678740559,NA,0,1
"490","sp22","sp46",2,NA,0.000233744553673169,NA,0,1
"491","sp22","sp48",5,-0.0476516611066395,-0.0405011873223837,-0.0281211796377333,3,1
"492","sp23","sp27",2,NA,0.00386256735191121,NA,0,1
"493","sp23","sp31",5,NA,-0.000237675031107564,NA,0,1
"494","sp23","sp47",5,NA,0.0273324764625756,NA,0,1
"495","sp24","sp25",2,NA,NA,0.0159779622472108,0,1
"496","sp24","sp25",3,NA,NA,0.0082750085975703,0,1
"497","sp24","sp25",4,NA,0.0554344784376601,0.0362739978480948,2,1
"498","sp24","sp25",7,0.0287244429856903,0.00893396236962374,0.0828772939611819,3,1
"499","sp24","sp25",8,0.023450864119596,0.0395125323225112,0.0588478188028924,3,1
"500","sp24","sp31",3,NA,0.000203665911411765,NA,0,1
"501","sp24","sp42",2,-0.00205976360827077,-0.00204011097988834,-0.0133134436659559,3,1
"502","sp24","sp42",4,NA,-0.0511982636917842,-0.0048415461104454,2,1
"503","sp24","sp42",6,NA,-0.0148538505064537,NA,0,1
"504","sp25","sp42",4,NA,-0.00202090312614394,NA,0,1
"505","sp25","sp50",2,NA,0.000263731445019215,NA,0,1
"506","sp27","sp30",1,-0.000532540562478858,NA,NA,0,1
"507","sp27","sp39",1,-0.00240680335257409,-0.000546922683570746,-0.000995706208120366,3,1
"508","sp27","sp49",1,-0.07751679453417,-0.0665679304286534,-0.0665672301777617,3,1
"509","sp28","sp30",2,NA,0.0380924681330873,0.01940139518209,2,1
"510","sp28","sp30",3,0.114966914905869,0.033994694192405,0.124614678003633,3,1
"511","sp28","sp30",4,NA,0.00913386957565619,0.0185156240095164,2,1
"512","sp28","sp30",5,NA,NA,0.00105851544982843,0,1
"513","sp28","sp30",7,NA,NA,0.0137825315329712,0,1
"514","sp28","sp30",9,NA,NA,0.00338602855410663,0,1
"515","sp28","sp44",2,0.000363152710523342,NA,NA,0,1
"516","sp28","sp46",2,0.0124989316773656,NA,NA,0,1
"517","sp28","sp46",10,0.0390938643817245,NA,0.00437831377176029,0,1
"518","sp29","sp40",5,NA,0.000363105591362053,0.000209769938889227,2,1
"519","sp30","sp38",1,NA,-0.0277343334791131,NA,0,1
"520","sp30","sp39",1,0.000294605942031948,NA,NA,0,1
"521","sp30","sp49",1,0.00948848116428452,NA,NA,0,1
"522","sp31","sp35",3,0.0558516836714548,0.0616579932316475,0.044587362818164,3,1
"523","sp31","sp35",5,0.0600267407812305,0.0597862442545614,0.03598936641537,3,1
"524","sp31","sp44",6,-0.0275265918454194,-0.0476556990613797,-0.0258720181337775,3,1
"525","sp31","sp45",3,NA,0.000519030694466425,0.000786723916243278,2,1
"526","sp31","sp45",6,NA,0.0320737867122908,0.0106750642392612,2,1
"527","sp31","sp47",3,-0.033492686256014,-0.0124828599301334,-0.0436840590455313,3,1
"528","sp31","sp47",4,-0.0374832673420887,-0.017672609207513,-0.0386778237957034,3,1
"529","sp31","sp47",5,-0.0157903646477942,-0.0121859978974804,-0.0186838491128234,3,1
"530","sp31","sp47",6,-0.00724757706521129,-0.0158560695753929,-0.000558786159684965,3,1
"531","sp31","sp47",7,-0.0119592874928508,-0.021390801538997,-0.0131210137537964,3,1
"532","sp31","sp47",9,-0.114643798428221,-0.139512045217322,-0.127719377143969,3,1
"533","sp32","sp37",2,NA,0.0201563063357905,NA,0,1
"534","sp32","sp47",8,-0.00744098333873766,-0.00702183844352905,NA,1,1
"535","sp34","sp40",2,-0.103163121922634,-0.0791611795984569,-0.0627744517729775,3,1
"536","sp34","sp40",4,-0.0778883514715368,-0.0390627550451938,-0.0489039703987261,3,1
"537","sp34","sp40",6,-0.0688416441284403,-0.0655590754148566,-0.0447753686970728,3,1
"538","sp34","sp40",9,-0.0265688080125073,-0.00897406875461004,NA,1,1
"539","sp34","sp43",4,0.000309578229485376,NA,NA,0,1
"540","sp34","sp49",4,NA,-0.000280427021933969,-0.00020746107167972,2,1
"541","sp34","sp49",6,NA,-0.000351839827792188,NA,0,1
"542","sp35","sp46",7,NA,NA,-0.000347697414028564,0,1
"543","sp35","sp47",3,-0.00133942387182709,-0.00055221105725148,-0.00140195660839847,3,1
"544","sp35","sp47",5,-0.00067558549474523,-0.000519883278138506,-0.000479052565512317,3,1
"545","sp37","sp38",3,NA,0.0227441164950273,NA,0,1
"546","sp38","sp39",4,0.0316552374700163,0.0284499049545361,0.0333244536242781,3,1
"547","sp39","sp49",1,0.0428829461754714,0.0113261823646,0.0206201653182923,3,1
"548","sp40","sp43",4,-0.00558843620401667,NA,-0.00198077548807435,0,1
"549","sp40","sp44",4,NA,NA,0.000385211651176942,0,1
"550","sp41","sp49",7,NA,NA,0.0271940300047429,0,1
"551","sp44","sp45",6,NA,-0.00109703986500731,NA,0,1
"552","sp44","sp46",2,0.0405661058031083,0.0279077344155351,0.0287767162987547,3,1
"553","sp44","sp47",6,NA,0.00054233510319721,NA,0,1
"554","sp45","sp47",3,NA,NA,-0.000411402234826624,0,1
"555","sp45","sp47",6,NA,-0.000365008609025573,NA,0,1
"556","sp46","sp47",1,0.0291701833423761,NA,NA,0,1
"557","sp1","sp19",6,NA,-0.000643836398329579,NA,0,8
"558","sp1","sp22",7,-0.00724984920999411,NA,NA,0,8
"559","sp1","sp34",6,0.0236248226942653,0.0370895149514254,NA,1,8
"560","sp1","sp40",6,-0.0147968762750032,-0.0256395180185498,NA,1,8
"561","sp2","sp11",4,0.0645927514429522,0.0675315428222813,0.0546459115119786,3,8
"562","sp2","sp11",7,0.0298352292935533,0.00859464291440409,0.0226540622573095,3,8
"563","sp2","sp30",4,NA,NA,-0.000426614604752864,0,8
"564","sp3","sp24",2,0.079905085946443,0.0609413877709756,NA,1,8
"565","sp3","sp24",6,0.0295053552416385,0.000942834000622071,NA,1,8
"566","sp3","sp24",10,0.0349993305363419,0.0257080684589641,NA,1,8
"567","sp3","sp35",7,-0.0503648411920609,-0.0514766007007585,NA,1,8
"568","sp3","sp42",2,-0.0359906658067964,-0.0465067783938056,NA,1,8
"569","sp3","sp46",7,NA,NA,0.0060213221625206,0,8
"570","sp3","sp49",5,NA,-0.0018281640716179,NA,0,8
"571","sp4","sp26",7,0.0836957857096999,0.0824878413437733,NA,1,8
"572","sp4","sp26",9,NA,0.0076984326366637,NA,0,8
"573","sp4","sp36",1,0.00078596542553877,NA,NA,0,8
"574","sp5","sp28",2,NA,-0.000238323536903378,NA,0,8
"575","sp5","sp30",2,-0.0152285805791142,-0.00869165792218014,NA,1,8
"576","sp5","sp30",4,-0.0303328026229763,-0.019102767064433,NA,1,8
"577","sp6","sp12",3,NA,0.0498177546660803,NA,0,8
"578","sp6","sp15",7,-0.00112321570818568,NA,NA,0,8
"579","sp6","sp18",3,-0.0247306680085379,-0.0248094701247613,NA,1,8
"580","sp6","sp18",6,-0.0440151486132697,-0.0667343804783059,NA,1,8
"581","sp6","sp18",8,-0.0386404781433074,-0.0228980227139702,NA,1,8
"582","sp6","sp18",9,NA,-0.00534717566616388,NA,0,8
"583","sp6","sp18",10,-0.0735223261297739,-0.0474889773676084,-0.011764873442324,3,8
"584","sp6","sp31",5,0.000227928379644761,NA,NA,0,8
"585","sp6","sp33",6,NA,-0.00157527753859357,NA,0,8
"586","sp6","sp36",8,NA,-0.00798934507872462,NA,0,8
"587","sp6","sp47",5,-0.0202517636450758,-0.00325688129365097,NA,1,8
"588","sp6","sp47",7,-0.0166375743370258,NA,NA,0,8
"589","sp6","sp50",3,0.100212966142787,0.0800888389116674,0.0648032333537806,3,8
"590","sp6","sp50",4,0.0680819670053677,0.0488249944674926,0.0196755269511195,3,8
"591","sp6","sp50",6,0.0364369864753472,0.0512765884437352,0.0108126369704659,3,8
"592","sp6","sp50",8,0.0304346988229863,0.00807951976912632,NA,1,8
"593","sp6","sp50",10,0.0103884572754512,0.00672970748369572,NA,1,8
"594","sp8","sp13",3,-0.0240009165519707,-0.0321792375414714,NA,1,8
"595","sp8","sp21",4,NA,NA,-0.0393282000073133,0,8
"596","sp8","sp22",4,NA,NA,-0.00224183795258698,0,8
"597","sp8","sp23",4,NA,NA,-0.001611997747149,0,8
"598","sp8","sp24",4,NA,NA,-0.000261816384355001,0,8
"599","sp8","sp25",4,NA,NA,-0.000210252681948894,0,8
"600","sp8","sp26",4,NA,NA,-0.00115419872266478,0,8
"601","sp8","sp28",4,NA,NA,-0.00171632423476592,0,8
"602","sp8","sp30",4,NA,NA,-0.000521348609324527,0,8
"603","sp8","sp47",2,-0.0263354388412289,-0.049175040952692,NA,1,8
"604","sp8","sp47",10,-0.00584457089573232,-0.0173402474449444,NA,1,8
"605","sp9","sp41",1,-0.0199396400389928,-0.00760605500676653,NA,1,8
"606","sp10","sp11",3,NA,-0.00191764734336153,NA,0,8
"607","sp10","sp11",9,-0.0569856882200587,-0.0707037523705647,NA,1,8
"608","sp10","sp31",1,-0.00827942064913412,-0.013349343481223,NA,1,8
"609","sp11","sp21",5,NA,NA,-0.000536275993194572,0,8
"610","sp11","sp22",4,NA,NA,-0.00114201952218374,0,8
"611","sp11","sp22",5,NA,NA,-0.000777397049002322,0,8
"612","sp11","sp23",5,NA,NA,-0.00369954712225689,0,8
"613","sp11","sp24",4,NA,NA,-0.000634459248922599,0,8
"614","sp11","sp24",5,NA,NA,-0.00320467609289846,0,8
"615","sp11","sp25",4,NA,NA,-0.000485762269650913,0,8
"616","sp11","sp25",5,NA,NA,-0.0019347753534821,0,8
"617","sp11","sp26",5,NA,NA,-0.00387620641057943,0,8
"618","sp11","sp27",5,NA,NA,-0.0016384527788745,0,8
"619","sp11","sp28",4,NA,NA,-0.00216866581304595,0,8
"620","sp11","sp28",5,NA,NA,-0.00117209289323808,0,8
"621","sp11","sp29",5,NA,NA,-0.0751898092702185,0,8
"622","sp11","sp30",4,NA,NA,-0.0112725650453279,0,8
"623","sp11","sp30",5,NA,NA,-0.00516256178182976,0,8
"624","sp12","sp18",3,NA,-0.000886754199396387,NA,0,8
"625","sp12","sp20",1,NA,0.00379172228451585,NA,0,8
"626","sp12","sp21",1,NA,NA,-0.0496812983442126,0,8
"627","sp12","sp22",1,NA,NA,-0.00328392026569896,0,8
"628","sp12","sp23",1,NA,NA,-0.00808046481467793,0,8
"629","sp12","sp24",1,NA,NA,-0.01799356153342,0,8
"630","sp12","sp25",1,NA,NA,-0.00689421604913584,0,8
"631","sp12","sp26",1,NA,NA,-0.00125284741949351,0,8
"632","sp12","sp27",1,NA,NA,-0.00170074052951822,0,8
"633","sp12","sp28",1,NA,NA,-0.000602997387553712,0,8
"634","sp12","sp29",1,NA,NA,-0.000814133692025349,0,8
"635","sp12","sp30",1,NA,NA,-0.0166635641594509,0,8
"636","sp12","sp38",1,NA,NA,0.000245895483149963,0,8
"637","sp12","sp40",1,NA,NA,0.00240371578716796,0,8
"638","sp12","sp46",1,NA,NA,0.000762784647348953,0,8
"639","sp12","sp50",3,NA,0.00286258085612319,NA,0,8
"640","sp13","sp15",4,0.105721434941512,0.117230573679769,0.0938715763643278,3,8
"641","sp13","sp15",5,0.0086164175398165,0.0367230607644284,0.00675260165698361,3,8
"642","sp13","sp15",7,NA,NA,0.0135835964323201,0,8
"643","sp13","sp15",10,0.0916257985736653,0.0924115110323694,0.0800692865463571,3,8
"644","sp13","sp29",2,0.096174733929043,0.0392086660348167,NA,1,8
"645","sp13","sp29",3,NA,0.00502642041813794,NA,0,8
"646","sp13","sp29",5,0.0299355721935904,0.0372367688907166,NA,1,8
"647","sp13","sp29",6,0.0924892138369409,0.10240696458598,NA,1,8
"648","sp13","sp29",9,0.0421543848427512,0.0235579140107184,NA,1,8
"649","sp13","sp31",5,-0.000227190304954453,-0.00102543068519816,NA,1,8
"650","sp13","sp31",7,NA,NA,-0.00133978687440502,0,8
"651","sp13","sp40",5,0.00683520139853572,0.0136652464785773,0.0433963527760799,3,8
"652","sp13","sp47",7,NA,NA,0.000740541967004784,0,8
"653","sp14","sp17",8,-0.000212559414426312,NA,NA,0,8
"654","sp14","sp32",2,-0.0184561465728723,NA,NA,0,8
"655","sp14","sp32",8,-0.0330827865291864,-0.0481084287163092,NA,1,8
"656","sp14","sp47",8,NA,0.000242647117726351,NA,0,8
"657","sp15","sp24",3,NA,-0.00460656030343337,NA,0,8
"658","sp15","sp29",5,NA,0.000975785450807374,NA,0,8
"659","sp15","sp31",2,-0.0134763447256217,NA,NA,0,8
"660","sp15","sp31",3,-0.0742882600760192,-0.0616225929808529,-0.0335053567754345,3,8
"661","sp15","sp31",4,NA,-0.00207000470393064,NA,0,8
"662","sp15","sp31",5,-0.0369930095648249,-0.0391312715378131,-0.00754611589488714,3,8
"663","sp15","sp31",7,-0.177146324815533,-0.178347239985883,-0.141211295328149,3,8
"664","sp15","sp31",8,-0.0100165366805464,-0.0142251496431837,NA,1,8
"665","sp15","sp31",9,-0.0415064336765147,-0.0392594779603861,NA,1,8
"666","sp15","sp35",3,-0.00297090141357212,-0.00272603212813354,NA,1,8
"667","sp15","sp35",5,-0.00158273359902796,-0.00166943190832263,NA,1,8
"668","sp15","sp40",5,NA,0.000358096287425645,0.000204581416377562,2,8
"669","sp15","sp45",3,NA,-0.0117395502115155,NA,0,8
"670","sp15","sp47",3,0.0311425618300427,0.0115435679477003,0.030822451490074,3,8
"671","sp15","sp47",5,0.000416346787176922,0.00354551806734708,NA,1,8
"672","sp15","sp47",7,0.0941985804685318,0.110283745394128,0.0780518845223353,3,8
"673","sp15","sp47",9,0.00340992258298582,0.00391932597454471,NA,1,8
"674","sp16","sp48",7,NA,0.00638087148474781,NA,0,8
"675","sp17","sp23",10,NA,NA,-0.000203132592506168,0,8
"676","sp17","sp26",10,NA,NA,-0.000303009283377908,0,8
"677","sp17","sp32",4,0.00442808555288648,NA,NA,0,8
"678","sp17","sp32",8,0.00898491466246469,0.00361604871314536,NA,1,8
"679","sp17","sp32",10,0.0232114071023172,0.0200443189460046,0.0263760512717308,3,8
"680","sp18","sp20",7,NA,-0.00973680682087957,NA,0,8
"681","sp18","sp25",2,NA,-0.018475681047039,NA,0,8
"682","sp18","sp33",6,NA,0.0328889583901627,NA,0,8
"683","sp18","sp50",2,-0.0138031613017947,-0.0198306185565017,NA,1,8
"684","sp18","sp50",3,-0.023320061903792,-0.0181144669682718,NA,1,8
"685","sp18","sp50",6,-0.00114601990908758,-0.002455987114973,NA,1,8
"686","sp18","sp50",8,-0.00446719743658768,-0.012165451225271,NA,1,8
"687","sp18","sp50",10,-0.000547238410133011,-0.000228423455510598,NA,1,8
"688","sp19","sp34",4,NA,-0.028696147295574,NA,0,8
"689","sp19","sp34",6,-0.0114977689462295,-0.0241861667956018,NA,1,8
"690","sp19","sp34",10,-0.0220089404501919,NA,NA,0,8
"691","sp19","sp40",4,NA,0.000798172499281068,NA,0,8
"692","sp19","sp40",6,0.000565603840118912,0.00113803912153005,NA,1,8
"693","sp19","sp49",2,0.0833695755366753,0.0686618827413985,NA,1,8
