"","Time","L_Edge_weight","O_Edge_weight","Cov_Edge_weight","Recovery","CovariateStrength"
"412",9,-0.0569856882200587,-0.0707037523705647,-0.053809427159073,3,1
"413",1,-0.00827942064913412,-0.013349343481223,-0.0323856974452014,3,1
"414",3,NA,NA,-0.00560399284288276,0,1
"415",3,NA,-0.000886754199396387,NA,0,1
"416",1,NA,0.00379172228451585,NA,0,1
"417",3,NA,0.00286258085612319,0.000223712170742725,2,1
"418",4,0.105721434941512,0.117230573679769,0.114927258541581,3,1
"419",5,0.0086164175398165,0.0367230607644284,0.00655208825334395,3,1
"420",7,NA,NA,0.011432805267462,0,1
"421",10,0.0916257985736653,0.0924115110323694,0.0918319051924864,3,1
"422",2,0.096174733929043,0.0392086660348167,0.0910253736198165,3,1
"423",3,NA,0.00502642041813794,NA,0,1
"424",5,0.0299355721935904,0.0372367688907166,0.00938766996760437,3,1
"425",6,0.0924892138369409,0.10240696458598,0.0918462824401908,3,1
"426",9,0.0421543848427512,0.0235579140107184,0.024367077683321,3,1
"427",4,NA,NA,-0.00122075244511475,0,1
"428",5,-0.000227190304954453,-0.00102543068519816,NA,1,1
"429",7,NA,NA,-0.00155254502657273,0,1
"430",10,NA,NA,-0.000273952299492125,0,1
"431",5,0.00683520139853572,0.0136652464785773,0.0313648215246954,3,1
"432",7,NA,NA,0.00079344974664809,0,1
"433",8,-0.000212559414426312,NA,NA,0,1
"434",2,-0.0184561465728723,NA,NA,0,1
"435",8,-0.0330827865291864,-0.0481084287163092,-0.0341714689633591,3,1
"436",8,NA,0.000242647117726351,NA,0,1
"437",3,NA,-0.00460656030343337,NA,0,1
"438",5,NA,0.000975785450807374,NA,0,1
"439",2,-0.0134763447256217,NA,-0.0240524315095653,0,1
"440",3,-0.0742882600760192,-0.0616225929808529,-0.0897297041366583,3,1
"441",4,NA,-0.00207000470393064,-0.0148330421110075,2,1
"442",5,-0.0369930095648249,-0.0391312715378131,-0.0391478634572146,3,1
"443",7,-0.177146324815533,-0.178347239985883,-0.189060486555776,3,1
"444",8,-0.0100165366805464,-0.0142251496431837,-0.0249380369113198,3,1
"445",9,-0.0415064336765147,-0.0392594779603861,-0.0552683089523016,3,1
"446",10,NA,NA,-0.0041663136765101,0,1
"447",3,-0.00297090141357212,-0.00272603212813354,-0.00287970381948506,3,1
"448",5,-0.00158273359902796,-0.00166943190832263,-0.00100374844124774,3,1
"449",5,NA,0.000358096287425645,NA,0,1
"450",3,NA,-0.0117395502115155,-0.0121810946160215,2,1
"451",3,0.0311425618300427,0.0115435679477003,0.0469224337152829,3,1
"452",4,NA,NA,0.000410834196941238,0,1
"453",5,0.000416346787176922,0.00354551806734708,0.000521095153692266,3,1
"454",7,0.0941985804685318,0.110283745394128,0.0966219933021816,3,1
"455",9,0.00340992258298582,0.00391932597454471,0.00504558204743487,3,1
"456",7,NA,0.00638087148474781,NA,0,1
"457",4,0.00442808555288648,NA,0.011485841745599,0,1
"458",8,0.00898491466246469,0.00361604871314536,0.00459107391637164,3,1
"459",10,0.0232114071023172,0.0200443189460046,0.0167274811937474,3,1
"460",7,NA,-0.00973680682087957,-0.00352160225624154,2,1
"461",2,NA,-0.018475681047039,NA,0,1
"462",6,NA,0.0328889583901627,NA,0,1
"463",2,-0.0138031613017947,-0.0198306185565017,-0.0149696965830657,3,1
"464",3,-0.023320061903792,-0.0181144669682718,-0.0327907808857178,3,1
"465",4,NA,NA,-0.000271582616443101,0,1
"466",6,-0.00114601990908758,-0.002455987114973,-0.00160616426099194,3,1
"467",8,-0.00446719743658768,-0.012165451225271,-0.000523147186988939,3,1
"468",10,-0.000547238410133011,-0.000228423455510598,-0.000334501202504631,3,1
"469",4,NA,-0.028696147295574,-0.0195841675189486,2,1
"470",6,-0.0114977689462295,-0.0241861667956018,-0.0112913128438977,3,1
"471",10,-0.0220089404501919,NA,-0.0135685108260113,0,1
"472",4,NA,0.000798172499281068,0.000685841185101861,2,1
"473",6,0.000565603840118912,0.00113803912153005,0.000361987600539102,3,1
"474",2,0.0833695755366753,0.0686618827413985,0.0456588905245404,3,1
"475",4,0.0108487958707096,0.0137241662369056,0.0147930312858161,3,1
"476",6,NA,0.0202684541925565,0.00465696725409065,2,1
"477",10,NA,NA,0.016900925059718,0,1
"478",2,0.00807108295932735,NA,NA,0,1
"479",4,-0.0401876154375289,-0.0378676102396736,-0.041141312502957,3,1
"480",8,-0.00256619036231387,-0.00100671736000564,NA,1,1
"481",9,-0.044422683275308,-0.0245931248848643,-0.0230501940909748,3,1
"482",10,-0.0510095914167957,-0.0317411363278493,-0.0320718637062975,3,1
"483",1,-0.0544236141642133,-0.0222658094990013,-0.063850160972235,3,1
"484",2,NA,0.00245844765676689,NA,0,1
"485",3,0.00214722642745363,0.0370625854573332,NA,1,1
"486",4,NA,0.00888349472227395,NA,0,1
"487",6,0.0120033260325698,0.0245073727899805,0.00887857994138808,3,1
"488",10,NA,0.0084084896602668,NA,0,1
"489",2,NA,0.011635678740559,NA,0,1
"490",2,NA,0.000233744553673169,NA,0,1
"491",5,-0.0476516611066395,-0.0405011873223837,-0.0281211796377333,3,1
"492",2,NA,0.00386256735191121,NA,0,1
"493",5,NA,-0.000237675031107564,NA,0,1
"494",5,NA,0.0273324764625756,NA,0,1
"495",2,NA,NA,0.0159779622472108,0,1
"496",3,NA,NA,0.0082750085975703,0,1
"497",4,NA,0.0554344784376601,0.0362739978480948,2,1
"498",7,0.0287244429856903,0.00893396236962374,0.0828772939611819,3,1
"499",8,0.023450864119596,0.0395125323225112,0.0588478188028924,3,1
"500",3,NA,0.000203665911411765,NA,0,1
"501",2,-0.00205976360827077,-0.00204011097988834,-0.0133134436659559,3,1
"502",4,NA,-0.0511982636917842,-0.0048415461104454,2,1
"503",6,NA,-0.0148538505064537,NA,0,1
"504",4,NA,-0.00202090312614394,NA,0,1
"505",2,NA,0.000263731445019215,NA,0,1
"506",1,-0.000532540562478858,NA,NA,0,1
"507",1,-0.00240680335257409,-0.000546922683570746,-0.000995706208120366,3,1
"508",1,-0.07751679453417,-0.0665679304286534,-0.0665672301777617,3,1
"509",2,NA,0.0380924681330873,0.01940139518209,2,1
"510",3,0.114966914905869,0.033994694192405,0.124614678003633,3,1
"511",4,NA,0.00913386957565619,0.0185156240095164,2,1
"512",5,NA,NA,0.00105851544982843,0,1
"513",7,NA,NA,0.0137825315329712,0,1
"514",9,NA,NA,0.00338602855410663,0,1
"515",2,0.000363152710523342,NA,NA,0,1
"516",2,0.0124989316773656,NA,NA,0,1
"517",10,0.0390938643817245,NA,0.00437831377176029,0,1
"518",5,NA,0.000363105591362053,0.000209769938889227,2,1
"519",1,NA,-0.0277343334791131,NA,0,1
"520",1,0.000294605942031948,NA,NA,0,1
"521",1,0.00948848116428452,NA,NA,0,1
"522",3,0.0558516836714548,0.0616579932316475,0.044587362818164,3,1
"523",5,0.0600267407812305,0.0597862442545614,0.03598936641537,3,1
"524",6,-0.0275265918454194,-0.0476556990613797,-0.0258720181337775,3,1
"525",3,NA,0.000519030694466425,0.000786723916243278,2,1
"526",6,NA,0.0320737867122908,0.0106750642392612,2,1
"527",3,-0.033492686256014,-0.0124828599301334,-0.0436840590455313,3,1
"528",4,-0.0374832673420887,-0.017672609207513,-0.0386778237957034,3,1
"529",5,-0.0157903646477942,-0.0121859978974804,-0.0186838491128234,3,1
"530",6,-0.00724757706521129,-0.0158560695753929,-0.000558786159684965,3,1
"531",7,-0.0119592874928508,-0.021390801538997,-0.0131210137537964,3,1
"532",9,-0.114643798428221,-0.139512045217322,-0.127719377143969,3,1
"533",2,NA,0.0201563063357905,NA,0,1
"534",8,-0.00744098333873766,-0.00702183844352905,NA,1,1
"535",2,-0.103163121922634,-0.0791611795984569,-0.0627744517729775,3,1
"536",4,-0.0778883514715368,-0.0390627550451938,-0.0489039703987261,3,1
"537",6,-0.0688416441284403,-0.0655590754148566,-0.0447753686970728,3,1
"538",9,-0.0265688080125073,-0.00897406875461004,NA,1,1
"539",4,0.000309578229485376,NA,NA,0,1
"540",4,NA,-0.000280427021933969,-0.00020746107167972,2,1
"541",6,NA,-0.000351839827792188,NA,0,1
"542",7,NA,NA,-0.000347697414028564,0,1
"543",3,-0.00133942387182709,-0.00055221105725148,-0.00140195660839847,3,1
"544",5,-0.00067558549474523,-0.000519883278138506,-0.000479052565512317,3,1
"545",3,NA,0.0227441164950273,NA,0,1
"546",4,0.0316552374700163,0.0284499049545361,0.0333244536242781,3,1
"547",1,0.0428829461754714,0.0113261823646,0.0206201653182923,3,1
"548",4,-0.00558843620401667,NA,-0.00198077548807435,0,1
"549",4,NA,NA,0.000385211651176942,0,1
"550",7,NA,NA,0.0271940300047429,0,1
"551",6,NA,-0.00109703986500731,NA,0,1
"552",2,0.0405661058031083,0.0279077344155351,0.0287767162987547,3,1
"553",6,NA,0.00054233510319721,NA,0,1
"554",3,NA,NA,-0.000411402234826624,0,1
"555",6,NA,-0.000365008609025573,NA,0,1
"556",1,0.0291701833423761,NA,NA,0,1
"557",6,NA,-0.000643836398329579,NA,0,8
"558",7,-0.00724984920999411,NA,NA,0,8
"559",6,0.0236248226942653,0.0370895149514254,NA,1,8
"560",6,-0.0147968762750032,-0.0256395180185498,NA,1,8
"561",4,0.0645927514429522,0.0675315428222813,0.0546459115119786,3,8
"562",7,0.0298352292935533,0.00859464291440409,0.0226540622573095,3,8
"563",4,NA,NA,-0.000426614604752864,0,8
"564",2,0.079905085946443,0.0609413877709756,NA,1,8
"565",6,0.0295053552416385,0.000942834000622071,NA,1,8
"566",10,0.0349993305363419,0.0257080684589641,NA,1,8
"567",7,-0.0503648411920609,-0.0514766007007585,NA,1,8
"568",2,-0.0359906658067964,-0.0465067783938056,NA,1,8
"569",7,NA,NA,0.0060213221625206,0,8
"570",5,NA,-0.0018281640716179,NA,0,8
"571",7,0.0836957857096999,0.0824878413437733,NA,1,8
"572",9,NA,0.0076984326366637,NA,0,8
"573",1,0.00078596542553877,NA,NA,0,8
"574",2,NA,-0.000238323536903378,NA,0,8
"575",2,-0.0152285805791142,-0.00869165792218014,NA,1,8
"576",4,-0.0303328026229763,-0.019102767064433,NA,1,8
"577",3,NA,0.0498177546660803,NA,0,8
"578",7,-0.00112321570818568,NA,NA,0,8
"579",3,-0.0247306680085379,-0.0248094701247613,NA,1,8
"580",6,-0.0440151486132697,-0.0667343804783059,NA,1,8
"581",8,-0.0386404781433074,-0.0228980227139702,NA,1,8
"582",9,NA,-0.00534717566616388,NA,0,8
"583",10,-0.0735223261297739,-0.0474889773676084,-0.011764873442324,3,8
"584",5,0.000227928379644761,NA,NA,0,8
"585",6,NA,-0.00157527753859357,NA,0,8
"586",8,NA,-0.00798934507872462,NA,0,8
"587",5,-0.0202517636450758,-0.00325688129365097,NA,1,8
"588",7,-0.0166375743370258,NA,NA,0,8
"589",3,0.100212966142787,0.0800888389116674,0.0648032333537806,3,8
"590",4,0.0680819670053677,0.0488249944674926,0.0196755269511195,3,8
"591",6,0.0364369864753472,0.0512765884437352,0.0108126369704659,3,8
"592",8,0.0304346988229863,0.00807951976912632,NA,1,8
"593",10,0.0103884572754512,0.00672970748369572,NA,1,8
"594",3,-0.0240009165519707,-0.0321792375414714,NA,1,8
"595",4,NA,NA,-0.0393282000073133,0,8
"596",4,NA,NA,-0.00224183795258698,0,8
"597",4,NA,NA,-0.001611997747149,0,8
"598",4,NA,NA,-0.000261816384355001,0,8
"599",4,NA,NA,-0.000210252681948894,0,8
"600",4,NA,NA,-0.00115419872266478,0,8
"601",4,NA,NA,-0.00171632423476592,0,8
"602",4,NA,NA,-0.000521348609324527,0,8
"603",2,-0.0263354388412289,-0.049175040952692,NA,1,8
"604",10,-0.00584457089573232,-0.0173402474449444,NA,1,8
"605",1,-0.0199396400389928,-0.00760605500676653,NA,1,8
"606",3,NA,-0.00191764734336153,NA,0,8
"607",9,-0.0569856882200587,-0.0707037523705647,NA,1,8
"608",1,-0.00827942064913412,-0.013349343481223,NA,1,8
"609",5,NA,NA,-0.000536275993194572,0,8
"610",4,NA,NA,-0.00114201952218374,0,8
"611",5,NA,NA,-0.000777397049002322,0,8
"612",5,NA,NA,-0.00369954712225689,0,8
"613",4,NA,NA,-0.000634459248922599,0,8
"614",5,NA,NA,-0.00320467609289846,0,8
"615",4,NA,NA,-0.000485762269650913,0,8
"616",5,NA,NA,-0.0019347753534821,0,8
"617",5,NA,NA,-0.00387620641057943,0,8
"618",5,NA,NA,-0.0016384527788745,0,8
"619",4,NA,NA,-0.00216866581304595,0,8
"620",5,NA,NA,-0.00117209289323808,0,8
"621",5,NA,NA,-0.0751898092702185,0,8
"622",4,NA,NA,-0.0112725650453279,0,8
"623",5,NA,NA,-0.00516256178182976,0,8
"624",3,NA,-0.000886754199396387,NA,0,8
"625",1,NA,0.00379172228451585,NA,0,8
"626",1,NA,NA,-0.0496812983442126,0,8
"627",1,NA,NA,-0.00328392026569896,0,8
"628",1,NA,NA,-0.00808046481467793,0,8
"629",1,NA,NA,-0.01799356153342,0,8
"630",1,NA,NA,-0.00689421604913584,0,8
"631",1,NA,NA,-0.00125284741949351,0,8
"632",1,NA,NA,-0.00170074052951822,0,8
"633",1,NA,NA,-0.000602997387553712,0,8
"634",1,NA,NA,-0.000814133692025349,0,8
"635",1,NA,NA,-0.0166635641594509,0,8
"636",1,NA,NA,0.000245895483149963,0,8
"637",1,NA,NA,0.00240371578716796,0,8
"638",1,NA,NA,0.000762784647348953,0,8
"639",3,NA,0.00286258085612319,NA,0,8
"640",4,0.105721434941512,0.117230573679769,0.0938715763643278,3,8
"641",5,0.0086164175398165,0.0367230607644284,0.00675260165698361,3,8
"642",7,NA,NA,0.0135835964323201,0,8
"643",10,0.0916257985736653,0.0924115110323694,0.0800692865463571,3,8
"644",2,0.096174733929043,0.0392086660348167,NA,1,8
"645",3,NA,0.00502642041813794,NA,0,8
"646",5,0.0299355721935904,0.0372367688907166,NA,1,8
"647",6,0.0924892138369409,0.10240696458598,NA,1,8
"648",9,0.0421543848427512,0.0235579140107184,NA,1,8
"649",5,-0.000227190304954453,-0.00102543068519816,NA,1,8
"650",7,NA,NA,-0.00133978687440502,0,8
"651",5,0.00683520139853572,0.0136652464785773,0.0433963527760799,3,8
"652",7,NA,NA,0.000740541967004784,0,8
"653",8,-0.000212559414426312,NA,NA,0,8
"654",2,-0.0184561465728723,NA,NA,0,8
"655",8,-0.0330827865291864,-0.0481084287163092,NA,1,8
"656",8,NA,0.000242647117726351,NA,0,8
"657",3,NA,-0.00460656030343337,NA,0,8
"658",5,NA,0.000975785450807374,NA,0,8
"659",2,-0.0134763447256217,NA,NA,0,8
"660",3,-0.0742882600760192,-0.0616225929808529,-0.0335053567754345,3,8
"661",4,NA,-0.00207000470393064,NA,0,8
"662",5,-0.0369930095648249,-0.0391312715378131,-0.00754611589488714,3,8
"663",7,-0.177146324815533,-0.178347239985883,-0.141211295328149,3,8
"664",8,-0.0100165366805464,-0.0142251496431837,NA,1,8
"665",9,-0.0415064336765147,-0.0392594779603861,NA,1,8
"666",3,-0.00297090141357212,-0.00272603212813354,NA,1,8
"667",5,-0.00158273359902796,-0.00166943190832263,NA,1,8
"668",5,NA,0.000358096287425645,0.000204581416377562,2,8
"669",3,NA,-0.0117395502115155,NA,0,8
"670",3,0.0311425618300427,0.0115435679477003,0.030822451490074,3,8
"671",5,0.000416346787176922,0.00354551806734708,NA,1,8
"672",7,0.0941985804685318,0.110283745394128,0.0780518845223353,3,8
"673",9,0.00340992258298582,0.00391932597454471,NA,1,8
"674",7,NA,0.00638087148474781,NA,0,8
"675",10,NA,NA,-0.000203132592506168,0,8
"676",10,NA,NA,-0.000303009283377908,0,8
"677",4,0.00442808555288648,NA,NA,0,8
"678",8,0.00898491466246469,0.00361604871314536,NA,1,8
"679",10,0.0232114071023172,0.0200443189460046,0.0263760512717308,3,8
"680",7,NA,-0.00973680682087957,NA,0,8
"681",2,NA,-0.018475681047039,NA,0,8
"682",6,NA,0.0328889583901627,NA,0,8
"683",2,-0.0138031613017947,-0.0198306185565017,NA,1,8
"684",3,-0.023320061903792,-0.0181144669682718,NA,1,8
"685",6,-0.00114601990908758,-0.002455987114973,NA,1,8
"686",8,-0.00446719743658768,-0.012165451225271,NA,1,8
"687",10,-0.000547238410133011,-0.000228423455510598,NA,1,8
"688",4,NA,-0.028696147295574,NA,0,8
"689",6,-0.0114977689462295,-0.0241861667956018,NA,1,8
"690",10,-0.0220089404501919,NA,NA,0,8
"691",4,NA,0.000798172499281068,NA,0,8
"692",6,0.000565603840118912,0.00113803912153005,NA,1,8
"693",2,0.0833695755366753,0.0686618827413985,NA,1,8
"694",4,0.0108487958707096,0.0137241662369056,NA,1,8
"695",6,NA,0.0202684541925565,NA,0,8
"696",2,0.00807108295932735,NA,NA,0,8
"697",4,-0.0401876154375289,-0.0378676102396736,NA,1,8
"698",8,-0.00256619036231387,-0.00100671736000564,NA,1,8
"699",9,-0.044422683275308,-0.0245931248848643,NA,1,8
"700",10,-0.0510095914167957,-0.0317411363278493,NA,1,8
"701",1,NA,NA,0.0417521719313456,0,8
"702",2,NA,NA,0.00904432607739818,0,8
"703",3,NA,NA,0.00144412761002026,0,8
"704",4,NA,NA,0.0823085705995932,0,8
"705",5,NA,NA,0.00238604315142296,0,8
"706",6,NA,NA,0.0102876898315291,0,8
"707",7,NA,NA,0.0657678838755564,0,8
"708",8,NA,NA,0.0854343366347808,0,8
"709",9,NA,NA,0.0067692937386767,0,8
"710",10,NA,NA,0.0281706992725077,0,8
"711",1,NA,NA,0.194950978511423,0,8
"712",2,NA,NA,0.0398289864599221,0,8
"713",3,NA,NA,0.0131460613316712,0,8
"714",4,NA,NA,0.0591841346175384,0,8
"715",5,NA,NA,0.0313568898192537,0,8
"716",6,NA,NA,0.0422357529940205,0,8
"717",7,NA,NA,0.0532424386778707,0,8
"718",8,NA,NA,0.0666374584727069,0,8
"719",9,NA,NA,0.0414111682226495,0,8
"720",10,NA,NA,0.0604686919884458,0,8
"721",1,NA,NA,0.117348632639669,0,8
"722",2,NA,NA,0.0120085715238344,0,8
"723",3,NA,NA,0.0190179887569657,0,8
"724",4,NA,NA,0.00961259969552453,0,8
"725",5,NA,NA,0.022735530142881,0,8
"726",6,NA,NA,0.0277572051876455,0,8
"727",7,NA,NA,0.00765691884289391,0,8
"728",8,NA,NA,0.0473460687016868,0,8
"729",9,NA,NA,0.0418432935782156,0,8
"730",10,NA,NA,0.013265268285365,0,8
"731",1,NA,NA,0.124959038516614,0,8
"732",2,NA,NA,0.0113095653328441,0,8
"733",3,NA,NA,0.0329218568807386,0,8
"734",4,NA,NA,0.00771941645936179,0,8
"735",5,NA,NA,0.0638108278475006,0,8
"736",6,NA,NA,0.0597961329405886,0,8
"737",7,NA,NA,0.00807767734704905,0,8
"738",8,NA,NA,0.0265381094872023,0,8
"739",9,NA,NA,0.0782748163269112,0,8
"740",10,NA,NA,0.0189368641503902,0,8
"741",1,NA,NA,0.0108198832174613,0,8
"742",2,NA,NA,0.0067050349779899,0,8
"743",3,NA,NA,0.0379314807241474,0,8
"744",4,NA,NA,0.0423761241621672,0,8
"745",5,NA,NA,0.00682257195009068,0,8
"746",6,NA,NA,0.0154853483518791,0,8
"747",7,NA,NA,0.0051548076514624,0,8
"748",8,NA,NA,0.013575966658619,0,8
"749",9,NA,NA,0.0141430453955289,0,8
"750",10,NA,NA,0.00702364148352138,0,8
"751",1,NA,NA,0.0141627444753259,0,8
"752",2,NA,NA,0.034331930169323,0,8
"753",3,NA,NA,0.0403956081782046,0,8
"754",4,NA,NA,0.00679695790248979,0,8
"755",5,NA,NA,0.0621809858406232,0,8
"756",6,NA,NA,0.0191441970952182,0,8
"757",7,NA,NA,0.00489023446353735,0,8
"758",8,NA,NA,0.0321540330737529,0,8
"759",9,NA,NA,0.0374158665149405,0,8
"760",10,NA,NA,0.00939616153954982,0,8
"761",1,NA,NA,0.0105593700929983,0,8
"762",2,NA,NA,0.132475399940201,0,8
"763",3,NA,NA,0.12127005888064,0,8
"764",4,NA,NA,0.0630144573389075,0,8
"765",5,NA,NA,0.116056025043669,0,8
"766",6,NA,NA,0.127121224317698,0,8
"767",7,NA,NA,0.107084858511481,0,8
"768",8,NA,NA,0.121156468091738,0,8
"769",9,NA,NA,0.0625341295134262,0,8
"770",10,NA,NA,0.151183888009774,0,8
"771",1,NA,NA,0.0145156651681701,0,8
"772",2,NA,NA,0.0163240126211305,0,8
"773",3,NA,NA,0.00776815983338705,0,8
"774",4,NA,NA,0.000912343216810337,0,8
"775",5,NA,NA,0.0102161602182775,0,8
"776",6,NA,NA,0.0302269976029517,0,8
"777",7,NA,NA,0.00320563484111182,0,8
"778",8,NA,NA,0.0039608077138144,0,8
"779",9,NA,NA,0.00848915856675441,0,8
"780",10,NA,NA,0.0103902987372112,0,8
"781",1,NA,NA,0.0151855986117075,0,8
"782",2,NA,NA,0.132598507048064,0,8
"783",3,NA,NA,0.0800986464760756,0,8
"784",4,NA,NA,0.0191411986675213,0,8
"785",5,NA,NA,0.0294116739640922,0,8
"786",6,NA,NA,0.0807001194508117,0,8
"787",7,NA,NA,0.0397469514874659,0,8
"788",8,NA,NA,0.022593906416297,0,8
"789",9,NA,NA,0.0476776787128881,0,8
"790",10,NA,NA,0.0464585738349601,0,8
"791",3,NA,NA,-0.00248161482777234,0,8
"792",9,NA,NA,-0.000366362161109652,0,8
"793",10,NA,NA,-0.000544621310142892,0,8
"794",1,NA,NA,-0.000224085920143885,0,8
"795",1,-0.0544236141642133,-0.0222658094990013,-0.0688435855085244,3,8
"796",6,NA,NA,-0.000260821910384723,0,8
"797",2,NA,0.00245844765676689,NA,0,8
"798",3,0.00214722642745363,0.0370625854573332,NA,1,8
"799",4,NA,0.00888349472227395,NA,0,8
"800",6,0.0120033260325698,0.0245073727899805,NA,1,8
"801",10,NA,0.0084084896602668,NA,0,8
"802",1,NA,NA,-0.00497465358365426,0,8
"803",1,NA,NA,-0.000421170407210201,0,8
"804",1,NA,NA,0.142011124046635,0,8
"805",2,NA,NA,0.126073401425936,0,8
"806",3,NA,NA,0.1389928184424,0,8
"807",4,NA,NA,0.0091743908627171,0,8
"808",5,NA,NA,0.10633884615954,0,8
"809",6,NA,NA,0.0464703512199755,0,8
"810",7,NA,NA,0.0710645031345405,0,8
"811",8,NA,NA,0.108263620480479,0,8
"812",9,NA,NA,0.0730880025901927,0,8
"813",10,NA,NA,0.143764685489246,0,8
"814",1,NA,NA,0.165022596884097,0,8
"815",2,NA,NA,0.0111250543749546,0,8
"816",3,NA,NA,0.00802033618487206,0,8
"817",4,NA,NA,0.0228312854350424,0,8
"818",5,NA,NA,0.0101426755222632,0,8
"819",6,NA,NA,0.0165184691316052,0,8
"820",7,NA,NA,0.0141937355212599,0,8
"821",8,NA,NA,0.0159943033888839,0,8
"822",9,NA,NA,0.0135854564825297,0,8
"823",10,NA,NA,0.0104244859816545,0,8
"824",1,NA,NA,0.184239498363157,0,8
"825",2,NA,NA,0.0184078405329174,0,8
"826",3,NA,NA,0.0086936732549866,0,8
"827",4,NA,NA,0.0165295608598999,0,8
"828",5,NA,NA,0.0102705184625616,0,8
"829",6,NA,NA,0.0761436682682167,0,8
"830",7,NA,NA,0.0345667934761544,0,8
"831",8,NA,NA,0.0175453695973427,0,8
"832",9,NA,NA,0.0135642080073869,0,8
"833",10,NA,NA,0.0186914171850666,0,8
"834",1,NA,NA,0.0171027643901394,0,8
"835",2,NA,NA,0.00412389819742279,0,8
"836",3,NA,NA,0.00363522765169126,0,8
"837",4,NA,NA,0.00484744169297402,0,8
"838",5,NA,NA,0.00736814725264503,0,8
"839",6,NA,NA,0.00968291482178511,0,8
"840",7,NA,NA,0.00365153168109464,0,8
"841",8,NA,NA,0.00424136551221692,0,8
"842",9,NA,NA,0.00747441281985957,0,8
"843",10,NA,NA,0.00275276323978753,0,8
"844",1,NA,NA,0.113032736317311,0,8
"845",2,NA,NA,0.0203711380128419,0,8
"846",3,NA,NA,0.0180773421880176,0,8
"847",4,NA,NA,0.00104895800010141,0,8
"848",5,NA,NA,0.0119344458345261,0,8
"849",6,NA,NA,0.0113414930401495,0,8
"850",7,NA,NA,0.0206840141621416,0,8
"851",8,NA,NA,0.0280421608137228,0,8
"852",9,NA,NA,0.0081711388917121,0,8
"853",10,NA,NA,0.0972501562240317,0,8
"854",1,NA,NA,0.0160606245951843,0,8
"855",2,NA,NA,0.0171411987590962,0,8
"856",3,NA,NA,0.00778496269220047,0,8
"857",4,NA,NA,0.146263637078017,0,8
"858",5,NA,NA,0.00119570215318099,0,8
"859",6,NA,NA,0.0824192857617264,0,8
"860",7,NA,NA,0.0982042468422226,0,8
"861",8,NA,NA,0.0231235958315801,0,8
"862",9,NA,NA,0.0790297926808599,0,8
"863",10,NA,NA,0.0124983255929636,0,8
"864",1,NA,NA,0.0250666524974848,0,8
"865",2,NA,NA,0.0335229909122311,0,8
"866",3,NA,NA,0.0326897555647244,0,8
"867",4,NA,NA,0.00108519030806044,0,8
"868",5,NA,NA,0.0148095669316428,0,8
"869",6,NA,NA,0.00948952170853689,0,8
"870",7,NA,NA,0.00162157964028988,0,8
"871",8,NA,NA,0.00115224152338454,0,8
"872",9,NA,NA,0.00655394771919904,0,8
"873",10,NA,NA,0.0029160895878349,0,8
"874",1,NA,NA,0.0230117095448897,0,8
"875",2,NA,NA,0.060133315565774,0,8
"876",3,NA,NA,0.00471793645471946,0,8
"877",4,NA,NA,0.14628354495716,0,8
"878",5,NA,NA,0.002512276907115,0,8
"879",6,NA,NA,0.0146465107264074,0,8
"880",7,NA,NA,0.0187890365844135,0,8
"881",8,NA,NA,0.0158144404681532,0,8
"882",9,NA,NA,0.0696957135986173,0,8
"883",10,NA,NA,0.052811554161388,0,8
"884",9,NA,NA,-0.000482631277129477,0,8
"885",10,NA,NA,-0.00113488041378149,0,8
"886",1,NA,NA,-0.000339571737624811,0,8
"887",1,NA,NA,-0.00202008317344261,0,8
"888",2,NA,0.011635678740559,NA,0,8
"889",1,NA,NA,-0.00699565248019682,0,8
"890",2,NA,0.000233744553673169,NA,0,8
"891",5,-0.0476516611066395,-0.0405011873223837,NA,1,8
"892",1,NA,NA,-0.00336135723307335,0,8
"893",1,NA,NA,0.0859483726728975,0,8
"894",2,NA,NA,0.105586707151421,0,8
"895",3,NA,NA,0.0803550138532048,0,8
"896",4,NA,NA,0.0392142080862677,0,8
"897",5,NA,NA,0.131694677323297,0,8
"898",6,NA,NA,0.0730822169483609,0,8
"899",7,NA,NA,0.164901563874321,0,8
"900",8,NA,NA,0.171628832927489,0,8
"901",9,NA,NA,0.184046093327203,0,8
"902",10,NA,NA,0.0608586918214202,0,8
"903",1,NA,NA,0.129633094545159,0,8
"904",2,NA,NA,0.171236179468741,0,8
"905",3,NA,NA,0.0890625173866599,0,8
"906",4,NA,NA,0.0512879231696145,0,8
"907",5,NA,NA,0.135618245026245,0,8
"908",6,NA,NA,0.15896435298364,0,8
"909",7,NA,NA,0.168783172486235,0,8
"910",8,NA,NA,0.215550524664988,0,8
"911",9,NA,NA,0.214225395103302,0,8
"912",10,NA,NA,0.172997753272107,0,8
"913",1,NA,NA,0.0104011840632052,0,8
"914",2,NA,NA,0.00247494098625587,0,8
"915",3,NA,NA,0.0262153870408026,0,8
"916",4,NA,NA,0.00240660222810583,0,8
"917",5,NA,NA,0.0929949867485024,0,8
"918",6,NA,NA,0.0209965502690782,0,8
"919",7,NA,NA,0.00664906890229348,0,8
"920",8,NA,NA,0.0289530760368185,0,8
"921",9,NA,NA,0.0105811498402338,0,8
"922",10,NA,NA,0.00338700628143449,0,8
"923",1,NA,NA,0.0820341222026316,0,8
"924",2,NA,0.00386256735191121,0.227801253462904,2,8
"925",3,NA,NA,0.185465593071965,0,8
