"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",1,0,0.003871,-0.18747,0,0,0,0,0,0,0,0,0,0.001753,0,0,0,0,0.000222,0,0.071089,0,0,-0.085716,0,0,0,0,0,0,0,0.031719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152693,0.008199,0,0,0,0,-0.44961,0.031,0,0,0,-0.009538,0,-0.076745,0,0,0,0,0,0,0
"2",0,1,0,0,0,0,0,0.362619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51633,0,0,-0.512596,0,0,0,-0.064657,0,-0.353808,0,0,0,0,0,0,0,0,0,0,0.559163,0,0,0,0,0,0.197462,0,0,0,0,0,0,0,0,0,0,0,0,0.178461,0.216255,0,-0.1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.306699
"3",0.003871,0,1,-0.209401,0,0,0,0,0,0,0,0,0,0.452992,0,0,0,0,0.000248,0,-0.105669,0,0,-0.095743,0,0,0,0,0,0,0,0.035429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22697,0.472081,0,0,0,0,-0.008609,0.034626,0,0,0,-0.010654,0,-0.085723,0,0,0,0,0,0,0
"4",-0.18747,0,-0.209401,1,0,0,0,0,0,0,0,0,0,-0.094857,0,0,0,0,-0.001185,0,0.032949,0,0,0.457223,0,0,0,0,0,0,0,-0.169193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.070772,-0.44357,0,0,0,0,0.416961,-0.165358,0,0,0,0.050878,0,0.409372,0,0,0,0,0,0,0
"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297391,0,0,0,0,-0.271008,0,0,0,0,0,-0.081217,0,0.184535,0,0,0.607255,0,0,0,0,0,0,0,0,0,0,0.390508,0,-0.371684,0,0,0,0,0,0,0.189651,0,-0.360643,0,0,0,0,-0.138936,0,0,0,0.115343,0,0,0,0,0,0,0,-0.069826,0,0,0,0,0,0,-0.151763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0,0,0,0,0,1,0,0,0,0,-0.608434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.338428,0,0,-0.483305,0.582831,0,0,0,0,0,0,0,-0.335485,0,0,0.140855,0,0,0,0,0,0,-0.565805,0,0,0,0,0,0,0.374953,0,0,-0.385143,0,0,0,0,0,0,0.563858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.413066,0,0,0,0,0.411421,0,0,0,0.687302,0,0
"7",0,0,0,0,0,0,1,0,0,-0.17487,0,0,0,0,0,0,0.578692,0,0,0,0,-0.137554,0,0,0,0,0,0,0,0,-0.613846,0,-0.789575,0,0,0,0,0,0,0,0,-0.606309,0,0,0,0,0,0,0,0,-0.430887,0,0,0.254176,0,0,0,0,0,0,0,-0.321565,0,0,0,0,0,-0.058953,0,0,0.140636,0,0,0,0,0,0,0,0,0,0,-0.748316,-0.668615,0,0,0,0,0,0,0,0,0.787346,0,0,0,0,0.158671,0,0,0
"8",0,0.362619,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187231,0,0,-0.628872,0,0,0,-0.107103,0,-0.382872,0,0,0,0,0,0,0,0,0,0,0.305759,0,0,0,0,0,0.242254,0,0,0,0,0,0,0,0,0,0,0,0,0.418993,0.568252,0,-0.144358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.623563
"9",0,0,0,0,0,0,0,0,1,0,0,0.130704,-0.291086,0,0.373039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2439,0,0,0,0,0,0,0,0,0,0.355839,0,0,0,-0.515097,0,0,0,0,0,0,-0.13684,0,0,0,-0.552323,0,0,0,0.114432,0,0,-0.328158,0,0,0,0,0,0,0,-0.232572,0,0,0,0,0,0,0,0,-0.257264,0,0,0,0.259771,0,-0.242846,0,0,0,0,0,0.130324,0,0,0.253826,0
"10",0,0,0,0,0,0,-0.17487,0,0,1,0,0,0,0,0,0,0.141646,0,0,0,0,0.676418,0,0,0,0,0,0,0,0,0.134332,0,0.147689,0,0,0,0,0,0,0,0,0.164504,0,0,0,0,0,0,0,0,0.458472,0,0,-0.708786,0,0,0,0,0,0,0,0.07037,0,0,0,0,0,0.289902,0,0,-0.030776,0,0,0,0,0,0,0,0,0,0,0.130858,0.314477,0,0,0,0,0,0,0,0,-0.241135,0,0,0,0,-0.605128,0,0,0
"11",0,0,0,0,0,-0.608434,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440661,0,0,0.794343,-0.846308,0,0,0,0,0,0,0,0.632774,0,0,0.150071,0,0,0,0,0,0,0.736725,0,0,0,0,0,0,-0.578538,0,0,0.650828,0,0,0,0,0,0,-0.870011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599798,0,0,0,0,-0.457462,0,0,0,-0.894923,0,0
"12",0,0,0,0,0,0,0,0,0.130704,0,0,1,-0.056549,0,0.048758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.348814,0,0,0,0,0,0,0,0,0,0.120754,0,0,0,-0.221459,0,0,0,0,0,0,-0.265048,0,0,0,-0.1073,0,0,0,0.022231,0,0,-0.368317,0,0,0,0,0,0,0,-0.291078,0,0,0,0,0,0,0,0,-0.049979,0,0,0,0.503152,0,-0.188852,0,0,0,0,0,0.163108,0,0,0.049311,0
"13",0,0,0,0,0,0,0,0,-0.291086,0,0,-0.056549,1,0,-0.108586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125904,0,0,0,0,0,0,0,0,0,-0.321242,0,0,0,0.16415,0,0,0,0,0,0,0.059204,0,0,0,0.52702,0,0,0,-0.393121,0,0,0.125529,0,0,0,0,0,0,0,0.102015,0,0,0,0,0,0,0,0,0.245478,0,0,0,-0.11239,0,0.181514,0,0,0,0,0,-0.057165,0,0,-0.242198,0
"14",0.001753,0,0.452992,-0.094857,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000112,0,-0.047867,0,0,-0.043371,0,0,0,0,0,0,0,0.016049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102815,0.213849,0,0,0,0,-0.0039,0.015685,0,0,0,-0.004826,0,-0.038832,0,0,0,0,0,0,0
"15",0,0,0,0,0,0,0,0,0.373039,0,0,0.048758,-0.108586,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.090984,0,0,0,0,0,0,0,0,0,0.132742,0,0,0,-0.192151,0,0,0,0,0,0,-0.051047,0,0,0,-0.206038,0,0,0,0.042688,0,0,-0.122416,0,0,0,0,0,0,0,-0.086758,0,0,0,0,0,0,0,0,-0.095969,0,0,0,0.096905,0,-0.090591,0,0,0,0,0,0.048616,0,0,0.094687,0
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",0,0,0,0,0,0,0.578692,0,0,0.141646,0,0,0,0,0,0,1,0,0,0,0,0.180562,0,0,0,0,0,0,0,0,-0.343226,0,-0.452644,0,0,0,0,0,0,0,0,-0.324859,0,0,0,0,0,0,0,0,-0.078968,0,0,-0.148356,0,0,0,0,0,0,0,-0.179799,0,0,0,0,0,0.077386,0,0,0.078635,0,0,0,0,0,0,0,0,0,0,-0.433044,-0.246636,0,0,0,0,0,0,0,0,0.409623,0,0,0,0,-0.318181,0,0,0
"18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",0.000222,0,0.000248,-0.001185,0,0,0,0,0,0,0,0,0,0.000112,0,0,0,0,1,0,-3.9e-05,0,0,-0.314978,0,0,0,0,0,0,0,-0.146749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.413831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4e-05,0.000526,0,0,0,0,-0.000494,0.113914,0,0,0,-0.03505,0,0.355067,0,0,0,0,0,0,0
"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",0.071089,0,-0.105669,0.032949,0,0,0,0,0,0,0,0,0,-0.047867,0,0,0,0,-3.9e-05,0,1,0,0,0.015065,0,0,0,0,0,0,0,-0.005575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.465566,-0.223837,0,0,0,0,-0.158112,-0.005448,0,0,0,0.001676,0,0.013488,0,0,0,0,0,0,0
"22",0,0,0,0,0,0,-0.137554,0,0,0.676418,0,0,0,0,0,0,0.180562,0,0,0,0,1,0,0,0,0,0,0,0,0,0.107142,0,0.116699,0,0,0,0,0,0,0,0,0.132598,0,0,0,0,0,0,0,0,0.381588,0,0,-0.593865,0,0,0,0,0,0,0,0.056127,0,0,0,0,0,0.428584,0,0,-0.024547,0,0,0,0,0,0,0,0,0,0,0.102934,0.303618,0,0,0,0,0,0,0,0,-0.195336,0,0,0,0,-0.64039,0,0,0
"23",0,0,0,0,0.297391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.218559,0,0,0,0,0,-0.065499,0,0.148821,0,0,0.48973,0,0,0,0,0,0,0,0,0,0,0.116134,0,-0.299751,0,0,0,0,0,0,0.152947,0,-0.290846,0,0,0,0,-0.112047,0,0,0,0.093021,0,0,0,0,0,0,0,-0.056312,0,0,0,0,0,0,-0.122392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",-0.085716,0,-0.095743,0.457223,0,0,0,0,0,0,0,0,0,-0.043371,0,0,0,0,-0.314978,0,0.015065,0,0,1,0,0,0,0,0,0,0,-0.031153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032358,-0.20281,0,0,0,0,0.190644,-0.361658,0,0,0,0.111276,0,0.075376,0,0,0,0,0,0,0
"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",0,0,0,0,0,-0.338428,0,0,0,0,0.440661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.350036,-0.43697,0,0,0,0,0,0,0,0.244842,0,0,0.06728,0,0,0,0,0,0,0.598136,0,0,0,0,0,0,-0.276581,0,0,0.333403,0,0,0,0,0,0,-0.415925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309691,0,0,0,0,-0.292959,0,0,0,-0.492401,0,0
"27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",0,0,0,0,-0.271008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.218559,0,0,0,0,1,0,0,0,0,0,0.120913,0,-0.27473,0,0,-0.446284,0,0,0,0,0,0,0,0,0,0,-0.105831,0,0.538959,0,0,0,0,0,0,-0.308634,0,0.536913,0,0,0,0,0.458958,0,0,0,-0.267932,0,0,0,0,0,0,0,0.113633,0,0,0,0,0,0,0.22594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",0,0,0,0,0,-0.483305,0,0,0,0,0.794343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350036,0,0,1,-0.672258,0,0,0,0,0,0,0,0.50264,0,0,0.119208,0,0,0,0,0,0,0.585212,0,0,0,0,0,0,-0.459558,0,0,0.516981,0,0,0,0,0,0,-0.691087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476445,0,0,0,0,-0.363382,0,0,0,-0.710876,0,0
"30",0,0,0,0,0,0.582831,0,0,0,0,-0.846308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.43697,0,0,-0.672258,1,0,0,0,0,0,0,0,-0.490428,0,0,-0.23453,0,0,0,0,0,0,-0.730553,0,0,0,0,0,0,0.585523,0,0,-0.783794,0,0,0,0,0,0,0.880515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.708724,0,0,0,0,0.508352,0,0,0,0.887426,0,0
"31",0,0,0,0,0,0,-0.613846,0,0,0.134332,0,0,0,0,0,0,-0.343226,0,0,0,0,0.107142,0,0,0,0,0,0,0,0,1,0,0.70672,0,0,0,0,0,0,0,0,0.664037,0,0,0,0,0,0,0,0,0.321864,0,0,-0.194026,0,0,0,0,0,0,0,0.523852,0,0,0,0,0,0.045919,0,0,-0.229107,0,0,0,0,0,0,0,0,0,0,0.459351,0.420191,0,0,0,0,0,0,0,0,-0.582468,0,0,0,0,-0.125937,0,0,0
"32",0.031719,0,0.035429,-0.169193,0,0,0,0,0,0,0,0,0,0.016049,0,0,0,0,-0.146749,0,-0.005575,0,0,-0.031153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011974,0.075049,0,0,0,0,-0.070547,0.011267,0,0,0,-0.003467,0,-0.413299,0,0,0,0,0,0,0
"33",0,0,0,0,0,0,-0.789575,0,0,0.147689,0,0,0,0,0,0,-0.452644,0,0,0,0,0.116699,0,0,0,0,0,0,0,0,0.70672,0,1,0,0,0,0,0,0,0,0,0.582714,0,0,0,0,0,0,0,0,0.360657,0,0,-0.21423,0,0,0,0,0,0,0,0.370217,0,0,0,0,0,0.050015,0,0,-0.161914,0,0,0,0,0,0,0,0,0,0,0.590851,0.531401,0,0,0,0,0,0,0,0,-0.656999,0,0,0,0,-0.135451,0,0,0
"34",0,0,0,0,-0.081217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.065499,0,0,0,0,0.120913,0,0,0,0,0,1,0,-0.440117,0,0,-0.133745,0,0,0,0,0,0,0,0,0,0,-0.031716,0,0.102182,0,0,0,0,0,0,-0.05471,0,0.225201,0,0,0,0,0.057882,0,0,0,-0.039407,0,0,0,0,0,0,0,0.020143,0,0,0,0,0,0,0.094767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",0,0,0,0,0,0,0,0,-0.2439,0,0,-0.348814,0.125904,0,-0.090984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.307109,0,0,0,0.369078,0,0,0,0,0,0,0.36519,0,0,0,0.238898,0,0,0,-0.049495,0,0,0.59403,0,0,0,0,0,0,0,0.644536,0,0,0,0,0,0,0,0,0.111275,0,0,0,-0.693258,0,0.52546,0,0,0,0,0,-0.361171,0,0,-0.109788,0
"36",0,0,0,0,0.184535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148821,0,0,0,0,-0.27473,0,0,0,0,0,-0.440117,0,1,0,0,0.303884,0,0,0,0,0,0,0,0,0,0,0.072063,0,-0.232171,0,0,0,0,0,0,0.124307,0,-0.511684,0,0,0,0,-0.131515,0,0,0,0.089538,0,0,0,0,0,0,0,-0.045768,0,0,0,0,0,0,-0.215323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",0,0.51633,0,0,0,0,0,0.187231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.264668,0,0,0,-0.033384,0,-0.182682,0,0,0,0,0,0,0,0,0,0,0.288713,0,0,0,0,0,0.101956,0,0,0,0,0,0,0,0,0,0,0,0,0.092145,0.111659,0,-0.068878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158358
"38",0,0,0,0,0,-0.335485,0,0,0,0,0.632774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244842,0,0,0.50264,-0.490428,0,0,0,0,0,0,0,1,0,0,0.094151,0,0,0,0,0,0,0.409342,0,0,0,0,0,0,-0.350844,0,0,0.379005,0,0,0,0,0,0,-0.527602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347578,0,0,0,0,0.004735,0,0,0,-0.497241,0,0
"39",0,0,0,0,0.607255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48973,0,0,0,0,-0.446284,0,0,0,0,0,-0.133745,0,0.303884,0,0,1,0,0,0,0,0,0,0,0,0,0,0.237138,0,-0.612072,0,0,0,0,0,0,0.312309,0,-0.59389,0,0,0,0,-0.228793,0,0,0,0.189942,0,0,0,0,0,0,0,-0.114987,0,0,0,0,0,0,-0.249917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",0,-0.512596,0,0,0,0,0,-0.628872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.264668,0,0,1,0,0,0,0.075814,0,0.31121,0,0,0,0,0,0,0,0,0,0,-0.339159,0,0,0,0,0,-0.38522,0,0,0,0,0,0,0,0,0,0,0,0,-0.272184,-0.360698,0,0.117338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418544
"41",0,0,0,0,0,0.140855,0,0,0,0,0.150071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06728,0,0,0.119208,-0.23453,0,0,0,0,0,0,0,0.094151,0,0,1,0,0,0,0,0,0,0.112484,0,0,0,0,0,0,-0.123161,0,0,0.427867,0,0,0,0,0,0,-0.185211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166217,0,0,0,0,-0.070828,0,0,0,-0.136638,0,0
"42",0,0,0,0,0,0,-0.606309,0,0,0.164504,0,0,0,0,0,0,-0.324859,0,0,0,0,0.132598,0,0,0,0,0,0,0,0,0.664037,0,0.582714,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.385549,0,0,-0.236448,0,0,0,0,0,0,0,0.347857,0,0,0,0,0,0.056829,0,0,-0.152136,0,0,0,0,0,0,0,0,0,0,0.45371,0.426544,0,0,0,0,0,0,0,0,-0.692229,0,0,0,0,-0.158038,0,0,0
"43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",0,-0.064657,0,0,0,0,0,-0.107103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033384,0,0,0.075814,0,0,0,1,0,0.143506,0,0,0,0,0,0,0,0,0,0,-0.084959,0,0,0,0,0,-0.029205,0,0,0,0,0,0,0,0,0,0,0,0,0.219483,0.040756,0,0.054108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262607
"45",0,0,0,0,0,0,0,0,0.355839,0,0,0.120754,-0.321242,0,0.132742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.307109,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.24032,0,0,0,0,0,0,-0.126423,0,0,0,-0.609544,0,0,0,0.126287,0,0,-0.237177,0,0,0,0,0,0,0,-0.220456,0,0,0,0,0,0,0,0,-0.283916,0,0,0,0.239994,0,-0.531102,0,0,0,0,0,0.123534,0,0,0.280123,0
"46",0,-0.353808,0,0,0,0,0,-0.382872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182682,0,0,0.31121,0,0,0,0.143506,0,1,0,0,0,0,0,0,0,0,0,0,-0.551774,0,0,0,0,0,-0.119884,0,0,0,0,0,0,0,0,0,0,0,0,-0.265726,-0.258047,0,0.377039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558652
"47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.343671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",0,0,0,0,0,-0.565805,0,0,0,0,0.736725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598136,0,0,0.585212,-0.730553,0,0,0,0,0,0,0,0.409342,0,0,0.112484,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.462405,0,0,0.557404,0,0,0,0,0,0,-0.695368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51776,0,0,0,0,-0.489787,0,0,0,-0.823226,0,0
"49",0,0,0,0,0,0,0,0,-0.515097,0,0,-0.221459,0.16415,0,-0.192151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369078,0,0,0,0,0,0,0,0,0,-0.24032,0,0,0,1,0,0,0,0,0,0,0.231856,0,0,0,0.311468,0,0,0,-0.064531,0,0,0.591665,0,0,0,0,0,0,0,0.391039,0,0,0,0,0,0,0,0,0.145077,0,0,0,-0.440142,0,0.24577,0,0,0,0,0,-0.219122,0,0,-0.143138,0
"50",0,0,0,0,0.390508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116134,0,0,0,0,-0.105831,0,0,0,0,0,-0.031716,0,0.072063,0,0,0.237138,0,0,0,0,0,0,0,0,0,0,1,0,-0.145146,0,0,0,0,0,0,0.07406,0,-0.140834,0,0,0,0,-0.054256,0,0,0,0.045043,0,0,0,0,0,0,0,-0.027268,0,0,0,0,0,0,-0.059265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",0,0,0,0,0,0,-0.430887,0,0,0.458472,0,0,0,0,0,0,-0.078968,0,0,0,0,0.381588,0,0,0,0,0,0,0,0,0.321864,0,0.360657,0,0,0,0,0,0,0,0,0.385549,0,0,0,0,0,0,0,0,1,0,0,-0.648961,0,0,0,0,0,0,0,0.168609,0,0,0,0,0,0.163542,0,0,-0.073741,0,0,0,0,0,0,0,0,0,0,0.32244,0.426708,0,0,0,0,0,0,0,0,-0.559147,0,0,0,0,-0.473473,0,0,0
"52",0,0,0,0,-0.371684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.299751,0,0,0,0,0.538959,0,0,0,0,0,0.102182,0,-0.232171,0,0,-0.612072,0,0,0,0,0,0,0,0,0,0,-0.145146,0,1,0,0,0,0,0,0,-0.499713,0,0.453739,0,0,0,0,0.293129,0,0,0,-0.278785,0,0,0,0,0,0,0,0.183985,0,0,0,0,0,0,0.190939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",-9.2e-05,0,-0.000103,0.00049,0,0,0,0,0,0,0,0,0,-4.7e-05,0,0,0,0,-0.413831,0,1.6e-05,0,0,0.130347,0,0,0,0,0,0,0,0.060729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5e-05,-0.000218,0,0,0,0,0.000204,-0.047141,0,0,0,0.014505,0,-0.146937,0,0,0,0,0,0,0
"54",0,0,0,0,0,0,0.254176,0,0,-0.708786,0,0,0,0,0,0,-0.148356,0,0,0,0,-0.593865,0,0,0,0,0,0,0,0,-0.194026,0,-0.21423,0,0,0,0,0,0,0,0,-0.236448,0,0,0,0,0,0,0,0,-0.648961,0,0,1,0,0,0,0,0,0,0,-0.101641,0,0,0,0,0,-0.254521,0,0,0.044453,0,0,0,0,0,0,0,0,0,0,-0.190204,-0.410297,0,0,0,0,0,0,0,0,0.345786,0,0,0,0,0.742783,0,0,0
"55",0,0,0,0,0,0.374953,0,0,0,0,-0.578538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.276581,0,0,-0.459558,0.585523,0,0,0,0,0,0,0,-0.350844,0,0,-0.123161,0,0,0,0,0,0,-0.462405,0,0,0,0,0,0,1,0,0,-0.455272,0,0,0,0,0,0,0.664978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.414974,0,0,0,0,0.30562,0,0,0,0.561698,0,0
