"","Time","L_Edge_weight","O_Edge_weight","Cov_Edge_weight","Recovery","Connectance"
"513",7,NA,NA,0.0743727840113683,0,0.1
"514",8,NA,NA,0.0681722334928607,0,0.1
"515",9,NA,NA,0.0622593974371751,0,0.1
"516",10,NA,NA,0.0401396637110086,0,0.1
"517",1,NA,NA,0.0697109984375823,0,0.1
"518",2,NA,NA,0.0585536369379375,0,0.1
"519",3,NA,NA,0.0653660093192983,0,0.1
"520",4,NA,NA,0.130106763571887,0,0.1
"521",5,NA,NA,0.0380426907366615,0,0.1
"522",6,NA,NA,0.131262877831928,0,0.1
"523",7,NA,NA,0.0393792389414473,0,0.1
"524",8,NA,NA,0.195567488922575,0,0.1
"525",9,NA,NA,0.0344790658096335,0,0.1
"526",10,NA,NA,0.12404681186793,0,0.1
"527",1,NA,NA,0.0936641650242788,0,0.1
"528",2,NA,NA,0.111780573834184,0,0.1
"529",3,NA,NA,0.0207694813089857,0,0.1
"530",4,NA,NA,0.0061080093168869,0,0.1
"531",5,NA,NA,0.0445933096326457,0,0.1
"532",6,NA,NA,0.064793337126515,0,0.1
"533",7,NA,NA,0.0286142448451075,0,0.1
"534",8,NA,NA,0.0060498512571167,0,0.1
"535",9,NA,NA,0.0613876098248785,0,0.1
"536",10,NA,NA,0.00512592507741389,0,0.1
"537",1,NA,NA,0.0928173652101174,0,0.1
"538",2,NA,NA,0.0305453580954858,0,0.1
"539",3,NA,NA,0.0243254840845172,0,0.1
"540",4,NA,NA,0.0523396147188213,0,0.1
"541",5,NA,NA,0.0334835410518075,0,0.1
"542",6,NA,NA,0.038941139386677,0,0.1
"543",7,NA,NA,0.0190807715825675,0,0.1
"544",8,NA,NA,0.056927558569619,0,0.1
"545",9,NA,NA,0.036385727194259,0,0.1
"546",10,NA,NA,0.0506926893051327,0,0.1
"547",3,NA,NA,-0.000588713991105912,0,0.1
"548",5,NA,NA,-0.00061939988218196,0,0.1
"549",10,NA,NA,-0.000221550635900807,0,0.1
"550",2,NA,NA,-0.000241934198305661,0,0.1
"551",1,NA,NA,-0.00112297976403492,0,0.1
"552",1,NA,NA,-0.00430184467929685,0,0.1
"553",5,NA,NA,-0.000319649400676263,0,0.1
"554",5,NA,NA,-0.0478628857561617,0,0.1
"555",1,NA,NA,-0.00591048033787197,0,0.1
"556",1,NA,NA,-0.000629779578345046,0,0.1
"557",1,NA,NA,0.0166480063046931,0,0.1
"558",2,NA,NA,0.00647682967032007,0,0.1
"559",3,NA,NA,0.0272855084741963,0,0.1
"560",4,NA,NA,0.00260582034325337,0,0.1
"561",5,NA,NA,0.01139658719448,0,0.1
"562",6,NA,NA,0.00890275283802223,0,0.1
"563",7,NA,NA,0.0032570598263756,0,0.1
"564",8,NA,NA,0.0361516729516489,0,0.1
"565",9,NA,NA,0.00343265640131454,0,0.1
"566",10,NA,NA,0.00471117033386522,0,0.1
"567",1,NA,NA,0.00280336416447539,0,0.1
"568",2,NA,NA,0.03942704353121,0,0.1
"569",3,NA,NA,0.150649145090996,0,0.1
"570",4,NA,NA,0.00414655163595665,0,0.1
"571",5,NA,NA,0.0327976542065444,0,0.1
"572",6,NA,NA,0.0330788278078574,0,0.1
"573",7,NA,NA,0.00681095192700482,0,0.1
"574",8,NA,NA,0.032161517531935,0,0.1
"575",9,NA,NA,0.0103262372510382,0,0.1
"576",10,NA,NA,0.0145213478974042,0,0.1
"577",1,NA,NA,0.00436746982150414,0,0.1
"578",2,NA,NA,0.0279310713556445,0,0.1
"579",3,NA,NA,0.0592008201218665,0,0.1
"580",4,NA,NA,0.0123321079930124,0,0.1
"581",5,NA,NA,0.0521040045854078,0,0.1
"582",6,NA,NA,0.0754096421850454,0,0.1
"583",7,NA,NA,0.0446844256591395,0,0.1
"584",8,NA,NA,0.00569070490212529,0,0.1
"585",9,NA,NA,0.0233308588935368,0,0.1
"586",10,NA,NA,0.007995299601618,0,0.1
"587",1,NA,NA,0.00415275572098308,0,0.1
"588",2,NA,NA,0.0242425081909186,0,0.1
"589",3,NA,NA,0.055721742323936,0,0.1
"590",4,NA,NA,0.00462073292282751,0,0.1
"591",5,NA,NA,0.0335670077159269,0,0.1
"592",6,NA,NA,0.0228905202637364,0,0.1
"593",7,NA,NA,0.0115711998686506,0,0.1
"594",8,NA,NA,0.0221200829029087,0,0.1
"595",9,NA,NA,0.0420801650437167,0,0.1
"596",10,NA,NA,0.0186047975514494,0,0.1
"597",3,NA,NA,-0.00134855155198243,0,0.1
"598",10,NA,NA,-0.00310161052579575,0,0.1
"599",1,NA,NA,-0.000351441424961521,0,0.1
"600",5,NA,NA,-0.00027557857514899,0,0.1
"601",5,NA,NA,-0.000956757047709027,0,0.1
"602",1,NA,NA,-0.00302243518544151,0,0.1
"603",1,NA,NA,-0.000347331440064297,0,0.1
"604",1,NA,NA,0.0387303101021118,0,0.1
"605",2,NA,NA,0.0738466800778187,0,0.1
"606",3,NA,NA,0.126181758396078,0,0.1
"607",4,NA,NA,0.0498011491930342,0,0.1
"608",5,NA,NA,0.0535938670546774,0,0.1
"609",6,NA,NA,0.0302569382365971,0,0.1
"610",7,NA,NA,0.0310128477790309,0,0.1
"611",8,NA,NA,0.117118351017297,0,0.1
"612",9,NA,NA,0.0899922847166677,0,0.1
"613",10,NA,NA,0.0508410037725586,0,0.1
"614",1,NA,NA,0.106695188105469,0,0.1
"615",2,NA,NA,0.0210369845647959,0,0.1
"616",3,NA,NA,0.0229211300125068,0,0.1
"617",4,NA,NA,0.0049413744666966,0,0.1
"618",5,NA,NA,0.0601001314828405,0,0.1
"619",6,NA,NA,0.0680077859154961,0,0.1
"620",7,NA,NA,0.00304220064957036,0,0.1
"621",8,NA,NA,0.0101926819502384,0,0.1
"622",9,NA,NA,0.00918874966804457,0,0.1
"623",10,NA,NA,0.00461444871741088,0,0.1
"624",1,-0.000589574949069843,NA,0.089075386341199,0,0.1
"625",2,NA,NA,0.0545148815623028,0,0.1
"626",3,NA,NA,0.0441825726509012,0,0.1
"627",4,NA,NA,0.12010171542202,0,0.1
"628",5,NA,NA,0.0452934822633409,0,0.1
"629",6,NA,NA,0.019966517391534,0,0.1
"630",7,NA,NA,0.0124792065524845,0,0.1
"631",8,NA,NA,0.0911792621936382,0,0.1
"632",9,NA,NA,0.0467111896043084,0,0.1
"633",10,NA,NA,0.0463703788199053,0,0.1
"634",3,NA,NA,-0.00106928596332414,0,0.1
"635",2,NA,NA,-0.000431784565277464,0,0.1
"636",1,NA,NA,-0.00107770626873876,0,0.1
"637",1,-0.00233939889507597,NA,NA,0,0.1
"638",1,NA,NA,-0.000473993346169708,0,0.1
"639",5,NA,NA,-0.000450316398849363,0,0.1
"640",5,NA,NA,-0.00406415955457822,0,0.1
"641",1,NA,NA,-0.000609313557883168,0,0.1
"642",1,-0.0768529304700976,-0.077241242606519,-0.0297294949575,3,0.1
"643",1,NA,NA,0.250122416870441,0,0.1
"644",2,NA,NA,0.0562186606352606,0,0.1
"645",3,NA,NA,0.0646133373753166,0,0.1
"646",4,NA,NA,0.0115343197600174,0,0.1
"647",5,NA,NA,0.0487547444377638,0,0.1
"648",6,NA,NA,0.0468491224246398,0,0.1
"649",7,NA,NA,0.023336738451638,0,0.1
"650",8,NA,NA,0.0254328181432478,0,0.1
"651",9,NA,NA,0.0149649030004817,0,0.1
"652",10,NA,NA,0.0299493749145719,0,0.1
"653",1,NA,NA,0.0073380831676608,0,0.1
"654",2,NA,NA,0.334634996169065,0,0.1
"655",3,0.0769511539513894,0.0277285097023227,0.329680658002969,3,0.1
"656",4,NA,0.075720672650939,0.311885551366499,2,0.1
"657",5,NA,NA,0.310437547126243,0,0.1
"658",6,NA,NA,0.247357520337503,0,0.1
"659",7,NA,NA,0.178145957204872,0,0.1
"660",8,NA,NA,0.241069314592471,0,0.1
"661",9,NA,NA,0.279792138070108,0,0.1
"662",10,NA,NA,0.292528796415078,0,0.1
"663",3,NA,NA,-0.0079787771248049,0,0.1
"664",2,NA,NA,-0.00265047308563541,0,0.1
"665",1,NA,NA,-0.00033677980606257,0,0.1
"666",5,NA,NA,-0.0119147744263094,0,0.1
"667",5,NA,NA,-0.00128406482555216,0,0.1
"668",1,NA,NA,-0.000342438172813123,0,0.1
"669",1,NA,NA,-0.000808039962008812,0,0.1
"670",1,NA,NA,0.013211218760936,0,0.1
"671",2,NA,NA,0.103374882098284,0,0.1
"672",3,NA,NA,0.190995969321855,0,0.1
"673",4,NA,NA,0.0501613829700157,0,0.1
"674",5,NA,NA,0.14593587556696,0,0.1
"675",6,NA,NA,0.180011536672984,0,0.1
"676",7,NA,NA,0.17775179108257,0,0.1
"677",8,NA,NA,0.147629395577631,0,0.1
"678",9,NA,NA,0.0677198899927335,0,0.1
"679",10,NA,NA,0.139349398835022,0,0.1
"680",3,NA,NA,-0.00462239513893905,0,0.1
"681",2,NA,NA,-0.000818779702867084,0,0.1
"682",1,NA,NA,-0.000469213393560336,0,0.1
"683",5,NA,NA,-0.000409656218738552,0,0.1
"684",5,NA,NA,-0.00150516956687711,0,0.1
"685",1,NA,NA,-0.000479385355341285,0,0.1
"686",1,NA,NA,-0.00222600788673916,0,0.1
"687",3,NA,NA,-0.0338706269110002,0,0.1
"688",2,NA,NA,-0.0111324700779982,0,0.1
"689",1,NA,NA,-0.017240440602234,0,0.1
"690",1,0.00032176190765096,NA,NA,0,0.1
"691",1,NA,NA,-0.000480982898377205,0,0.1
"692",5,NA,NA,-0.00260841633306141,0,0.1
"693",5,NA,NA,-0.0011301786616757,0,0.1
"694",1,NA,NA,-0.000475236575716419,0,0.1
"695",1,0.0105703843703928,NA,-0.00185840163957437,0,0.1
"696",3,0.132270444452912,0.132677036000933,0.116060634890326,3,0.1
"697",4,0.0232280664643882,0.0264925617805907,NA,1,0.1
"698",5,0.185838061044926,0.159472018950943,0.164756404344234,3,0.1
"699",7,0.0600578166768048,0.0264382806941158,0.0360765156295755,3,0.1
"700",9,0.110914324991392,0.10979309644628,0.0932292726263237,3,0.1
"701",10,NA,0.021503787585063,NA,0,0.1
"702",9,0.000239712312494304,0.00237172718004435,0.00115897077640564,3,0.1
"703",6,-0.0249268325415126,-0.0225485465622102,NA,1,0.1
"704",7,-0.000235583178170775,NA,NA,0,0.1
"705",7,-0.00218529770430881,-0.000754861615387534,NA,1,0.1
"706",9,-0.00514382371303218,-0.0510858138350912,NA,1,0.1
"707",2,NA,NA,0.00759116376463093,0,0.1
"708",5,0.00125169806042574,0.00910289686391308,0.0183508166349344,3,0.1
"709",7,0.00786384458750233,NA,0.00293581382129454,0,0.1
"710",8,-0.00917961466566203,-0.030774248740561,NA,1,0.1
"711",7,0.000321445867161252,NA,NA,0,0.1
"712",2,-0.00155822977611278,-0.000294239564258396,NA,1,0.1
"713",4,-0.000414061028055172,NA,NA,0,0.1
"714",2,-0.0534538041332012,-0.010660739052289,NA,1,0.1
"715",4,-0.0485676698294834,-0.0290101591552164,NA,1,0.1
"716",6,-0.0131280097995433,NA,NA,0,0.1
"717",4,0.102068175183854,0.122967087848171,0.0971798014890215,3,0.1
"718",2,0.0401887905613608,0.0379915177661811,0.0660530547070636,3,0.1
"719",9,0.0029881456186322,0.0297832534097087,0.0176711160624395,3,0.1
"720",7,-0.00539891944674679,-0.00553340755590291,NA,1,0.1
"721",9,-0.000412643168935787,-0.00406811208703868,NA,1,0.1
"722",2,-0.0578260707929913,-0.066205502564007,NA,1,0.1
"723",4,-0.00560309012868914,NA,NA,0,0.1
"724",3,0.025328471544023,0.0650823770378396,0.0175618330490654,3,0.1
"725",9,NA,0.016226582655615,NA,0,0.1
"726",10,NA,0.000339374105458678,NA,0,0.1
"727",7,NA,-0.000637741594635314,NA,0,0.1
"728",10,NA,-0.0252924557688417,NA,0,0.1
"729",1,0.0419426665865612,NA,0.00485104810489517,0,0.1
"730",2,-0.00168568555234542,-0.00182729153489207,NA,1,0.1
"731",4,-0.0196867677928704,-0.00257159705434504,NA,1,0.1
"732",6,-0.0126135086645289,-0.00793716282905954,NA,1,0.1
"733",7,NA,0.0113869112801036,NA,0,0.1
"734",7,NA,-0.00100842867591597,NA,0,0.1
"735",2,-0.000387473771487076,NA,NA,0,0.1
"736",10,-0.0340897508389673,-0.0184098564057413,NA,1,0.1
"737",3,0.00121882898548899,0.00112925494869602,0.00145682517965675,3,0.1
"738",7,NA,0.000284067539816214,NA,0,0.1
"739",7,0.000308781029732615,NA,NA,0,0.1
"740",1,0.0361206161589186,0.00262479246558645,NA,1,0.1
"741",5,-0.02843643071753,NA,NA,0,0.2
"742",6,-0.0631830678956678,-0.0587484270552405,NA,1,0.2
"743",7,-0.0399992713548605,-0.0343765015786846,NA,1,0.2
"744",9,-0.0671252673031319,-0.0424105962417337,NA,1,0.2
"745",10,-0.00374263137054021,NA,NA,0,0.2
"746",7,-0.00219973897725598,-0.00108195938128705,NA,1,0.2
"747",3,0.00289955575738449,NA,NA,0,0.2
"748",8,0.0113320715433746,NA,NA,0,0.2
"749",3,0.00369274843360645,NA,NA,0,0.2
"750",2,NA,-0.0110854272339016,NA,0,0.2
"751",3,NA,-0.00649962762067397,NA,0,0.2
"752",9,-0.056708418431084,-0.110782859607459,NA,1,0.2
"753",2,NA,0.000483111096629448,NA,0,0.2
"754",3,NA,-0.000245123737085785,NA,0,0.2
"755",9,-0.00243574927329347,-0.00235248789045353,NA,1,0.2
"756",5,0.0135614533459511,0.0108143157884247,0.00274707826570275,3,0.2
"757",6,0.0520860506090318,0.0485558223417911,0.0258434220132112,3,0.2
"758",7,-0.00126921058764771,-0.00112064776019977,NA,1,0.2
"759",4,NA,-0.00186591601171683,NA,0,0.2
"760",7,-0.0229403081397557,-0.0578366429091289,NA,1,0.2
"761",10,NA,-0.011067507757002,NA,0,0.2
"762",2,-0.0304323308316409,-0.060284723237885,NA,1,0.2
"763",3,0.0143786182694441,0.0519257673663209,0.0347598525378303,3,0.2
"764",4,0.149583891278779,0.173284432378135,0.140868527833742,3,0.2
"765",5,0.112839227777693,0.102206758925987,0.106713001529347,3,0.2
"766",6,0.0400508061008391,0.0444306136690964,0.0546209131424011,3,0.2
"767",7,0.121224677331494,0.110821220128418,0.116640715996693,3,0.2
"768",9,0.0593478576914978,0.0293502232084065,0.0167970199491116,3,0.2
"769",10,NA,0.00516182554265137,0.00282612315281189,2,0.2
"770",7,-0.0146770989185183,-0.0156018945793748,NA,1,0.2
"771",1,-0.0067549402718019,NA,NA,0,0.2
"772",8,NA,-0.00307764945956152,NA,0,0.2
"773",10,-0.0113721716059477,-0.0336123266954698,NA,1,0.2
"774",6,NA,NA,-0.00445808521251415,0,0.2
"775",6,NA,NA,-0.000259270747380533,0,0.2
"776",6,NA,NA,-0.000293245015062768,0,0.2
"777",4,NA,NA,-0.000273996471640437,0,0.2
"778",6,NA,NA,-0.000351501980891722,0,0.2
"779",4,NA,NA,-0.00131406724873424,0,0.2
"780",6,NA,NA,-0.000370606753247712,0,0.2
"781",3,-0.00917789816278728,-0.0227910075245187,NA,1,0.2
"782",3,NA,0.00057531366534256,NA,0,0.2
"783",2,0.0110326421318735,NA,NA,0,0.2
"784",3,-0.0279296329402185,NA,NA,0,0.2
"785",5,0.00110150515553611,0.000793735351839296,0.000206472193350236,3,0.2
"786",6,0.00150402874806756,0.00155062891198706,0.000993236629267856,3,0.2
"787",7,-0.0592958511493735,-0.0572196007142256,NA,1,0.2
"788",3,NA,0.00761317171082575,NA,0,0.2
"789",8,0.000265452938665438,NA,NA,0,0.2
"790",6,0.000243902331289216,0.000260419943338087,NA,1,0.2
"791",3,-0.00336653139099225,-0.00423422192576061,NA,1,0.2
"792",6,-0.037940714528043,-0.0508997733157761,NA,1,0.2
"793",8,-0.0245644904156184,NA,NA,0,0.2
"794",9,-0.00804557358591901,-0.00532668479147597,NA,1,0.2
"795",10,-0.0687585316306092,-0.0475299400180377,-0.0264386611022269,3,0.2
"796",9,NA,0.0222738780270781,NA,0,0.2
"797",9,0.0126316478383666,NA,NA,0,0.2
"798",6,-0.00245124185192951,-0.0037273875254565,NA,1,0.2
"799",8,-0.000303506164165685,NA,NA,0,0.2
"800",10,NA,-0.000294496070417496,NA,0,0.2
"801",5,NA,-0.0224294551679646,NA,0,0.2
"802",3,0.0203925351591968,NA,NA,0,0.2
"803",3,-0.00528949837139481,NA,-0.00785262114293955,0,0.2
"804",4,-0.035770492031042,-0.00425380165667366,-0.0524714744137764,3,0.2
"805",5,-0.0160107034736148,-0.0192725220271729,-0.0218101957054216,3,0.2
"806",4,NA,NA,-0.0106137428671537,0,0.2
"807",4,NA,NA,-0.00130727624497211,0,0.2
"808",4,NA,NA,-0.000692161689614152,0,0.2
"809",6,NA,NA,-0.00033697848831718,0,0.2
"810",4,NA,NA,-0.000486465922709996,0,0.2
"811",6,NA,NA,-0.000234611017724381,0,0.2
"812",4,NA,NA,-0.000426884593777552,0,0.2
"813",6,NA,NA,-0.00586876059496128,0,0.2
"814",4,NA,NA,-0.000600735805850034,0,0.2
"815",6,NA,NA,-0.000728333701957685,0,0.2
"816",2,-0.0124135142808208,-0.0394075570795186,NA,1,0.2
"817",10,NA,-0.0122263469494621,NA,0,0.2
"818",1,-0.0402740854632213,-0.00760605500676653,NA,1,0.2
"819",5,-0.00882054794573262,NA,NA,0,0.2
"820",1,-0.0332226715248098,-0.013349343481223,NA,1,0.2
"821",6,NA,0.000608654113189496,NA,0,0.2
"822",6,NA,-0.0160943256917682,NA,0,0.2
"823",7,0.000791900921952753,0.000405545502151638,NA,1,0.2
"824",3,-0.0222935080404129,-0.0347557924535676,NA,1,0.2
"825",4,-0.0393340092518704,-0.0313106574259889,NA,1,0.2
"826",7,-0.0290212170248822,-0.0189159583725733,NA,1,0.2
"827",8,-0.014922825613884,-0.00585419673057283,NA,1,0.2
"828",1,NA,0.00379172228451585,NA,0,0.2
"829",1,NA,NA,-0.047702962361887,0,0.2
"830",1,NA,NA,-0.00331673977196011,0,0.2
"831",1,NA,NA,-0.00770933332140971,0,0.2
"832",1,NA,NA,-0.019567653754073,0,0.2
"833",1,NA,NA,-0.00659134980051092,0,0.2
"834",1,NA,NA,-0.00132049459854503,0,0.2
"835",4,0.00852016859403365,NA,NA,0,0.2
"836",1,NA,NA,-0.00147853663651233,0,0.2
"837",1,NA,NA,-0.00053648358091567,0,0.2
"838",1,NA,NA,-0.000760018771195578,0,0.2
"839",1,NA,NA,-0.0131304755682497,0,0.2
"840",7,-0.000531530472720075,-0.000633429238023547,NA,1,0.2
"841",1,NA,NA,0.00224662430213981,0,0.2
"842",1,NA,NA,0.000811332330714735,0,0.2
"843",4,0.0145097741273111,NA,0.0111327518709903,0,0.2
"844",10,0.00702352981835341,0.0251459458921857,0.0164818042882727,3,0.2
"845",6,-0.00891634775591724,-0.00711826480458729,NA,1,0.2
"846",7,-0.0376211518664038,-0.0296353049182894,NA,1,0.2
"847",8,-0.000293938180452782,-0.000705656559311588,NA,1,0.2
"848",6,0.0213763508436061,NA,NA,0,0.2
"849",3,-0.0270134253938645,-0.00555736150211045,NA,1,0.2
"850",6,-0.000576059914989414,-0.000521270129650874,NA,1,0.2
"851",7,-0.0144762040726588,-0.0311693370194723,NA,1,0.2
"852",8,-0.0237900987492794,-0.0225946599173108,NA,1,0.2
"853",5,NA,0.0307719321888225,0.0469943052555966,2,0.2
"854",3,-0.000243270357390066,NA,NA,0,0.2
"855",5,NA,NA,-0.0275239753210231,0,0.2
"856",9,NA,NA,-0.00615557988518424,0,0.2
"857",10,NA,NA,-0.0527969673347121,0,0.2
"858",5,NA,NA,-0.00128085106318928,0,0.2
"859",10,NA,NA,-0.00342031980503476,0,0.2
"860",5,NA,NA,-0.00103732725209487,0,0.2
"861",10,NA,NA,-0.00291483677625838,0,0.2
"862",5,NA,NA,-0.00056998594677686,0,0.2
"863",10,NA,NA,-0.00124371099372048,0,0.2
"864",5,NA,NA,-0.000336853343487659,0,0.2
"865",10,NA,NA,-0.00102415510830457,0,0.2
"866",5,NA,NA,-0.00255787639870116,0,0.2
"867",9,NA,NA,-0.000456378655471082,0,0.2
"868",10,NA,NA,-0.0023241349990799,0,0.2
"869",5,NA,NA,-0.00227208255598692,0,0.2
"870",9,NA,NA,-0.000275456022568169,0,0.2
"871",10,NA,NA,-0.00590466320613044,0,0.2
"872",5,NA,NA,-0.000335366501642141,0,0.2
"873",5,NA,NA,-0.00191448521436436,0,0.2
"874",9,NA,NA,-0.000212848734299489,0,0.2
"875",10,NA,NA,-0.00217499795988301,0,0.2
"876",4,-0.0115873006083423,-0.00440390898223691,NA,1,0.2
"877",4,NA,NA,-0.000315773190483026,0,0.2
"878",6,NA,NA,-0.00129115603291288,0,0.2
"879",4,NA,NA,-0.00122647591046345,0,0.2
"880",6,NA,NA,-0.00184821637140096,0,0.2
"881",4,NA,NA,-0.000571480831618625,0,0.2
"882",6,NA,NA,-0.00116709077177179,0,0.2
"883",2,NA,NA,-0.00023117273072561,0,0.2
"884",3,NA,NA,-0.000268774564035383,0,0.2
"885",4,NA,-0.0459086824906449,-0.0109180007171971,2,0.2
"886",6,NA,NA,-0.00231783316910129,0,0.2
"887",4,NA,-0.00225264663134014,-0.00279667996810348,2,0.2
"888",6,NA,NA,-0.00172601897586024,0,0.2
"889",6,NA,NA,-0.000274885116002819,0,0.2
"890",4,NA,NA,-0.000623987904360945,0,0.2
"891",6,NA,NA,-0.00065214098199144,0,0.2
"892",2,NA,NA,-0.00152032172046444,0,0.2
"893",3,NA,NA,-0.00154222097128808,0,0.2
"894",4,NA,-0.0117118867402041,-0.00640029844319731,2,0.2
"895",5,-0.0139314845232151,-0.0228535154629167,NA,1,0.2
"896",6,NA,NA,-0.0163756687145083,0,0.2
"897",6,NA,NA,-0.000381431035710353,0,0.2
"898",2,NA,NA,-0.000329519181829525,0,0.2
"899",3,NA,NA,-0.00033646836752612,0,0.2
"900",4,NA,-0.000286074268961485,-0.00149864454321147,2,0.2
"901",6,NA,NA,-0.00240728046194268,0,0.2
"902",7,-0.0750308293078272,-0.0432454607298837,-0.00802656782332156,3,0.2
"903",9,-0.0116741491301733,-0.0173384635983445,NA,1,0.2
"904",3,0.000337285695649779,NA,NA,0,0.2
"905",3,0.0295364618236464,NA,0.022720566082945,0,0.2
"906",6,-0.00516665202477116,NA,NA,0,0.2
"907",3,0.0374531532472895,0.0766425529848139,0.0215233113009691,3,0.2
"908",7,0.0539939957653655,0.0789372400927387,0.0135940923742927,3,0.2
"909",9,0.000402285451298283,0.00122025833085223,NA,1,0.2
"910",2,-0.00281095833360593,-0.0039470571573519,NA,1,0.2
"911",2,0.0388110308102665,0.0615197645789774,0.00451864297690252,3,0.2
"912",3,0.0111297546270492,NA,NA,0,0.2
"913",7,0.119225822214918,0.0992864422798302,0.0873491332867262,3,0.2
"914",8,0.00499594328178082,0.00244314517056571,NA,1,0.2
"915",4,-0.000240938786872077,NA,NA,0,0.2
"916",6,0.0896101512032924,0.10188363876982,0.0556147338929439,3,0.2
"917",7,0.0252516294589184,0.0462879467578797,NA,1,0.2
"918",8,0.0170620434016347,0.0433644565443915,NA,1,0.2
"919",10,NA,0.00859677334574266,NA,0,0.2
"920",1,-0.000209814295091906,NA,NA,0,0.2
"921",1,0.00333595877239328,NA,NA,0,0.2
"922",4,NA,-0.0403739189510508,NA,0,0.2
"923",7,0.0300063767200969,NA,NA,0,0.2
"924",1,NA,NA,0.041204149541408,0,0.2
"925",2,NA,NA,0.0353885679262145,0,0.2
"926",3,NA,NA,0.0745274752985938,0,0.2
"927",4,NA,NA,0.174959648630994,0,0.2
"928",5,NA,NA,0.0660715081851466,0,0.2
"929",6,NA,NA,0.0191851456792155,0,0.2
"930",7,NA,NA,0.143501240406866,0,0.2
"931",8,NA,NA,0.137944465718349,0,0.2
"932",9,NA,NA,0.00858646356770429,0,0.2
"933",10,NA,NA,0.0916465051944142,0,0.2
"934",1,NA,NA,0.194356271231586,0,0.2
"935",2,NA,NA,0.0868064181710969,0,0.2
"936",3,NA,NA,0.0265675636402054,0,0.2
"937",4,NA,NA,0.0926356152463168,0,0.2
"938",5,NA,NA,0.0535096457621974,0,0.2
"939",6,NA,NA,0.0826534313463318,0,0.2
"940",7,NA,NA,0.0960094868261429,0,0.2
"941",8,NA,NA,0.0704316085622115,0,0.2
"942",9,NA,NA,0.0452070348027522,0,0.2
"943",10,NA,NA,0.0781022484644174,0,0.2
"944",1,NA,NA,0.11686440838892,0,0.2
"945",2,NA,NA,0.0285785457911508,0,0.2
"946",3,NA,NA,0.0230412871138644,0,0.2
"947",4,NA,NA,0.0204703328515478,0,0.2
"948",5,NA,NA,0.0294023104784476,0,0.2
"949",6,NA,NA,0.0272651004936345,0,0.2
"950",7,NA,NA,0.0267489705725742,0,0.2
"951",8,NA,NA,0.0330970354911665,0,0.2
"952",9,NA,NA,0.00955119459794506,0,0.2
"953",10,NA,NA,0.0333250591780263,0,0.2
"954",1,NA,NA,0.122870105912034,0,0.2
"955",2,NA,NA,0.0229279075241072,0,0.2
"956",3,NA,NA,0.00840725264180329,0,0.2
"957",4,NA,NA,0.0140878452026226,0,0.2
"958",5,NA,NA,0.017376309855215,0,0.2
"959",6,NA,NA,0.0265157639478844,0,0.2
"960",7,NA,NA,0.018156614645446,0,0.2
"961",8,NA,NA,0.0260140736678882,0,0.2
"962",9,NA,NA,0.0101358501499605,0,0.2
"963",10,NA,NA,0.0274420485524,0,0.2
"964",1,NA,NA,0.0108635286645977,0,0.2
"965",2,NA,NA,0.00501541321716949,0,0.2
"966",3,NA,NA,0.0356416903634567,0,0.2
"967",4,NA,NA,0.023451311661776,0,0.2
"968",5,NA,NA,0.00491775987112087,0,0.2
"969",6,NA,NA,0.00439244357330897,0,0.2
"970",7,NA,NA,0.00251706550169031,0,0.2
"971",8,NA,NA,0.00979838849935153,0,0.2
"972",9,NA,NA,0.00161248533585774,0,0.2
"973",10,NA,NA,0.0014654950703272,0,0.2
"974",1,NA,NA,0.0140916185660272,0,0.2
"975",2,NA,NA,0.0969370823376017,0,0.2
"976",3,NA,NA,0.128858906903045,0,0.2
"977",4,NA,NA,0.0651062836705305,0,0.2
"978",5,NA,NA,0.131945733218597,0,0.2
"979",6,NA,NA,0.0934842552628887,0,0.2
"980",7,NA,NA,0.0402786606557394,0,0.2
"981",8,NA,NA,0.0807095048950047,0,0.2
"982",9,NA,NA,0.106202277409706,0,0.2
"983",10,NA,NA,0.0622745756020636,0,0.2
"984",1,NA,NA,0.00990928378172437,0,0.2
"985",2,NA,NA,0.131046672227313,0,0.2
"986",3,NA,NA,0.0875271355375648,0,0.2
"987",4,NA,NA,0.0571322264922483,0,0.2
"988",5,NA,NA,0.117203506598016,0,0.2
"989",6,NA,NA,0.112056199193926,0,0.2
"990",7,NA,NA,0.0956414955276637,0,0.2
"991",8,NA,NA,0.0976937552974367,0,0.2
"992",9,NA,NA,0.064100433162791,0,0.2
"993",10,NA,NA,0.158213769355833,0,0.2
"994",1,NA,NA,0.014329463148135,0,0.2
"995",2,NA,NA,0.0127478994264485,0,0.2
"996",3,NA,NA,0.0185838470972239,0,0.2
"997",4,NA,NA,0.00302678401162495,0,0.2
"998",5,NA,NA,0.0172996853633182,0,0.2
"999",6,NA,NA,0.0223991459568467,0,0.2
"1000",7,NA,NA,0.00917844174518503,0,0.2
"1001",8,NA,NA,0.00422684005148603,0,0.2
"1002",9,NA,NA,0.00422561878972503,0,0.2
"1003",10,NA,NA,0.00512380761642638,0,0.2
"1004",1,NA,NA,0.0148705471556002,0,0.2
"1005",2,NA,NA,0.176973368488827,0,0.2
"1006",3,NA,NA,0.117108360249509,0,0.2
"1007",4,NA,NA,0.0803996205292848,0,0.2
"1008",5,NA,NA,0.0987570135239876,0,0.2
"1009",6,NA,NA,0.118146608218846,0,0.2
"1010",7,NA,NA,0.0851974759989655,0,0.2
