"","Source","Sink","Time","L_Edge_weight","O_Edge_weight","Cov_Edge_weight","Recovery","Connectance"
"1998","sp25","sp26",5,NA,NA,0.0397701662492218,0,0.5
"1999","sp25","sp26",6,NA,NA,0.043245832446059,0,0.5
"2000","sp25","sp26",7,NA,NA,0.0296790927609257,0,0.5
"2001","sp25","sp26",8,NA,NA,0.0237416972485201,0,0.5
"2002","sp25","sp26",9,NA,NA,0.0175186817066068,0,0.5
"2003","sp25","sp26",10,NA,NA,0.0309985963049533,0,0.5
"2004","sp25","sp27",1,NA,NA,0.0341234557644497,0,0.5
"2005","sp25","sp27",2,NA,NA,0.0662913796297219,0,0.5
"2006","sp25","sp27",3,NA,NA,0.0298576910484643,0,0.5
"2007","sp25","sp27",4,NA,NA,0.0284122069153395,0,0.5
"2008","sp25","sp27",5,NA,NA,0.0776354961113752,0,0.5
"2009","sp25","sp27",6,NA,NA,0.0945064596927176,0,0.5
"2010","sp25","sp27",7,NA,NA,0.0482692285235224,0,0.5
"2011","sp25","sp27",8,NA,NA,0.0700109488775457,0,0.5
"2012","sp25","sp27",9,NA,NA,0.0592787326233913,0,0.5
"2013","sp25","sp27",10,NA,NA,0.0445043014086428,0,0.5
"2014","sp25","sp28",1,NA,NA,0.0769069014816329,0,0.5
"2015","sp25","sp28",2,NA,NA,0.0643449873031061,0,0.5
"2016","sp25","sp28",3,NA,NA,0.0916769879160125,0,0.5
"2017","sp25","sp28",4,NA,NA,0.130602131738212,0,0.5
"2018","sp25","sp28",5,NA,NA,0.0367867139335253,0,0.5
"2019","sp25","sp28",6,NA,NA,0.13232804856205,0,0.5
"2020","sp25","sp28",7,NA,NA,0.0439045008513193,0,0.5
"2021","sp25","sp28",8,NA,NA,0.203552226527374,0,0.5
"2022","sp25","sp28",9,NA,NA,0.0473579495063452,0,0.5
"2023","sp25","sp28",10,NA,NA,0.137855443729852,0,0.5
"2024","sp25","sp29",1,NA,NA,0.101082789473399,0,0.5
"2025","sp25","sp29",2,NA,NA,0.0550419980811003,0,0.5
"2026","sp25","sp29",3,NA,NA,0.0310713156881162,0,0.5
"2027","sp25","sp29",4,NA,NA,0.0112689033891937,0,0.5
"2028","sp25","sp29",5,NA,NA,0.0475443191819963,0,0.5
"2029","sp25","sp29",6,NA,NA,0.0250851329421851,0,0.5
"2030","sp25","sp29",7,NA,NA,0.00934372326812926,0,0.5
"2031","sp25","sp29",8,NA,NA,0.024460088966356,0,0.5
"2032","sp25","sp29",9,NA,NA,0.0330227494336828,0,0.5
"2033","sp25","sp29",10,NA,NA,0.0265322026994735,0,0.5
"2034","sp25","sp30",1,NA,NA,0.0997530289392286,0,0.5
"2035","sp25","sp30",2,NA,NA,0.045330294624095,0,0.5
"2036","sp25","sp30",3,NA,NA,0.0361697014662129,0,0.5
"2037","sp25","sp30",4,NA,NA,0.0789920556305234,0,0.5
"2038","sp25","sp30",5,NA,NA,0.0405390005556487,0,0.5
"2039","sp25","sp30",6,NA,NA,0.0403917538953664,0,0.5
"2040","sp25","sp30",7,NA,NA,0.0289750248700223,0,0.5
"2041","sp25","sp30",8,NA,NA,0.0577527168380993,0,0.5
"2042","sp25","sp30",9,NA,NA,0.0511311808986827,0,0.5
"2043","sp25","sp30",10,NA,NA,0.0696441718863116,0,0.5
"2044","sp25","sp37",2,NA,NA,-0.0049308264827016,0,0.5
"2045","sp25","sp37",8,NA,NA,-0.00658134693826496,0,0.5
"2046","sp25","sp38",1,NA,NA,-0.00146164693005684,0,0.5
"2047","sp25","sp40",1,NA,NA,-0.00506278377277875,0,0.5
"2048","sp25","sp45",2,NA,NA,0.0108854504588248,0,0.5
"2049","sp25","sp45",8,NA,NA,0.0126698950000165,0,0.5
"2050","sp25","sp46",1,NA,NA,-0.00661044061475459,0,0.5
"2051","sp25","sp49",1,NA,NA,-0.000927886363775246,0,0.5
"2052","sp26","sp27",1,NA,NA,0.0249449495027356,0,0.5
"2053","sp26","sp27",2,NA,NA,0.0063622653393214,0,0.5
"2054","sp26","sp27",3,NA,NA,0.0201551989451007,0,0.5
"2055","sp26","sp27",4,NA,NA,0.0051027832854127,0,0.5
"2056","sp26","sp27",5,NA,NA,0.0101057655684275,0,0.5
"2057","sp26","sp27",6,NA,NA,0.00600783251554201,0,0.5
"2058","sp26","sp27",7,NA,NA,0.00553269515765722,0,0.5
"2059","sp26","sp27",8,NA,NA,0.0217634684904786,0,0.5
"2060","sp26","sp27",9,NA,NA,0.00597732277013296,0,0.5
"2061","sp26","sp27",10,NA,NA,0.00603384335586218,0,0.5
"2062","sp26","sp28",1,NA,NA,0.00378607446629701,0,0.5
"2063","sp26","sp28",2,NA,NA,0.0425545207740424,0,0.5
"2064","sp26","sp28",3,NA,NA,0.164279634215939,0,0.5
"2065","sp26","sp28",4,NA,NA,0.0151339307823097,0,0.5
"2066","sp26","sp28",5,NA,NA,0.0384417072301483,0,0.5
"2067","sp26","sp28",6,NA,NA,0.0411148039201734,0,0.5
"2068","sp26","sp28",7,NA,NA,0.0264008872353894,0,0.5
"2069","sp26","sp28",8,NA,NA,0.0416379443336726,0,0.5
"2070","sp26","sp28",9,NA,NA,0.0262542717434196,0,0.5
"2071","sp26","sp28",10,NA,NA,0.0420025032015623,0,0.5
"2072","sp26","sp29",1,NA,NA,0.00577687838456578,0,0.5
"2073","sp26","sp29",2,NA,NA,0.0127949950443794,0,0.5
"2074","sp26","sp29",3,NA,NA,0.0252146597643158,0,0.5
"2075","sp26","sp29",4,NA,NA,0.00243990606762113,0,0.5
"2076","sp26","sp29",5,NA,NA,0.0314553362607957,0,0.5
"2077","sp26","sp29",6,NA,NA,0.0201673884087686,0,0.5
"2078","sp26","sp29",7,NA,NA,0.0155290412893848,0,0.5
"2079","sp26","sp29",8,NA,NA,0.0115216419860212,0,0.5
"2080","sp26","sp29",9,NA,NA,0.0145224466255224,0,0.5
"2081","sp26","sp29",10,NA,NA,0.0135225280486142,0,0.5
"2082","sp26","sp30",1,NA,NA,0.00539304015574684,0,0.5
"2083","sp26","sp30",2,NA,NA,0.107682444995262,0,0.5
"2084","sp26","sp30",3,NA,NA,0.112403626273689,0,0.5
"2085","sp26","sp30",4,NA,NA,0.0446134497756118,0,0.5
"2086","sp26","sp30",5,NA,NA,0.0642601351198322,0,0.5
"2087","sp26","sp30",6,NA,NA,0.0992385091856646,0,0.5
"2088","sp26","sp30",7,NA,NA,0.116019632384377,0,0.5
"2089","sp26","sp30",8,NA,NA,0.0908984775361668,0,0.5
"2090","sp26","sp30",9,NA,NA,0.1362576489498,0,0.5
"2091","sp26","sp30",10,NA,NA,0.116376976371141,0,0.5
"2092","sp26","sp31",10,NA,-0.0278957733392727,NA,0,0.5
"2093","sp26","sp37",8,NA,NA,-0.00134625772525858,0,0.5
"2094","sp26","sp40",1,NA,NA,-0.00044069411618853,0,0.5
"2095","sp26","sp45",2,NA,NA,0.000242415800723001,0,0.5
"2096","sp26","sp45",8,NA,NA,0.00021331277002104,0,0.5
"2097","sp26","sp46",1,NA,NA,-0.00351866399123769,0,0.5
"2098","sp26","sp49",1,NA,NA,-0.000678304057104084,0,0.5
"2099","sp27","sp28",1,NA,NA,0.049081287594944,0,0.5
"2100","sp27","sp28",2,NA,NA,0.081574429598031,0,0.5
"2101","sp27","sp28",3,NA,NA,0.138893012763489,0,0.5
"2102","sp27","sp28",4,NA,NA,0.0461638134921834,0,0.5
"2103","sp27","sp28",5,NA,NA,0.0493900706957707,0,0.5
"2104","sp27","sp28",6,NA,NA,0.0262896523363788,0,0.5
"2105","sp27","sp28",7,NA,NA,0.0485598783802129,0,0.5
"2106","sp27","sp28",8,NA,NA,0.129259509261405,0,0.5
"2107","sp27","sp28",9,NA,NA,0.12393535229238,0,0.5
"2108","sp27","sp28",10,NA,NA,0.0837888318180362,0,0.5
"2109","sp27","sp29",1,NA,NA,0.112892867390041,0,0.5
"2110","sp27","sp29",2,NA,NA,0.0208216470218431,0,0.5
"2111","sp27","sp29",3,NA,NA,0.0240248592636462,0,0.5
"2112","sp27","sp29",4,NA,NA,0.0114554349193512,0,0.5
"2113","sp27","sp29",5,NA,NA,0.035384333878984,0,0.5
"2114","sp27","sp29",6,NA,NA,0.0618906010664975,0,0.5
"2115","sp27","sp29",7,NA,NA,0.00555945982640571,0,0.5
"2116","sp27","sp29",8,NA,NA,0.0227597668841232,0,0.5
"2117","sp27","sp29",9,NA,NA,0.0183665437877498,0,0.5
"2118","sp27","sp29",10,NA,NA,0.0176357487712501,0,0.5
"2119","sp27","sp30",1,NA,NA,0.0916016143920272,0,0.5
"2120","sp27","sp30",2,NA,NA,0.0287064296741202,0,0.5
"2121","sp27","sp30",3,NA,NA,0.0417296294087262,0,0.5
"2122","sp27","sp30",4,NA,NA,0.102817303789847,0,0.5
"2123","sp27","sp30",5,NA,NA,0.0317460477040795,0,0.5
"2124","sp27","sp30",6,NA,NA,0.0171312042551942,0,0.5
"2125","sp27","sp30",7,NA,NA,0.0152824614380901,0,0.5
"2126","sp27","sp30",8,NA,NA,0.0814494200654991,0,0.5
"2127","sp27","sp30",9,NA,NA,0.0341936132487628,0,0.5
"2128","sp27","sp30",10,NA,NA,0.0353314261497789,0,0.5
"2129","sp27","sp37",2,NA,NA,-0.00023838927029932,0,0.5
"2130","sp27","sp37",8,NA,NA,-0.00417927963762546,0,0.5
"2131","sp27","sp38",1,NA,NA,-0.00134220704762684,0,0.5
"2132","sp27","sp39",1,-0.0028033595650862,-0.000546922683570746,-0.000256460842059337,3,0.5
"2133","sp27","sp40",1,NA,NA,-0.000576148813248108,0,0.5
"2134","sp27","sp45",2,NA,NA,0.000508132974494201,0,0.5
"2135","sp27","sp45",8,NA,NA,0.000629029562652755,0,0.5
"2136","sp27","sp46",1,NA,NA,-0.000771456621779189,0,0.5
"2137","sp27","sp49",1,-0.0874245188740056,-0.0665679304286534,-0.0386743048806214,3,0.5
"2138","sp28","sp29",1,NA,NA,0.248530855700922,0,0.5
"2139","sp28","sp29",2,NA,NA,0.045507295276267,0,0.5
"2140","sp28","sp29",3,NA,NA,0.0612047631140443,0,0.5
"2141","sp28","sp29",4,NA,NA,0.0188507213925334,0,0.5
"2142","sp28","sp29",5,NA,NA,0.0476548735747514,0,0.5
"2143","sp28","sp29",6,NA,NA,0.0697485127614524,0,0.5
"2144","sp28","sp29",7,NA,NA,0.028326455781774,0,0.5
"2145","sp28","sp29",8,NA,NA,0.0372441970789968,0,0.5
"2146","sp28","sp29",9,NA,NA,0.0330267868440643,0,0.5
"2147","sp28","sp29",10,NA,NA,0.0484023179242689,0,0.5
"2148","sp28","sp30",1,NA,NA,0.00904585000597848,0,0.5
"2149","sp28","sp30",2,NA,NA,0.29524977678883,0,0.5
"2150","sp28","sp30",3,0.110814312476609,0.0915672152480444,0.325466855270501,3,0.5
"2151","sp28","sp30",4,NA,NA,0.275220110896107,0,0.5
"2152","sp28","sp30",5,NA,NA,0.285843840409218,0,0.5
"2153","sp28","sp30",6,NA,NA,0.205308500298714,0,0.5
"2154","sp28","sp30",7,NA,NA,0.168647032136088,0,0.5
"2155","sp28","sp30",8,NA,NA,0.200743828665409,0,0.5
"2156","sp28","sp30",9,NA,NA,0.266099187482974,0,0.5
"2157","sp28","sp30",10,NA,NA,0.262667208222037,0,0.5
"2158","sp28","sp37",2,NA,NA,-0.000314030183668215,0,0.5
"2159","sp28","sp37",8,NA,NA,-0.0455939114232016,0,0.5
"2160","sp28","sp40",1,NA,NA,-0.00043499591065796,0,0.5
"2161","sp28","sp45",2,NA,NA,0.000493213596922332,0,0.5
"2162","sp28","sp45",8,NA,NA,0.00182886205775415,0,0.5
"2163","sp28","sp46",1,NA,NA,-0.00043072743614614,0,0.5
"2164","sp28","sp49",1,NA,NA,-0.00133462032066544,0,0.5
"2165","sp29","sp30",1,NA,NA,0.0148841887768777,0,0.5
"2166","sp29","sp30",2,NA,NA,0.131704201971643,0,0.5
"2167","sp29","sp30",3,NA,NA,0.185192205587613,0,0.5
"2168","sp29","sp30",4,NA,NA,0.0689533882280202,0,0.5
"2169","sp29","sp30",5,NA,NA,0.15183154190126,0,0.5
"2170","sp29","sp30",6,NA,NA,0.194739708427269,0,0.5
"2171","sp29","sp30",7,NA,NA,0.17968003380645,0,0.5
"2172","sp29","sp30",8,NA,NA,0.156849057725159,0,0.5
"2173","sp29","sp30",9,NA,NA,0.13991493649847,0,0.5
"2174","sp29","sp30",10,NA,NA,0.150291918059534,0,0.5
"2175","sp29","sp36",5,-0.0136293747467557,NA,NA,0,0.5
"2176","sp29","sp36",8,NA,-0.0212034307674071,NA,0,0.5
"2177","sp29","sp37",2,NA,NA,-0.000231274377185627,0,0.5
"2178","sp29","sp37",8,NA,NA,-0.00120419700926744,0,0.5
"2179","sp29","sp38",1,NA,NA,-0.000218092914706015,0,0.5
"2180","sp29","sp38",2,-0.0390730855074852,NA,NA,0,0.5
"2181","sp29","sp38",9,NA,-0.0116098297004342,NA,0,0.5
"2182","sp29","sp40",1,NA,NA,-0.000578353211309952,0,0.5
"2183","sp29","sp45",2,NA,NA,0.000421904844389659,0,0.5
"2184","sp29","sp45",8,NA,NA,0.000219767326562962,0,0.5
"2185","sp29","sp46",1,NA,NA,-0.000583779135132929,0,0.5
"2186","sp29","sp49",1,NA,NA,-0.00306978733156568,0,0.5
"2187","sp30","sp37",2,NA,NA,-0.000595858168416675,0,0.5
"2188","sp30","sp37",8,NA,NA,-0.00649054448925422,0,0.5
"2189","sp30","sp38",1,NA,-0.0277343334791131,-0.0208399713746256,2,0.5
"2190","sp30","sp40",1,NA,NA,-0.000615772271467623,0,0.5
"2191","sp30","sp45",2,NA,NA,0.000347463238368215,0,0.5
"2192","sp30","sp45",8,NA,NA,0.000518892641752631,0,0.5
"2193","sp30","sp46",1,NA,NA,-0.000584281912847195,0,0.5
"2194","sp30","sp49",1,NA,NA,-0.00249083473485291,0,0.5
"2195","sp31","sp35",3,0.0984471463564152,0.112497133769095,0.0654665617389542,3,0.5
"2196","sp31","sp35",5,0.117481520078448,0.0883513277701871,0.0891947256253956,3,0.5
"2197","sp31","sp35",7,0.00511232195874978,NA,NA,0,0.5
"2198","sp31","sp35",9,0.0144075841497594,NA,NA,0,0.5
"2199","sp31","sp47",9,NA,-0.0288448294973175,NA,0,0.5
"2200","sp32","sp44",6,0.00878547372424889,NA,NA,0,0.5
"2201","sp32","sp49",2,0.00306274107780369,0.00548418889090768,NA,1,0.5
"2202","sp32","sp49",8,NA,0.0153720042113807,NA,0,0.5
"2203","sp33","sp45",7,NA,0.0186505223667415,NA,0,0.5
"2204","sp34","sp40",2,-0.0227114181353442,NA,NA,0,0.5
"2205","sp34","sp40",4,NA,-0.00478280948946058,NA,0,0.5
"2206","sp34","sp40",6,-0.0252359267230309,-0.0155431650593245,NA,1,0.5
"2207","sp34","sp48",4,0.0123344084005288,0.0033152994994026,0.0204559726918466,3,0.5
"2208","sp35","sp40",9,0.0167780164792362,NA,0.0160422138038715,0,0.5
"2209","sp35","sp41",6,0.000860926668309394,0.00168925984681188,NA,1,0.5
"2210","sp35","sp48",2,-0.100731948978577,-0.0902519692211213,-0.00460491383868727,3,0.5
"2211","sp35","sp48",4,-0.0186275132051658,-0.037047467589947,NA,1,0.5
"2212","sp35","sp48",6,-0.0265590064937801,-0.0379283672421846,NA,1,0.5
"2213","sp37","sp50",6,NA,0.0247772516366366,NA,0,0.5
"2214","sp38","sp39",4,0.00388949567082003,NA,NA,0,0.5
"2215","sp38","sp46",4,NA,-0.00963855618938734,NA,0,0.5
"2216","sp38","sp46",10,-0.0254382418113841,-0.0144653511162156,NA,1,0.5
"2217","sp39","sp49",1,0.0441729546647686,0.0113261823646,0.00943146762506928,3,0.5
"2218","sp40","sp46",1,NA,NA,0.000209546593583851,0,0.5
"2219","sp41","sp48",6,-0.0447654206093901,-0.0614648923628665,NA,1,0.5
"2220","sp41","sp48",10,NA,-0.00047703993423609,NA,0,0.5
"2221","sp42","sp47",3,0.000744044096024089,0.000273366530382127,NA,1,0.5
"2222","sp42","sp47",7,-0.000284163477166615,-0.000428888800213836,NA,1,0.5
"2223","sp42","sp50",5,0.0183399773324151,0.0249688660313864,0.0213517467584164,3,0.5
"2224","sp46","sp47",1,0.0260703913258491,NA,NA,0,0.5
"2225","sp1","sp16",8,NA,0.0369949797180935,NA,0,0.75
"2226","sp1","sp31",3,NA,0.00297799525585215,NA,0,0.75
"2227","sp1","sp35",3,NA,0.0350850107662012,NA,0,0.75
"2228","sp2","sp3",9,-0.0408984939347919,-0.0545340457696847,NA,1,0.75
"2229","sp3","sp24",2,0.0384631602112551,0.0526264235184281,NA,1,0.75
"2230","sp3","sp31",7,-0.00229578500828102,-0.00118204652233364,NA,1,0.75
"2231","sp3","sp35",7,-0.0608813584653756,-0.0326141405024422,NA,1,0.75
"2232","sp3","sp38",4,-0.00322961997345588,-0.00415152468821292,NA,1,0.75
"2233","sp3","sp38",7,-0.0354826978118973,-0.00432257745850995,NA,1,0.75
"2234","sp3","sp42",4,-0.00284053987068613,-0.00193701115349565,NA,1,0.75
"2235","sp3","sp42",5,-0.00604728172767979,-0.00141049301797019,NA,1,0.75
"2236","sp3","sp45",7,0.036725388449529,0.0151497981634995,NA,1,0.75
"2237","sp3","sp46",3,NA,0.00223565913848804,0.0229962632015825,2,0.75
"2238","sp3","sp46",4,0.114381185599208,0.0928046025612738,0.10093968184875,3,0.75
"2239","sp3","sp46",5,0.125439695098913,0.109147658123893,0.122227084096083,3,0.75
"2240","sp3","sp46",6,0.0369974000395092,0.0284329007137127,0.0591298923564656,3,0.75
"2241","sp3","sp46",7,0.0918920706894623,0.0692551556331267,0.084281139436715,3,0.75
"2242","sp3","sp47",2,NA,-0.000567042067304547,NA,0,0.75
"2243","sp3","sp50",1,-0.00414616423954661,NA,NA,0,0.75
"2244","sp4","sp32",2,-0.0148004722181864,-0.0442269685643782,NA,1,0.75
"2245","sp5","sp6",3,-0.00629105445314633,-0.00399121612223535,NA,1,0.75
"2246","sp5","sp6",5,-0.0037644684918611,-0.00820582553806929,-0.00058907560085182,3,0.75
"2247","sp5","sp6",6,-0.00477885361941133,-0.00126098371989791,NA,1,0.75
"2248","sp5","sp6",7,-0.00101075000603721,NA,NA,0,0.75
"2249","sp5","sp6",8,-0.000626247092139224,NA,NA,0,0.75
"2250","sp5","sp10",7,0.0469252690174012,0.0127680665704569,0.0336912899456689,3,0.75
"2251","sp5","sp12",3,-0.0359599649651102,-0.0354449298671191,NA,1,0.75
"2252","sp5","sp12",7,-0.00330530276845409,-0.00124017429781078,NA,1,0.75
"2253","sp5","sp12",8,-0.0343610682054622,-0.00392195749117877,NA,1,0.75
"2254","sp5","sp17",10,-0.000313568439460698,NA,NA,0,0.75
"2255","sp5","sp36",1,-0.00304395973736998,NA,NA,0,0.75
"2256","sp5","sp41",10,0.0387375123099789,0.042260098753198,NA,1,0.75
"2257","sp5","sp42",7,-0.0179393247332625,-0.0138892831083584,NA,1,0.75
"2258","sp5","sp42",8,-0.0304634023779779,-0.0332378829463024,NA,1,0.75
"2259","sp5","sp50",2,-0.0812217310253033,-0.0666608438521136,-0.0047704437335605,3,0.75
"2260","sp5","sp50",3,-0.0592682651004428,-0.0424286679055835,NA,1,0.75
"2261","sp5","sp50",4,-0.00273543088460068,NA,NA,0,0.75
"2262","sp5","sp50",5,-0.0929994083452494,-0.0959121448070676,-0.0165045348193314,3,0.75
"2263","sp5","sp50",6,-0.0490756737956114,-0.0108904669154922,NA,1,0.75
"2264","sp5","sp50",7,-0.102640017311347,-0.0945789012010709,NA,1,0.75
"2265","sp5","sp50",8,-0.0207616371804052,-0.00312376801875369,NA,1,0.75
"2266","sp5","sp50",9,-0.0301898268275234,-0.0251848516788609,NA,1,0.75
"2267","sp6","sp12",7,0.000437953148202702,NA,NA,0,0.75
"2268","sp6","sp12",9,NA,0.00125927708573407,NA,0,0.75
"2269","sp6","sp19",4,NA,0.0222716642430382,NA,0,0.75
"2270","sp6","sp19",9,0.00251261071606933,0.0453065031673775,NA,1,0.75
"2271","sp6","sp26",9,0.0190989293129777,0.0349717158970399,NA,1,0.75
"2272","sp6","sp50",3,0.146896933879139,0.130082877630688,0.129243960429906,3,0.75
"2273","sp6","sp50",4,0.0662239562063808,0.0236926069640114,0.0122485541015937,3,0.75
"2274","sp6","sp50",5,0.0563509006969185,0.118274438470748,0.0505196100480042,3,0.75
"2275","sp6","sp50",6,0.134965594973512,0.160596239577668,0.131206750551341,3,0.75
"2276","sp6","sp50",7,0.0135998187948477,NA,NA,0,0.75
"2277","sp6","sp50",8,0.0418009078555573,0.0292858180897599,0.00284131601201043,3,0.75
"2278","sp6","sp50",10,0.0509953128464928,0.0680194537702987,0.0193089078472358,3,0.75
"2279","sp7","sp17",10,0.0238872970795739,0.023838103711673,0.00187087358526505,3,0.75
"2280","sp7","sp45",3,-0.0103393597131489,NA,NA,0,0.75
"2281","sp7","sp45",4,-0.0487528969563228,-0.0448372491789634,-0.038201715037738,3,0.75
"2282","sp7","sp45",5,-0.00116126214865603,-0.0135481881139659,NA,1,0.75
"2283","sp8","sp22",6,NA,NA,-0.000417927262573854,0,0.75
"2284","sp8","sp23",5,NA,-0.00476143384184795,NA,0,0.75
"2285","sp8","sp23",6,NA,NA,-0.000252941194232046,0,0.75
"2286","sp8","sp24",2,NA,0.000289612043998172,NA,0,0.75
"2287","sp8","sp24",6,NA,NA,-0.000370563257216898,0,0.75
"2288","sp8","sp26",6,NA,NA,-0.00142594016528289,0,0.75
"2289","sp8","sp27",6,NA,NA,-0.00127539288769408,0,0.75
"2290","sp8","sp28",6,NA,NA,-0.000311437975590762,0,0.75
"2291","sp8","sp29",6,NA,NA,-0.0148601045659224,0,0.75
"2292","sp8","sp30",6,NA,NA,-0.00182423194446178,0,0.75
"2293","sp8","sp47",2,-0.00468360422738062,-0.0268785103650867,NA,1,0.75
"2294","sp9","sp37",3,NA,-0.000363983585817008,NA,0,0.75
"2295","sp9","sp37",4,-0.0193008179443857,-0.00619808257692578,NA,1,0.75
"2296","sp9","sp37",6,-0.0107257495737064,-0.0120694207684333,NA,1,0.75
"2297","sp9","sp37",7,-0.0413596055993438,-0.0386962828213085,NA,1,0.75
"2298","sp9","sp37",10,-0.0440737056394994,-0.0490202049298072,NA,1,0.75
"2299","sp9","sp41",1,-0.0273777404790603,-0.00760605500676653,NA,1,0.75
"2300","sp10","sp26",3,-0.00101891963478464,NA,NA,0,0.75
"2301","sp10","sp31",1,-0.0282247427929744,-0.013349343481223,NA,1,0.75
"2302","sp10","sp41",3,0.0696511693830533,0.09476073717295,0.054679595720827,3,0.75
"2303","sp10","sp42",7,-0.000609546408410521,NA,NA,0,0.75
"2304","sp10","sp48",2,NA,-0.0148244728311028,NA,0,0.75
"2305","sp10","sp48",3,-0.00270107522299584,-0.00956652632371569,NA,1,0.75
"2306","sp10","sp48",6,-0.0832549928391535,-0.0951715300857373,-0.0333191051498139,3,0.75
"2307","sp10","sp48",9,-0.0574878040419631,-0.0592538594922105,NA,1,0.75
"2308","sp10","sp50",7,-0.00348752558089999,-0.000872867640387466,NA,1,0.75
"2309","sp11","sp21",4,NA,NA,-0.000820591576056773,0,0.75
"2310","sp11","sp22",4,NA,NA,-0.000866088955957201,0,0.75
"2311","sp11","sp23",4,NA,NA,-0.00579273907144765,0,0.75
"2312","sp11","sp24",4,NA,NA,-0.000217684892517962,0,0.75
"2313","sp11","sp25",4,NA,NA,-0.000404308066459027,0,0.75
"2314","sp11","sp27",4,NA,NA,-0.031188324870345,0,0.75
"2315","sp11","sp28",4,NA,NA,-0.000443266597517206,0,0.75
"2316","sp11","sp30",4,NA,NA,-0.00151436012825922,0,0.75
"2317","sp12","sp17",4,-0.0142742987167461,NA,NA,0,0.75
"2318","sp12","sp19",6,0.0114875000428858,0.0629837362546616,NA,1,0.75
"2319","sp12","sp19",9,0.0428820126137981,0.0384830056099717,0.00310726922124971,3,0.75
"2320","sp12","sp20",1,NA,0.00379172228451585,NA,0,0.75
"2321","sp12","sp21",1,NA,NA,-0.0494376164894819,0,0.75
"2322","sp12","sp22",1,NA,NA,-0.0029863890028166,0,0.75
"2323","sp12","sp23",1,NA,NA,-0.00803204428677114,0,0.75
"2324","sp12","sp24",1,NA,NA,-0.0150798858903303,0,0.75
"2325","sp12","sp25",1,NA,NA,-0.00644553491017184,0,0.75
"2326","sp12","sp26",1,NA,NA,-0.00113930698629421,0,0.75
"2327","sp12","sp26",4,0.0335666083948468,0.0628839305399569,NA,1,0.75
"2328","sp12","sp27",1,NA,NA,-0.00154758565405861,0,0.75
"2329","sp12","sp28",1,NA,NA,-0.000609466980689916,0,0.75
"2330","sp12","sp29",1,NA,NA,-0.000793047128574547,0,0.75
"2331","sp12","sp30",1,NA,NA,-0.0137172484462974,0,0.75
"2332","sp12","sp38",1,NA,NA,0.0002355949618693,0,0.75
"2333","sp12","sp40",1,NA,NA,0.00230067733107032,0,0.75
"2334","sp12","sp42",8,0.000755341722694598,NA,NA,0,0.75
"2335","sp12","sp46",1,NA,NA,0.000678264615686398,0,0.75
"2336","sp12","sp50",3,0.00154003280909098,0.00108752495419714,NA,1,0.75
"2337","sp12","sp50",7,0.0444734290819578,0.0181409268264187,0.034281137131339,3,0.75
"2338","sp12","sp50",8,0.000514785925722601,0.00305979583485177,NA,1,0.75
"2339","sp13","sp18",7,-0.0288547838901547,NA,NA,0,0.75
"2340","sp13","sp18",9,NA,-0.0138165082144207,NA,0,0.75
"2341","sp13","sp29",6,0.0385835199911248,0.0409010464415901,NA,1,0.75
"2342","sp13","sp33",7,-0.00186912154063228,NA,NA,0,0.75
"2343","sp13","sp37",3,NA,0.00605130203983138,NA,0,0.75
"2344","sp13","sp40",5,NA,NA,0.00811298235481828,0,0.75
"2345","sp14","sp21",2,-0.0620690574723413,-0.125612554567758,NA,1,0.75
"2346","sp14","sp21",3,-0.0198417061189963,-0.0139174323805667,NA,1,0.75
"2347","sp14","sp21",5,-0.0985301969444247,-0.135081323977869,-0.0441066385554818,3,0.75
"2348","sp14","sp21",6,-0.110054642369937,-0.116007327928719,NA,1,0.75
"2349","sp14","sp21",7,-0.0547285275091852,-0.0690285592054599,NA,1,0.75
"2350","sp14","sp21",8,-0.0847690674191001,-0.0628961084512241,NA,1,0.75
"2351","sp14","sp21",9,-0.0523792275726331,-0.0543797133524844,-0.0422109018439289,3,0.75
"2352","sp14","sp21",10,-0.115137131546707,-0.143032646281611,-0.0485221890542626,3,0.75
"2353","sp14","sp22",5,NA,NA,-0.00218599217082853,0,0.75
"2354","sp14","sp22",9,NA,NA,-0.000704226132134212,0,0.75
"2355","sp14","sp22",10,NA,NA,-0.00374272936588124,0,0.75
"2356","sp14","sp23",5,NA,NA,-0.00151023175573335,0,0.75
"2357","sp14","sp23",9,NA,NA,-0.00194564765314225,0,0.75
"2358","sp14","sp23",10,NA,NA,-0.003041895167063,0,0.75
"2359","sp14","sp24",5,NA,NA,-0.00101039539534208,0,0.75
"2360","sp14","sp24",9,NA,NA,-0.000370294752238001,0,0.75
"2361","sp14","sp24",10,NA,NA,-0.00124087573317346,0,0.75
"2362","sp14","sp25",5,NA,NA,-0.000435338958414539,0,0.75
"2363","sp14","sp25",9,NA,NA,-0.000412518190298964,0,0.75
"2364","sp14","sp25",10,NA,NA,-0.000759886712609221,0,0.75
"2365","sp14","sp26",5,NA,NA,-0.000209322913978327,0,0.75
"2366","sp14","sp27",5,NA,NA,-0.00189028829623688,0,0.75
"2367","sp14","sp27",9,NA,NA,-0.00159074933943023,0,0.75
"2368","sp14","sp27",10,NA,NA,-0.000791489601283227,0,0.75
"2369","sp14","sp28",5,NA,NA,-0.00565620579599702,0,0.75
"2370","sp14","sp28",9,NA,NA,-0.00488624866496603,0,0.75
