"","Source","Sink","Time","L_Edge_weight","O_Edge_weight","Cov_Edge_weight","Recovery","Connectance"
"869","sp14","sp28",5,NA,NA,-0.00227208255598692,0,0.2
"870","sp14","sp28",9,NA,NA,-0.000275456022568169,0,0.2
"871","sp14","sp28",10,NA,NA,-0.00590466320613044,0,0.2
"872","sp14","sp29",5,NA,NA,-0.000335366501642141,0,0.2
"873","sp14","sp30",5,NA,NA,-0.00191448521436436,0,0.2
"874","sp14","sp30",9,NA,NA,-0.000212848734299489,0,0.2
"875","sp14","sp30",10,NA,NA,-0.00217499795988301,0,0.2
"876","sp14","sp50",4,-0.0115873006083423,-0.00440390898223691,NA,1,0.2
"877","sp15","sp21",4,NA,NA,-0.000315773190483026,0,0.2
"878","sp15","sp21",6,NA,NA,-0.00129115603291288,0,0.2
"879","sp15","sp22",4,NA,NA,-0.00122647591046345,0,0.2
"880","sp15","sp22",6,NA,NA,-0.00184821637140096,0,0.2
"881","sp15","sp23",4,NA,NA,-0.000571480831618625,0,0.2
"882","sp15","sp23",6,NA,NA,-0.00116709077177179,0,0.2
"883","sp15","sp24",2,NA,NA,-0.00023117273072561,0,0.2
"884","sp15","sp24",3,NA,NA,-0.000268774564035383,0,0.2
"885","sp15","sp24",4,NA,-0.0459086824906449,-0.0109180007171971,2,0.2
"886","sp15","sp24",6,NA,NA,-0.00231783316910129,0,0.2
"887","sp15","sp25",4,NA,-0.00225264663134014,-0.00279667996810348,2,0.2
"888","sp15","sp25",6,NA,NA,-0.00172601897586024,0,0.2
"889","sp15","sp26",6,NA,NA,-0.000274885116002819,0,0.2
"890","sp15","sp27",4,NA,NA,-0.000623987904360945,0,0.2
"891","sp15","sp27",6,NA,NA,-0.00065214098199144,0,0.2
"892","sp15","sp28",2,NA,NA,-0.00152032172046444,0,0.2
"893","sp15","sp28",3,NA,NA,-0.00154222097128808,0,0.2
"894","sp15","sp28",4,NA,-0.0117118867402041,-0.00640029844319731,2,0.2
"895","sp15","sp28",5,-0.0139314845232151,-0.0228535154629167,NA,1,0.2
"896","sp15","sp28",6,NA,NA,-0.0163756687145083,0,0.2
"897","sp15","sp29",6,NA,NA,-0.000381431035710353,0,0.2
"898","sp15","sp30",2,NA,NA,-0.000329519181829525,0,0.2
"899","sp15","sp30",3,NA,NA,-0.00033646836752612,0,0.2
"900","sp15","sp30",4,NA,-0.000286074268961485,-0.00149864454321147,2,0.2
"901","sp15","sp30",6,NA,NA,-0.00240728046194268,0,0.2
"902","sp15","sp31",7,-0.0750308293078272,-0.0432454607298837,-0.00802656782332156,3,0.2
"903","sp15","sp31",9,-0.0116741491301733,-0.0173384635983445,NA,1,0.2
"904","sp15","sp33",3,0.000337285695649779,NA,NA,0,0.2
"905","sp15","sp42",3,0.0295364618236464,NA,0.022720566082945,0,0.2
"906","sp15","sp46",6,-0.00516665202477116,NA,NA,0,0.2
"907","sp15","sp47",3,0.0374531532472895,0.0766425529848139,0.0215233113009691,3,0.2
"908","sp15","sp47",7,0.0539939957653655,0.0789372400927387,0.0135940923742927,3,0.2
"909","sp15","sp47",9,0.000402285451298283,0.00122025833085223,NA,1,0.2
"910","sp16","sp35",2,-0.00281095833360593,-0.0039470571573519,NA,1,0.2
"911","sp16","sp48",2,0.0388110308102665,0.0615197645789774,0.00451864297690252,3,0.2
"912","sp16","sp48",3,0.0111297546270492,NA,NA,0,0.2
"913","sp16","sp48",7,0.119225822214918,0.0992864422798302,0.0873491332867262,3,0.2
"914","sp16","sp48",8,0.00499594328178082,0.00244314517056571,NA,1,0.2
"915","sp18","sp26",4,-0.000240938786872077,NA,NA,0,0.2
"916","sp18","sp33",6,0.0896101512032924,0.10188363876982,0.0556147338929439,3,0.2
"917","sp18","sp33",7,0.0252516294589184,0.0462879467578797,NA,1,0.2
"918","sp18","sp33",8,0.0170620434016347,0.0433644565443915,NA,1,0.2
"919","sp18","sp33",10,NA,0.00859677334574266,NA,0,0.2
"920","sp19","sp27",1,-0.000209814295091906,NA,NA,0,0.2
"921","sp19","sp49",1,0.00333595877239328,NA,NA,0,0.2
"922","sp20","sp36",4,NA,-0.0403739189510508,NA,0,0.2
"923","sp20","sp41",7,0.0300063767200969,NA,NA,0,0.2
"924","sp21","sp22",1,NA,NA,0.041204149541408,0,0.2
"925","sp21","sp22",2,NA,NA,0.0353885679262145,0,0.2
"926","sp21","sp22",3,NA,NA,0.0745274752985938,0,0.2
"927","sp21","sp22",4,NA,NA,0.174959648630994,0,0.2
"928","sp21","sp22",5,NA,NA,0.0660715081851466,0,0.2
"929","sp21","sp22",6,NA,NA,0.0191851456792155,0,0.2
"930","sp21","sp22",7,NA,NA,0.143501240406866,0,0.2
"931","sp21","sp22",8,NA,NA,0.137944465718349,0,0.2
"932","sp21","sp22",9,NA,NA,0.00858646356770429,0,0.2
"933","sp21","sp22",10,NA,NA,0.0916465051944142,0,0.2
"934","sp21","sp23",1,NA,NA,0.194356271231586,0,0.2
"935","sp21","sp23",2,NA,NA,0.0868064181710969,0,0.2
"936","sp21","sp23",3,NA,NA,0.0265675636402054,0,0.2
"937","sp21","sp23",4,NA,NA,0.0926356152463168,0,0.2
"938","sp21","sp23",5,NA,NA,0.0535096457621974,0,0.2
"939","sp21","sp23",6,NA,NA,0.0826534313463318,0,0.2
"940","sp21","sp23",7,NA,NA,0.0960094868261429,0,0.2
"941","sp21","sp23",8,NA,NA,0.0704316085622115,0,0.2
"942","sp21","sp23",9,NA,NA,0.0452070348027522,0,0.2
"943","sp21","sp23",10,NA,NA,0.0781022484644174,0,0.2
"944","sp21","sp24",1,NA,NA,0.11686440838892,0,0.2
"945","sp21","sp24",2,NA,NA,0.0285785457911508,0,0.2
"946","sp21","sp24",3,NA,NA,0.0230412871138644,0,0.2
"947","sp21","sp24",4,NA,NA,0.0204703328515478,0,0.2
"948","sp21","sp24",5,NA,NA,0.0294023104784476,0,0.2
"949","sp21","sp24",6,NA,NA,0.0272651004936345,0,0.2
"950","sp21","sp24",7,NA,NA,0.0267489705725742,0,0.2
"951","sp21","sp24",8,NA,NA,0.0330970354911665,0,0.2
"952","sp21","sp24",9,NA,NA,0.00955119459794506,0,0.2
"953","sp21","sp24",10,NA,NA,0.0333250591780263,0,0.2
"954","sp21","sp25",1,NA,NA,0.122870105912034,0,0.2
"955","sp21","sp25",2,NA,NA,0.0229279075241072,0,0.2
"956","sp21","sp25",3,NA,NA,0.00840725264180329,0,0.2
"957","sp21","sp25",4,NA,NA,0.0140878452026226,0,0.2
"958","sp21","sp25",5,NA,NA,0.017376309855215,0,0.2
"959","sp21","sp25",6,NA,NA,0.0265157639478844,0,0.2
"960","sp21","sp25",7,NA,NA,0.018156614645446,0,0.2
"961","sp21","sp25",8,NA,NA,0.0260140736678882,0,0.2
"962","sp21","sp25",9,NA,NA,0.0101358501499605,0,0.2
"963","sp21","sp25",10,NA,NA,0.0274420485524,0,0.2
"964","sp21","sp26",1,NA,NA,0.0108635286645977,0,0.2
"965","sp21","sp26",2,NA,NA,0.00501541321716949,0,0.2
"966","sp21","sp26",3,NA,NA,0.0356416903634567,0,0.2
"967","sp21","sp26",4,NA,NA,0.023451311661776,0,0.2
"968","sp21","sp26",5,NA,NA,0.00491775987112087,0,0.2
"969","sp21","sp26",6,NA,NA,0.00439244357330897,0,0.2
"970","sp21","sp26",7,NA,NA,0.00251706550169031,0,0.2
"971","sp21","sp26",8,NA,NA,0.00979838849935153,0,0.2
"972","sp21","sp26",9,NA,NA,0.00161248533585774,0,0.2
"973","sp21","sp26",10,NA,NA,0.0014654950703272,0,0.2
"974","sp21","sp27",1,NA,NA,0.0140916185660272,0,0.2
"975","sp21","sp27",2,NA,NA,0.0969370823376017,0,0.2
"976","sp21","sp27",3,NA,NA,0.128858906903045,0,0.2
"977","sp21","sp27",4,NA,NA,0.0651062836705305,0,0.2
"978","sp21","sp27",5,NA,NA,0.131945733218597,0,0.2
"979","sp21","sp27",6,NA,NA,0.0934842552628887,0,0.2
"980","sp21","sp27",7,NA,NA,0.0402786606557394,0,0.2
"981","sp21","sp27",8,NA,NA,0.0807095048950047,0,0.2
"982","sp21","sp27",9,NA,NA,0.106202277409706,0,0.2
"983","sp21","sp27",10,NA,NA,0.0622745756020636,0,0.2
"984","sp21","sp28",1,NA,NA,0.00990928378172437,0,0.2
"985","sp21","sp28",2,NA,NA,0.131046672227313,0,0.2
"986","sp21","sp28",3,NA,NA,0.0875271355375648,0,0.2
"987","sp21","sp28",4,NA,NA,0.0571322264922483,0,0.2
"988","sp21","sp28",5,NA,NA,0.117203506598016,0,0.2
"989","sp21","sp28",6,NA,NA,0.112056199193926,0,0.2
"990","sp21","sp28",7,NA,NA,0.0956414955276637,0,0.2
"991","sp21","sp28",8,NA,NA,0.0976937552974367,0,0.2
"992","sp21","sp28",9,NA,NA,0.064100433162791,0,0.2
"993","sp21","sp28",10,NA,NA,0.158213769355833,0,0.2
"994","sp21","sp29",1,NA,NA,0.014329463148135,0,0.2
"995","sp21","sp29",2,NA,NA,0.0127478994264485,0,0.2
"996","sp21","sp29",3,NA,NA,0.0185838470972239,0,0.2
"997","sp21","sp29",4,NA,NA,0.00302678401162495,0,0.2
"998","sp21","sp29",5,NA,NA,0.0172996853633182,0,0.2
"999","sp21","sp29",6,NA,NA,0.0223991459568467,0,0.2
"1000","sp21","sp29",7,NA,NA,0.00917844174518503,0,0.2
"1001","sp21","sp29",8,NA,NA,0.00422684005148603,0,0.2
"1002","sp21","sp29",9,NA,NA,0.00422561878972503,0,0.2
"1003","sp21","sp29",10,NA,NA,0.00512380761642638,0,0.2
"1004","sp21","sp30",1,NA,NA,0.0148705471556002,0,0.2
"1005","sp21","sp30",2,NA,NA,0.176973368488827,0,0.2
"1006","sp21","sp30",3,NA,NA,0.117108360249509,0,0.2
"1007","sp21","sp30",4,NA,NA,0.0803996205292848,0,0.2
"1008","sp21","sp30",5,NA,NA,0.0987570135239876,0,0.2
"1009","sp21","sp30",6,NA,NA,0.118146608218846,0,0.2
"1010","sp21","sp30",7,NA,NA,0.0851974759989655,0,0.2
"1011","sp21","sp30",8,NA,NA,0.051032478134482,0,0.2
"1012","sp21","sp30",9,NA,NA,0.0495312713113616,0,0.2
"1013","sp21","sp30",10,NA,NA,0.0582784530465195,0,0.2
"1014","sp21","sp32",3,NA,NA,-0.000508156235380916,0,0.2
"1015","sp21","sp32",10,NA,NA,-0.00085930563976555,0,0.2
"1016","sp21","sp38",1,NA,NA,-0.000224880468209968,0,0.2
"1017","sp21","sp40",1,-0.0596539315765673,-0.0222658094990013,-0.0670531988589327,3,0.2
"1018","sp21","sp42",5,NA,NA,-0.000734254252550188,0,0.2
"1019","sp21","sp46",1,NA,NA,-0.00487521223499167,0,0.2
"1020","sp21","sp49",1,NA,NA,-0.00040303707541191,0,0.2
"1021","sp22","sp23",1,NA,NA,0.142016594496258,0,0.2
"1022","sp22","sp23",2,NA,NA,0.140243648189126,0,0.2
"1023","sp22","sp23",3,NA,NA,0.132793535008775,0,0.2
"1024","sp22","sp23",4,NA,NA,0.0286235480978488,0,0.2
"1025","sp22","sp23",5,NA,NA,0.0876671533116604,0,0.2
"1026","sp22","sp23",6,NA,NA,0.0360403024778291,0,0.2
"1027","sp22","sp23",7,NA,NA,0.060643044495653,0,0.2
"1028","sp22","sp23",8,NA,NA,0.0550622844202913,0,0.2
"1029","sp22","sp23",9,NA,NA,0.0450962889884451,0,0.2
"1030","sp22","sp23",10,NA,NA,0.140631250969695,0,0.2
"1031","sp22","sp24",1,NA,NA,0.161497890813484,0,0.2
"1032","sp22","sp24",2,NA,NA,0.0452096729608946,0,0.2
"1033","sp22","sp24",3,NA,NA,0.0871876483348716,0,0.2
"1034","sp22","sp24",4,NA,NA,0.0820989043509719,0,0.2
"1035","sp22","sp24",5,NA,NA,0.0433349260715728,0,0.2
"1036","sp22","sp24",6,NA,NA,0.0684709850780464,0,0.2
"1037","sp22","sp24",7,NA,NA,0.0799864580982264,0,0.2
"1038","sp22","sp24",8,NA,NA,0.0791887122604089,0,0.2
"1039","sp22","sp24",9,NA,NA,0.0201424817403609,0,0.2
"1040","sp22","sp24",10,NA,NA,0.0435174680771893,0,0.2
"1041","sp22","sp25",1,NA,NA,0.183595050466268,0,0.2
"1042","sp22","sp25",2,NA,NA,0.0688801814455832,0,0.2
"1043","sp22","sp25",3,NA,NA,0.028258698610629,0,0.2
"1044","sp22","sp25",4,NA,NA,0.0362024785739729,0,0.2
"1045","sp22","sp25",5,NA,NA,0.0197344560939228,0,0.2
"1046","sp22","sp25",6,NA,NA,0.104802367310366,0,0.2
"1047","sp22","sp25",7,NA,NA,0.0428281881700128,0,0.2
"1048","sp22","sp25",8,NA,NA,0.0342403523283542,0,0.2
"1049","sp22","sp25",9,NA,NA,0.0136295826732927,0,0.2
"1050","sp22","sp25",10,NA,NA,0.0333114550176802,0,0.2
"1051","sp22","sp26",1,NA,NA,0.0171347320261013,0,0.2
"1052","sp22","sp26",2,NA,NA,0.0984766680657858,0,0.2
"1053","sp22","sp26",3,NA,NA,0.0227585819320578,0,0.2
"1054","sp22","sp26",4,NA,NA,0.00971603983755053,0,0.2
"1055","sp22","sp26",5,NA,NA,0.0185751316912513,0,0.2
"1056","sp22","sp26",6,NA,NA,0.0101206559010737,0,0.2
"1057","sp22","sp26",7,NA,NA,0.0224040578421595,0,0.2
"1058","sp22","sp26",8,NA,NA,0.0429264577528269,0,0.2
"1059","sp22","sp26",9,NA,NA,0.00198256439837444,0,0.2
"1060","sp22","sp26",10,NA,NA,0.00205354015462557,0,0.2
"1061","sp22","sp27",1,NA,NA,0.11375320761016,0,0.2
"1062","sp22","sp27",2,NA,NA,0.0327155674677598,0,0.2
"1063","sp22","sp27",3,NA,NA,0.0505993822003273,0,0.2
"1064","sp22","sp27",4,NA,NA,0.0700629651917871,0,0.2
"1065","sp22","sp27",5,NA,NA,0.0237904171511083,0,0.2
"1066","sp22","sp27",6,NA,NA,0.0972840865300629,0,0.2
"1067","sp22","sp27",7,NA,NA,0.0979928080271685,0,0.2
"1068","sp22","sp27",8,NA,NA,0.10801501993456,0,0.2
"1069","sp22","sp27",9,NA,NA,0.0180720953641854,0,0.2
"1070","sp22","sp27",10,NA,NA,0.169659131816281,0,0.2
"1071","sp22","sp28",1,NA,NA,0.0155575750202847,0,0.2
"1072","sp22","sp28",2,NA,NA,0.114205490711975,0,0.2
"1073","sp22","sp28",3,NA,NA,0.116555160135256,0,0.2
"1074","sp22","sp28",4,NA,NA,0.215823627774431,0,0.2
"1075","sp22","sp28",5,NA,NA,0.121411617820298,0,0.2
"1076","sp22","sp28",6,NA,NA,0.160402192596916,0,0.2
"1077","sp22","sp28",7,NA,NA,0.175185083237899,0,0.2
"1078","sp22","sp28",8,NA,NA,0.119866665908488,0,0.2
"1079","sp22","sp28",9,NA,NA,0.147438312742609,0,0.2
"1080","sp22","sp28",10,NA,NA,0.0884801721786874,0,0.2
"1081","sp22","sp29",1,NA,NA,0.024685389307092,0,0.2
"1082","sp22","sp29",2,NA,NA,0.0208569651323352,0,0.2
"1083","sp22","sp29",3,NA,NA,0.0574290045994202,0,0.2
"1084","sp22","sp29",4,NA,NA,0.00540024509268013,0,0.2
"1085","sp22","sp29",5,NA,NA,0.0513165175031912,0,0.2
"1086","sp22","sp29",6,NA,NA,0.0202430745279981,0,0.2
"1087","sp22","sp29",7,NA,NA,0.0039740181049471,0,0.2
"1088","sp22","sp29",8,NA,NA,0.00391387633400783,0,0.2
"1089","sp22","sp29",9,NA,NA,0.00479420011710959,0,0.2
"1090","sp22","sp29",10,NA,NA,0.00746671472650972,0,0.2
"1091","sp22","sp30",1,NA,NA,0.0230724486860822,0,0.2
"1092","sp22","sp30",2,NA,NA,0.0995160460059103,0,0.2
"1093","sp22","sp30",3,NA,NA,0.0376945176706337,0,0.2
"1094","sp22","sp30",4,NA,NA,0.170391426320567,0,0.2
"1095","sp22","sp30",5,NA,NA,0.0385675064226198,0,0.2
"1096","sp22","sp30",6,NA,NA,0.0282858111345603,0,0.2
"1097","sp22","sp30",7,NA,NA,0.031214769431972,0,0.2
"1098","sp22","sp30",8,NA,NA,0.0398650318483098,0,0.2
"1099","sp22","sp30",9,NA,NA,0.0588848055018129,0,0.2
"1100","sp22","sp30",10,NA,NA,0.0849521262299999,0,0.2
"1101","sp22","sp32",10,NA,NA,-0.00154726950198622,0,0.2
"1102","sp22","sp38",1,NA,NA,-0.000348914065433203,0,0.2
"1103","sp22","sp40",1,NA,NA,-0.00194055545243644,0,0.2
"1104","sp22","sp42",5,NA,NA,-0.000833900202601358,0,0.2
"1105","sp22","sp46",1,NA,NA,-0.00674208212033274,0,0.2
"1106","sp22","sp49",1,NA,NA,-0.00325347722824153,0,0.2
"1107","sp23","sp24",1,NA,NA,0.0830147767749818,0,0.2
"1108","sp23","sp24",2,NA,NA,0.145004828554735,0,0.2
"1109","sp23","sp24",3,NA,NA,0.0960041214330108,0,0.2
"1110","sp23","sp24",4,NA,NA,0.0574676246404411,0,0.2
"1111","sp23","sp24",5,NA,NA,0.145380382998493,0,0.2
"1112","sp23","sp24",6,NA,NA,0.130882085288727,0,0.2
"1113","sp23","sp24",7,NA,NA,0.208020798505915,0,0.2
"1114","sp23","sp24",8,NA,NA,0.185806732338462,0,0.2
"1115","sp23","sp24",9,NA,NA,0.197463355037455,0,0.2
"1116","sp23","sp24",10,NA,NA,0.114978004725276,0,0.2
"1117","sp23","sp25",1,NA,NA,0.12866670620507,0,0.2
"1118","sp23","sp25",2,NA,NA,0.207515343846945,0,0.2
"1119","sp23","sp25",3,NA,NA,0.142859240159129,0,0.2
"1120","sp23","sp25",4,NA,NA,0.0809934696599374,0,0.2
"1121","sp23","sp25",5,NA,NA,0.196356922273485,0,0.2
"1122","sp23","sp25",6,NA,NA,0.204625183252021,0,0.2
"1123","sp23","sp25",7,NA,NA,0.200584128676474,0,0.2
"1124","sp23","sp25",8,NA,NA,0.258571980074863,0,0.2
"1125","sp23","sp25",9,NA,NA,0.243553343737174,0,0.2
"1126","sp23","sp25",10,NA,NA,0.218334528958411,0,0.2
"1127","sp23","sp26",1,NA,NA,0.0104094243078742,0,0.2
"1128","sp23","sp26",2,NA,NA,0.0133371197773458,0,0.2
"1129","sp23","sp26",3,NA,NA,0.0156433175922219,0,0.2
"1130","sp23","sp26",4,NA,NA,0.00165644066094107,0,0.2
"1131","sp23","sp26",5,NA,NA,0.0275104869092946,0,0.2
"1132","sp23","sp26",6,NA,NA,0.0183153495968727,0,0.2
"1133","sp23","sp26",7,NA,NA,0.00130816430943818,0,0.2
"1134","sp23","sp26",8,NA,NA,0.0086442971677656,0,0.2
"1135","sp23","sp26",9,NA,NA,0.00476722034601184,0,0.2
"1136","sp23","sp26",10,NA,NA,0.00388736954966253,0,0.2
"1137","sp23","sp27",1,NA,NA,0.0823505356166805,0,0.2
"1138","sp23","sp27",2,NA,NA,0.226018122062057,0,0.2
"1139","sp23","sp27",3,NA,NA,0.185217714542132,0,0.2
"1140","sp23","sp27",4,NA,NA,0.173091080103126,0,0.2
"1141","sp23","sp27",5,NA,NA,0.180242352453978,0,0.2
"1142","sp23","sp27",6,NA,NA,0.195020358810212,0,0.2
"1143","sp23","sp27",7,NA,NA,0.174990397446352,0,0.2
"1144","sp23","sp27",8,NA,NA,0.197722797911048,0,0.2
"1145","sp23","sp27",9,NA,NA,0.173953885981416,0,0.2
"1146","sp23","sp27",10,NA,NA,0.218394309813079,0,0.2
"1147","sp23","sp28",1,NA,NA,0.033055767757573,0,0.2
"1148","sp23","sp28",2,NA,NA,0.0723713898996258,0,0.2
"1149","sp23","sp28",3,NA,NA,0.0847347758784947,0,0.2
"1150","sp23","sp28",4,NA,NA,0.0554817078664228,0,0.2
"1151","sp23","sp28",5,NA,NA,0.0525559304523816,0,0.2
"1152","sp23","sp28",6,NA,NA,0.101289017172951,0,0.2
"1153","sp23","sp28",7,NA,NA,0.0973257003059279,0,0.2
"1154","sp23","sp28",8,NA,NA,0.1644874272311,0,0.2
"1155","sp23","sp28",9,NA,NA,0.0414655465959129,0,0.2
"1156","sp23","sp28",10,NA,NA,0.0731974129525451,0,0.2
"1157","sp23","sp29",1,NA,NA,0.0501199203814377,0,0.2
"1158","sp23","sp29",2,NA,NA,0.0266250695990912,0,0.2
"1159","sp23","sp29",3,NA,NA,0.0674727374522834,0,0.2
"1160","sp23","sp29",4,NA,NA,0.001956246538457,0,0.2
"1161","sp23","sp29",5,NA,NA,0.133829277625368,0,0.2
"1162","sp23","sp29",6,NA,NA,0.0177715332421864,0,0.2
"1163","sp23","sp29",7,NA,NA,0.0123746065561287,0,0.2
"1164","sp23","sp29",8,NA,NA,0.00994671532600538,0,0.2
"1165","sp23","sp29",9,NA,NA,0.0464674882465252,0,0.2
"1166","sp23","sp29",10,NA,NA,0.0111928463054397,0,0.2
"1167","sp23","sp30",1,NA,NA,0.0545066717173978,0,0.2
"1168","sp23","sp30",2,NA,NA,0.0816230762322534,0,0.2
"1169","sp23","sp30",3,NA,NA,0.0292298522462759,0,0.2
"1170","sp23","sp30",4,NA,NA,0.0632873886681898,0,0.2
"1171","sp23","sp30",5,NA,NA,0.087912704025954,0,0.2
"1172","sp23","sp30",6,NA,NA,0.0449660884911371,0,0.2
"1173","sp23","sp30",7,NA,NA,0.115420482316483,0,0.2
"1174","sp23","sp30",8,NA,NA,0.123236883781065,0,0.2
"1175","sp23","sp30",9,NA,NA,0.0716755680560036,0,0.2
"1176","sp23","sp30",10,NA,NA,0.127095991103822,0,0.2
"1177","sp23","sp32",10,NA,NA,-0.0155647455667841,0,0.2
"1178","sp23","sp38",1,NA,NA,-0.00082427941138395,0,0.2
"1179","sp23","sp40",1,NA,NA,-0.00915342571200616,0,0.2
"1180","sp23","sp42",5,NA,NA,-0.0082972683152115,0,0.2
"1181","sp23","sp46",1,NA,NA,-0.00347781833556617,0,0.2
"1182","sp23","sp49",1,NA,NA,-0.00235532340592331,0,0.2
"1183","sp24","sp25",1,NA,NA,0.157627655893188,0,0.2
"1184","sp24","sp25",2,0.0218095270637249,0.0832977005349935,0.324436591062854,3,0.2
"1185","sp24","sp25",3,NA,NA,0.229548057598222,0,0.2
"1186","sp24","sp25",4,NA,0.0680422614033895,0.329426758248281,2,0.2
"1187","sp24","sp25",5,NA,NA,0.270462308148379,0,0.2
"1188","sp24","sp25",6,NA,NA,0.296009265355342,0,0.2
"1189","sp24","sp25",7,0.0758221213846367,0.0435058281521093,0.328830786976759,3,0.2
"1190","sp24","sp25",8,0.0324336673392855,0.0476566065410188,0.308670349586417,3,0.2
"1191","sp24","sp25",9,NA,NA,0.256487010860525,0,0.2
"1192","sp24","sp25",10,NA,NA,0.307954508151463,0,0.2
"1193","sp24","sp26",1,NA,NA,0.0834095515549464,0,0.2
"1194","sp24","sp26",2,NA,NA,0.0279674902990653,0,0.2
"1195","sp24","sp26",3,NA,NA,0.0917230714185144,0,0.2
"1196","sp24","sp26",4,NA,NA,0.000784873310887594,0,0.2
"1197","sp24","sp26",5,NA,NA,0.163320013580956,0,0.2
"1198","sp24","sp26",6,NA,NA,0.135796437831156,0,0.2
"1199","sp24","sp26",7,NA,NA,0.00135241807926273,0,0.2
"1200","sp24","sp26",8,NA,NA,0.0427811393487558,0,0.2
"1201","sp24","sp26",9,NA,NA,0.0137949570970115,0,0.2
"1202","sp24","sp26",10,NA,NA,0.0250126090363279,0,0.2
"1203","sp24","sp27",1,NA,NA,0.0190139349123481,0,0.2
"1204","sp24","sp27",2,NA,NA,0.0444287268975184,0,0.2
"1205","sp24","sp27",3,NA,NA,0.0369160777934168,0,0.2
"1206","sp24","sp27",4,NA,NA,0.0456357333643044,0,0.2
"1207","sp24","sp27",5,NA,NA,0.0445173550052786,0,0.2
"1208","sp24","sp27",6,NA,NA,0.03711631961609,0,0.2
"1209","sp24","sp27",7,NA,NA,0.0338441322356499,0,0.2
"1210","sp24","sp27",8,NA,NA,0.0944334839931646,0,0.2
"1211","sp24","sp27",9,NA,NA,0.0283840566386398,0,0.2
"1212","sp24","sp27",10,NA,NA,0.0335999900713613,0,0.2
"1213","sp24","sp28",1,NA,NA,0.0099734417135926,0,0.2
"1214","sp24","sp28",2,NA,NA,0.215024641353746,0,0.2
"1215","sp24","sp28",3,NA,NA,0.246775346365917,0,0.2
"1216","sp24","sp28",4,0.0552178617975728,0.000387740525783457,0.303035603130389,3,0.2
"1217","sp24","sp28",5,NA,NA,0.200926262870347,0,0.2
"1218","sp24","sp28",6,NA,NA,0.201159147309545,0,0.2
"1219","sp24","sp28",7,NA,NA,0.132473539829222,0,0.2
"1220","sp24","sp28",8,NA,NA,0.266140405570594,0,0.2
"1221","sp24","sp28",9,NA,NA,0.0529437666189089,0,0.2
"1222","sp24","sp28",10,NA,NA,0.233760768653711,0,0.2
"1223","sp24","sp29",1,NA,NA,0.0143554024486366,0,0.2
"1224","sp24","sp29",2,NA,NA,0.0214487263825124,0,0.2
"1225","sp24","sp29",3,NA,NA,0.0204551624043046,0,0.2
"1226","sp24","sp29",4,NA,NA,0.00263562425073024,0,0.2
"1227","sp24","sp29",5,NA,NA,0.0564246447383629,0,0.2
"1228","sp24","sp29",6,NA,NA,0.0264180123487977,0,0.2
"1229","sp24","sp29",7,NA,NA,0.00335836939125458,0,0.2
"1230","sp24","sp29",8,NA,NA,0.00861437460672142,0,0.2
"1231","sp24","sp29",9,NA,NA,0.0117596394950349,0,0.2
"1232","sp24","sp29",10,NA,NA,0.0111184961926087,0,0.2
"1233","sp24","sp30",1,NA,NA,0.0139837887237226,0,0.2
"1234","sp24","sp30",2,NA,NA,0.0583823412595127,0,0.2
"1235","sp24","sp30",3,NA,NA,0.089653241260873,0,0.2
"1236","sp24","sp30",4,NA,NA,0.0864798358758436,0,0.2
"1237","sp24","sp30",5,NA,NA,0.173546801892163,0,0.2
"1238","sp24","sp30",6,NA,NA,0.0945377658350087,0,0.2
"1239","sp24","sp30",7,NA,NA,0.0310587188878312,0,0.2
"1240","sp24","sp30",8,NA,NA,0.0990261322659271,0,0.2
"1241","sp24","sp30",9,NA,NA,0.0671919127974507,0,0.2
"1242","sp24","sp30",10,NA,NA,0.119716480046152,0,0.2
"1243","sp24","sp32",3,NA,NA,-0.000389023067795993,0,0.2
"1244","sp24","sp32",10,NA,NA,-0.00126502437320269,0,0.2
"1245","sp24","sp38",1,NA,NA,-0.000211470426920756,0,0.2
"1246","sp24","sp40",1,NA,NA,-0.00550385986408904,0,0.2
"1247","sp24","sp42",5,NA,NA,-0.0114286693531127,0,0.2
"1248","sp24","sp46",1,NA,NA,-0.0589185413019285,0,0.2
"1249","sp24","sp49",1,NA,NA,-0.00054382118584796,0,0.2
"1250","sp25","sp26",1,NA,NA,0.0584028799304842,0,0.2
"1251","sp25","sp26",2,NA,NA,0.0122987780966409,0,0.2
"1252","sp25","sp26",3,NA,NA,0.0266661720116523,0,0.2
"1253","sp25","sp26",4,NA,NA,0.000456790015951884,0,0.2
"1254","sp25","sp26",5,NA,NA,0.0324812499095109,0,0.2
"1255","sp25","sp26",6,NA,NA,0.0682288054106731,0,0.2
"1256","sp25","sp26",7,NA,NA,0.000733588315870618,0,0.2
"1257","sp25","sp26",8,NA,NA,0.0116371514339135,0,0.2
"1258","sp25","sp26",9,NA,NA,0.00389402345467637,0,0.2
"1259","sp25","sp26",10,NA,NA,0.005938252737517,0,0.2
"1260","sp25","sp27",1,NA,NA,0.0351778881196101,0,0.2
"1261","sp25","sp27",2,NA,NA,0.0691826561568204,0,0.2
"1262","sp25","sp27",3,NA,NA,0.0261000701532082,0,0.2
"1263","sp25","sp27",4,NA,NA,0.0268395308220033,0,0.2
"1264","sp25","sp27",5,NA,NA,0.0828890077590261,0,0.2
