"","Time","L_Edge_weight","O_Edge_weight","Cov_Edge_weight","Recovery","TaxaSize"
"5778","8",NA,NA,-0.00096252890521177,0,100
"5779","9",NA,NA,-0.000400746893635419,0,100
"5780","10",NA,NA,-0.000992950711740023,0,100
"5781","2",NA,NA,-0.000646378365193401,0,100
"5782","3",NA,NA,-0.000387155493451882,0,100
"5783","4",NA,NA,-0.000591891466794374,0,100
"5784","5",NA,NA,-0.00115122182177348,0,100
"5785","6",NA,NA,-0.00282142127916532,0,100
"5786","8",NA,NA,-0.000228291383219344,0,100
"5787","9",NA,NA,-0.000970473033575467,0,100
"5788","10",NA,NA,-0.000406359942781756,0,100
"5789","2",NA,NA,-0.00206832832927255,0,100
"5790","3",NA,NA,-0.00429460648565141,0,100
"5791","4",NA,NA,-0.00133468814402677,0,100
"5792","5",NA,NA,-0.00167064588613368,0,100
"5793","6",NA,NA,-0.00395477795236507,0,100
"5794","7",NA,NA,-0.000432765601371997,0,100
"5795","8",NA,NA,-0.00087525193724796,0,100
"5796","9",NA,NA,-0.00466415885755014,0,100
"5797","10",NA,NA,-0.00290594778301409,0,100
"5798","2",NA,NA,-0.000369172228197958,0,100
"5799","3",NA,NA,-0.00123272459018024,0,100
"5800","4",NA,NA,-0.00102136302280807,0,100
"5801","5",NA,NA,-0.000920300615353456,0,100
"5802","6",NA,NA,-0.00147223518100246,0,100
"5803","8",NA,NA,-0.00132097806280004,0,100
"5804","9",NA,NA,-0.00280906865356412,0,100
"5805","10",NA,NA,-0.000766021704131234,0,100
"5806","2",NA,NA,-0.00244331376950627,0,100
"5807","3",NA,NA,-0.00637627664213962,0,100
"5808","4",NA,NA,-0.0056920438993862,0,100
"5809","5",NA,NA,-0.00611081395606722,0,100
"5810","6",NA,NA,-0.00512377140397074,0,100
"5811","8",NA,NA,-0.00278131775957908,0,100
"5812","9",NA,NA,-0.00927113439178091,0,100
"5813","10",NA,NA,-0.00458955550121962,0,100
"5814","2",NA,NA,-0.0043439007288124,0,100
"5815","3",NA,NA,-0.00159881253775379,0,100
"5816","4",NA,NA,-0.00116145222134736,0,100
"5817","5",NA,NA,-0.00269142730430124,0,100
"5818","6",NA,NA,-0.00209206210922352,0,100
"5819","7",NA,NA,-0.000640923144343593,0,100
"5820","8",NA,NA,-0.00147409956311591,0,100
"5821","9",NA,NA,-0.00299070969947765,0,100
"5822","10",NA,NA,-0.0013566345485009,0,100
